delta_encoder,mag_orient
0.0,-1.1366200540281508
0.0,-1.0849798761315754
0.0,-1.1133327424760122
0.0,-1.2165382170292536
0.0,-1.1371589548358088
0.0,-1.166784604104467
0.0,-1.2295762571708586
0.0,-1.1367435875350196
0.0,-1.1357363634488034
0.0,-1.2070857727279778
0.0,-1.1852667835447241
0.0,-1.1364257227871621
0.0,-1.2790671776795364
0.0,-1.191689297132748
0.0,-1.1971163933082671
0.0,-1.1824670735306804
0.0,-1.1250883383782906
0.0,-1.3368274668342441
0.0,-1.2125393773745927
0.0,-0.9497046725794326
0.0,-1.2839936753058354
0.0,-1.3671574879061976
0.0,-0.8054730855893892
0.0,-0.7335789745885726
0.0,-1.1820155249322282
0.0,0.07683734950543111
0.0,-1.022810038262351
0.0,-1.4304652246507166
0.0,-0.42226178948934506
0.0,-1.2803427737566602
0.0,-0.8360864242451477
0.0,-0.8482842628748364
0.0,-1.418263677028195
0.0,0.24896998477058765
0.0,-1.1080151972416943
0.0,-1.3273080709459235
0.0,0.5327972010291196
0.0,-1.3188194206494428
0.0,1.0289375143896498
0.0,-1.165500588990062
0.0,-1.4941658570736682
0.0,-0.5059101675038333
0.0,-1.106875542304334
0.0,-1.4320452766334286
0.0,-0.8104583538190971
0.0,-1.6560612234928291
0.0,-1.0660920835469936
0.0,-1.061487059341572
0.0,-0.8938347191719505
0.0,-1.440758607236203
0.0,-0.5993067616329514
0.0,-1.6825948528519834
0.0,-1.42208357456078
0.0,0.25599203729127157
0.0,-0.5678394420035262
0.0,-1.0393725485613625
0.0,-1.09390474372777
0.0,-0.9588607176635003
0.0,-1.0576838727460875
0.0,-0.9390819759587132
0.0,-1.0293937440284961
0.0,-1.2885779403293356
0.0,-1.3373180908850908
0.0,-0.5307214683474282
0.0,-1.2738659649148245
0.0,-2.7225589222527025
0.0,-0.8551898555956506
0.0,-0.7173043879293048
0.0,-1.5019041506694395
0.0,-1.393215910738587
0.0,-2.218972315390077
0.0,2.6989074247130027
0.0,-3.004558724892579
0.0,-0.7845325187955796
0.0,-0.8389561945665555
0.0,0.8421986584541232
0.0,0.757829366807262
0.0,0.24152848015635306
0.0,0.29729263949150525
0.0,0.6257256630558523
0.0,2.556137161827155
0.0,1.882407017269587
0.0,1.2903497728779159
0.0,1.0170738962748735
0.0,1.121338782925147
0.0,1.2050381679140674
0.0,1.1783836242777954
0.0,1.2972324145615415
0.0,1.2906068093920888
0.0,1.269305662988456
0.0,1.1437354340298882
0.0,1.2530619226110449
0.0,1.2318093338025604
0.0,1.1957231646831867
0.0,1.2175787312465634
0.0,1.4274802902560937
0.0,1.4314178258625716
0.0,1.4322904301387578
0.0,1.412112923635463
0.0,1.4154665032647338
0.0,1.4083715310911686
0.0,1.3776674060504768
0.0,1.5697681203610196
0.0,1.577867862832716
