phase,x,y,theta,alpha,ref_x,ref_y,ref_theta,ref_alpha
0,0.0,0.0,0.0,91.58466998320989,0,0,0.0,11.2
0,0.0,0.0,0.0,91.58585107162416,0,0,0.0,11.2
0,0.0,0.0,0.0,91.58540883776448,0,0,0.0,11.2
0,0.0,0.0,0.0,91.58472446810721,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57835099688188,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57877065347024,0,0,0.0,11.2
0,0.0,0.0,0.0,91.585527581118,0,0,0.0,11.2
0,0.0,0.0,0.0,91.58428921798425,0,0,0.0,11.2
0,0.0,0.0,0.0,91.58088612166583,0,0,0.0,11.2
0,0.0,0.0,0.0,91.58115005997693,0,0,0.0,11.2
0,0.0,0.0,0.0,91.58704150381647,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5866173384593,0,0,0.0,11.2
0,0.0,0.0,0.0,91.58247046295887,0,0,0.0,11.2
0,0.0,0.0,0.0,91.58214957695331,0,0,0.0,11.2
0,0.0,0.0,0.0,91.584937447348,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5808067692128,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57660103412078,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5772514610339,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57790100699435,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57640824584061,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57330684003104,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57396962879363,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57722302134185,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57402128540734,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57075695041013,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57235399216076,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57291137416307,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57121471531273,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57164578568597,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57207427010077,0,0,0.0,11.2
0,0.0,0.0,0.0,91.57100541549357,0,0,0.0,11.2
0,0.0,0.0,0.0,91.56879598727608,0,0,0.0,11.2
0,0.0,0.0,0.0,91.56608126596389,0,0,0.0,11.2
0,0.0,0.0,0.0,91.56453738576738,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5641033528809,0,0,0.0,11.2
0,0.0,0.0,0.0,91.56461085726906,0,0,0.0,11.2
0,0.0,0.0,0.0,91.56349173776593,0,0,0.0,11.2
0,0.0,0.0,0.0,91.56143971037109,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55942961897314,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55844640502534,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55745094661827,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55541523796964,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55549960734051,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55652413465066,0,0,0.0,11.2
0,0.0,0.0,0.0,91.554967036687,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55190481865961,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5510193202509,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55177091612049,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55039130892712,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55056746176034,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55020053807732,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55206386583014,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55287185027207,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5532191446178,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55462952030715,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5565348164338,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55684793974748,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55607205607711,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55591906782043,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55474521570689,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55516684666212,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55444312196938,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55271081518009,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5525724066145,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55239766648792,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55123886667299,0,0,0.0,11.2
0,0.0,0.0,0.0,91.55156885750485,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54980133336548,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54853170037327,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54617285296452,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54750006472743,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5440485899639,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54475006929344,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5433415579162,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54348171993423,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54362621817673,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54433618700925,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54244652135466,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54156926226783,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54186333204122,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54003795836685,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53725947903304,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53763146674919,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54112536329374,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54098303023599,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54025676591058,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53904308818667,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53990395154285,0,0,0.0,11.2
0,0.0,0.0,0.0,91.54020354106072,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53989965707281,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53955712440296,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53919426021893,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53733368522735,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53491515385194,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53507993884199,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53479074769392,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53398173924259,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53475673313035,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53303620360913,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53439321307532,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53422436010149,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53358720527928,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53085962002984,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53237375120965,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53229657130983,0,0,0.0,11.2
0,0.0,0.0,0.0,91.53013082973948,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52949589424952,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52833926773289,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5265946987736,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52707504702276,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5260278552442,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52548825152657,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5264563655848,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52639510878855,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52587990043199,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52481048056205,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52488225534843,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52547060733282,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52510429171672,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52310394707317,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5241893932748,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52417930488741,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5283480298519,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52828997372022,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52714771067396,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52541744592111,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52571964243192,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52705023479484,0,0,0.0,11.2
0,0.0,0.0,0.0,91.523670528939,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5213787245865,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52010531284265,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51992776450982,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51975419775407,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52111788899244,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52137911591645,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52327578339177,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52261640596791,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52145499194692,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5197383852068,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51855038719746,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51849523244151,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5173874775312,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51680516229383,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51629714812948,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51740856795763,0,0,0.0,11.2
0,0.0,0.0,0.0,91.5174588889992,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51949324004266,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51998517516539,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52139802028579,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52179900009182,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52371788044262,0,0,0.0,11.2
0,0.0,0.0,0.0,91.52302026492396,0,0,0.0,11.2
0,0.0,0.0,0.0,91.51656920785473,0,0,0.0,11.2
