left_command,right_command,left_speed,right_speed,x,y,alpha,theta,ref_x,ref_y,ref_alpha,ref_theta
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,91.00431468877173,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,91.00540299176761,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,91.00798567213879,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,91.00838438881944,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,91.02564131465613,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,91.00731192879134,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,90.98187043529651,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,90.95824945125938,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,90.9144580363973,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,90.82497000261272,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,90.62039487447937,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,90.05801068479715,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,89.30063322923911,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,88.35632615199502,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,87.26225107450297,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,86.16754926915867,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,85.10565370346336,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,84.03091906104557,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,82.86762248373637,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,81.4604488873458,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,79.79736297865009,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,78.11662836761325,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,76.31427390282339,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,74.16602258880506,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,71.95850373272862,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,69.72647950900252,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,67.3465725816566,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,64.89538941691734,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,62.3829940017413,0.13681970203709334,0,0,11.2,0.0
0,0,0.0,0.0,0.12417350465849462,0.00014826039653970113,59.81691513741189,0.13681970203709334,0,0,11.2,0.0
