active,angle,s0,s1,s2,s3,s4,line_position
True,10.416,80,2048,2228,1704,16,-0.07871914609739826
True,9.86,148,2020,2228,1772,148,-0.04447632711621235
True,9.384,312,1996,2236,1812,312,-0.03602192638997651
True,8.904,276,1996,2236,1872,436,0.036055923473142015
True,8.497,364,1960,2232,1932,596,0.08282674772036473
True,8.076,400,1932,2236,1964,592,0.08118657298985167
True,7.705,432,1904,2236,1996,528,0.05753646677471639
True,7.882,440,1888,2228,1980,504,0.045454545454545456
True,8.043,420,1840,2236,2024,388,0.024154589371980686
True,8.454,384,1836,2232,2020,352,0.023696682464454968
True,9.315,328,1836,2236,2020,264,0.010439970171513826
True,10.093,264,1844,2236,2028,200,0.010050251256281405
True,10.759,196,1836,2228,2020,164,0.02133712660028453
True,11.509,140,1836,2236,1988,76,0.004070556309362305
True,12.2,100,1804,2228,1988,4,-0.0013106159895150639
True,12.931,40,1804,2204,1988,0,0.01722995361166336
True,13.681,0,1808,2204,1964,0,0.026104417670682747
True,14.462,0,1776,2200,1960,0,0.030997304582210235
True,15.311,0,1776,2204,1960,0,0.03097643097643097
True,16.223,0,1752,2208,1936,0,0.03120759837177749
True,17.226,0,1716,2176,1932,0,0.03708791208791208
True,18.16,0,1716,2176,1904,0,0.03243616287094549
True,19.066,0,1696,2180,1908,0,0.03665283540802211
True,19.621,0,1656,2148,1872,0,0.03805496828752643
True,20.188,0,1628,2148,1908,0,0.04926108374384236
True,20.571,0,1620,2136,1896,0,0.048832271762208064
True,20.718,0,1548,2140,1920,0,0.06633380884450783
True,20.817,0,1532,2148,1936,0,0.07193732193732197
True,20.686,0,1456,2144,1956,0,0.08999280057595392
True,20.508,0,1444,2148,1940,0,0.08966015907447578
True,19.992,0,1332,2144,1964,0,0.11617647058823527
True,19.593,0,1292,2136,1984,0,0.1278640059127864
True,18.971,0,1264,2140,1988,0,0.13427299703264098
True,18.385,0,1272,2140,1980,0,0.13130563798219583
True,17.763,0,1196,2168,2012,0,0.15178571428571427
True,17.274,0,1200,2176,2020,0,0.1519644180874722
True,16.73,0,1076,2168,2072,0,0.18735891647855532
True,16.386,0,1048,2180,2060,0,0.19137670196671708
True,16.04,0,1048,2172,2072,0,0.19349962207105065
True,15.861,0,1072,2164,2076,0,0.18900602409638556
True,15.807,0,1080,2176,2080,0,0.18740629685157423
True,15.767,0,1084,2168,2080,0,0.18679669917479372
True,15.905,0,1072,2168,2080,0,0.18947368421052632
True,16.033,156,1176,2168,2080,0,0.1060931899641577
True,16.149,88,1300,2168,2048,0,0.10206995003568879
True,16.185,0,1432,2176,2056,0,0.11016949152542371
True,16.311,0,1544,2196,2048,0,0.08707671043538356
True,16.216,0,1668,2196,2012,0,0.058543226684819615
True,16.073,0,1768,2192,1952,0,0.03112313937753724
True,15.8,0,1852,2192,1916,0,0.010738255033557034
True,15.435,0,1944,2200,1792,0,-0.025606469002695417
True,15.08,0,2028,2208,1608,0,-0.07186858316221764
True,14.492,0,2088,2208,1452,0,-0.11064718162839247
True,13.998,0,2104,2172,1072,0,-0.19296933433059085
True,13.461,0,2076,2136,752,0,-0.26672038678485094
True,12.839,0,2076,2076,884,0,-0.23669579030976964
True,12.308,0,2076,1984,792,248,-0.15450980392156863
True,11.896,256,2084,1836,644,224,-0.3832823649337411
True,11.378,896,2044,1560,576,144,-0.6604444444444443
True,11.0,1372,1956,1280,580,52,-0.806425702811245
True,11.333,1656,1876,1188,548,0,-0.8807896735003797
True,11.686,1860,1624,1156,444,0,-0.9638080251770259
True,12.088,1988,1276,1124,288,0,-1.0615911035072711
True,12.549,2016,1064,1096,64,32,-1.208171206225681
True,12.787,2040,756,940,84,52,-1.2868217054263564
True,12.66,2044,568,944,400,0,-1.0758341759352883
True,12.678,2052,472,948,504,0,-1.0241448692152917
True,12.234,2076,436,1060,508,0,-1.0
True,11.636,2044,492,1092,492,0,-0.9922330097087377
True,11.282,2044,468,1004,408,0,-1.0570846075433231
True,10.99,1996,596,1104,460,0,-0.9932627526467755
True,10.728,1952,656,1092,460,0,-0.9855769230769229
True,10.182,1744,544,1036,372,304,-1.2306451612903224
True,9.36,1360,292,1080,364,292,-1.070539419087137
True,8.646,1028,236,1088,392,0,-0.6924198250728862
True,8.268,528,364,1080,436,0,-0.40863787375415284
True,7.614,172,452,1240,928,36,0.0770392749244713
True,7.687,232,616,1388,1112,200,0.16954474097331237
True,7.676,236,736,1492,1064,268,0.14984709480122319
True,7.78,100,648,1512,864,296,0.20821917808219179
True,8.302,68,724,1516,724,332,0.17460317460317462
True,8.94,0,804,1476,712,336,0.17427884615384617
True,9.365,0,788,1484,664,312,0.1539408866995074
True,9.882,28,784,1332,532,284,0.09219858156028368
True,10.216,8,700,1192,424,72,-0.06281833616298808
True,10.352,228,572,1152,448,0,-0.2416666666666667
True,10.279,280,484,1152,608,0,-0.1727416798732171
True,10.338,216,384,1216,660,112,0.033530571992110424
True,10.364,312,536,1212,628,120,-0.13224637681159424
True,9.94,404,784,1276,592,108,-0.29878048780487804
True,9.678,140,720,1304,628,268,0.06949152542372881
True,9.488,44,628,1176,536,240,0.12479201331114809
True,9.254,140,528,1204,528,620,0.4137931034482759
True,8.712,236,556,1184,556,788,0.5158878504672898
True,8.217,504,660,1244,440,720,0.15497076023391818
True,7.867,244,660,1244,372,568,0.19271948608137046
True,7.857,0,668,1220,640,452,0.2939597315436242
True,8.015,164,600,1220,476,228,0.0021413276231263367
True,8.251,424,644,1160,392,256,-0.368421052631579
True,8.481,520,612,1220,552,248,-0.3158995815899582
True,9.062,540,540,1276,664,56,-0.301859799713877
True,9.783,540,604,1276,636,188,-0.29166666666666663
True,10.312,572,664,1220,636,180,-0.3423271500843171
True,10.752,608,608,1184,576,220,-0.3854961832061069
True,11.107,520,460,1132,396,292,-0.3880597014925373
True,11.18,384,444,1184,320,384,-0.1111111111111111
True,10.809,92,188,1008,540,672,0.7411764705882353
True,9.976,36,0,892,636,736,0.8852173913043478
True,9.393,284,0,1008,724,508,0.4643423137876386
True,9.021,120,152,1268,784,372,0.5419847328244276
True,8.547,140,652,1368,808,340,0.21319018404907975
True,8.481,16,504,1364,872,248,0.28454172366621067
True,8.593,0,356,1428,828,324,0.3814713896457766
True,8.694,0,500,1404,784,248,0.26566757493188015
True,8.861,0,576,1216,608,420,0.30921985815602837
True,8.946,0,456,1072,588,496,0.4303215926493109
True,9.006,4,428,1016,520,460,0.4169435215946844
True,8.873,0,488,1124,548,488,0.391238670694864
True,8.765,0,880,1336,536,380,0.13282247765006386
True,8.565,0,1040,1336,452,264,-0.019404915912031057
True,9.132,0,972,1360,256,120,-0.1757754800590842
True,9.677,0,952,1312,268,80,-0.2006125574272588
True,10.163,0,980,1280,292,40,-0.2345679012345679
True,10.676,0,944,1156,260,164,-0.14104595879556256
True,11.157,28,896,984,92,216,-0.20616570327552988
True,11.227,0,776,964,60,372,0.012891344383057094
True,10.958,328,428,856,104,392,-0.12342569269521415
True,10.599,404,332,928,268,364,-0.15062761506276148
True,10.253,296,424,1044,328,424,0.15444015444015444
True,9.982,64,708,1156,516,320,0.13093289689034368
True,9.692,92,788,1192,512,324,0.07679738562091505
True,9.453,256,856,1220,380,128,-0.33272727272727265
True,9.344,448,800,1196,544,0,-0.38554216867469876
True,9.695,452,732,1196,672,0,-0.31585845347313246
True,10.22,524,712,1228,712,0,-0.32997481108312343
True,10.745,428,676,1192,552,0,-0.34410112359550554
True,11.322,372,680,1192,436,0,-0.36865671641791037
True,11.977,244,680,1136,280,0,-0.37948717948717947
True,12.507,88,552,984,244,0,-0.25910064239828695
True,12.718,32,500,988,188,0,-0.22014051522248243
True,12.484,20,284,952,216,84,0.04120879120879121
True,12.355,0,244,976,244,244,0.2857142857142857
True,12.234,0,308,952,280,248,0.26174496644295303
True,12.044,0,464,1040,432,200,0.17228464419475653
True,11.96,0,460,1068,460,56,0.054794520547945216
True,11.865,60,564,1076,468,28,-0.07782101167315174
True,11.914,180,468,1096,308,0,-0.253411306042885
True,11.966,88,468,1160,216,24,-0.20697167755991286
True,12.1,88,492,1140,276,24,-0.18105263157894738
True,12.308,0,488,1184,488,4,0.0036968576709796672
True,12.082,0,456,1160,580,0,0.0564663023679417
True,11.694,0,456,1104,612,0,0.07182320441988951
True,11.689,60,276,1052,528,0,0.06889352818371605
True,11.791,0,244,1104,560,212,0.34905660377358494
