active,angle,s0,s1,s2,s3,s4,line_position,x,y,theta
False,113.51322387104294,0,0,0,0,0,6.283157894736842,0.0,0.0,0.0
False,113.58524929565665,0,0,0,0,0,5.921792763157895,0.0,0.0,0.0
False,113.62805628800231,0,0,0,0,0,5.6885416666666675,0.0,0.0,0.0
False,113.7215721123977,0,0,0,0,0,3.81,0.0,0.0,0.0
False,113.93066596934426,0,0,0,0,0,0.0,0.0,0.0,0.0
False,114.23971987875083,0,0,0,0,0,0,0.0,0.0,0.0
False,114.68288650767906,0,0,0,0,0,0,0.0,0.0,0.0
False,115.19250533088729,0,0,0,0,0,0,0.0,0.0,0.0
False,115.64813323556002,0,0,0,0,0,0,0.0,0.0,0.0
False,115.95915301537816,0,0,0,0,0,0,0.0,0.0,0.0
False,116.09422619804305,0,0,0,0,0,0,0.0,0.0,0.0
False,116.06466563603635,0,0,0,0,0,0,0.0,0.0,0.0
False,115.88775058702062,0,0,0,0,0,0,0.0,0.0,0.0
False,115.53600618260931,0,0,0,0,0,0,0.0,0.0,0.0
False,115.04309201252484,0,0,0,0,0,0,0.0,0.0,0.0
False,114.5049602413855,0,0,0,0,0,0,0.0,0.0,0.0
False,114.03181526761392,0,0,0,0,0,0,0.0,0.0,0.0
False,113.72161722326071,0,0,0,0,0,0,0.0,0.0,0.0
False,113.60891805961647,0,0,0,0,0,0,0.0,0.0,0.0
False,113.73725911425281,0,0,0,0,0,0,0.0,0.0,0.0
False,114.16737274053799,0,0,0,0,0,0,0.0,0.0,0.0
False,114.71292223733306,0,0,0,0,0,0,0.0,0.0,0.0
False,115.20620884443669,0,0,0,0,0,0,0.0,0.0,0.0
False,115.59879523274961,0,0,0,0,0,0,0.0,0.0,0.0
False,115.93327098879764,0,0,0,0,0,0,0.0,0.0,0.0
False,116.23793929416071,0,0,0,0,0,0,0.0,0.0,0.0
False,116.48708486381014,0,0,0,0,0,0,0.0,0.0,0.0
False,116.60125926379307,0,0,0,0,0,0,0.0,0.0,0.0
False,116.49434189080347,0,0,0,0,0,0,0.0,0.0,0.0
False,116.15572242177693,0,0,0,0,0,0,0.0,0.0,0.0
False,115.70056530207243,0,0,0,0,0,0,0.0,0.0,0.0
False,115.24040723875822,0,0,0,0,0,0,0.0,0.0,0.0
False,114.86458764009954,0,0,0,0,0,0,0.0,0.0,0.0
False,114.61311951021958,0,0,0,0,0,0,0.0,0.0,0.0
False,114.40738121389764,0,0,0,0,0,0,0.0,0.0,0.0
False,114.14683855994743,0,0,0,0,0,0,0.0,0.0,0.0
False,113.87689355836015,0,0,0,0,0,0,0.0,0.0,0.0
False,113.60151151617437,0,0,0,0,0,0,0.0,0.0,0.0
False,113.34971271467265,0,0,0,0,0,0,0.0,0.0,0.0
False,113.10381959609919,0,0,0,0,0,0,0.0,0.0,0.0
False,112.81810123299032,0,0,0,0,0,0,0.0,0.0,0.0
False,112.46136462118365,0,0,0,0,0,0,0.0,0.0,0.0
False,112.03902862012954,0,0,0,0,0,0,0.0,0.0,0.0
False,111.586521838701,0,0,0,0,0,0,0.0,0.0,0.0
False,111.17304531176606,0,0,0,0,0,0,0.0,0.0,0.0
False,110.913820009624,0,0,0,0,0,0,0.0,0.0,0.0
False,110.84032184495132,0,0,0,0,0,0,0.0,0.0,0.0
False,110.90979979986702,0,0,0,0,0,0,0.0,0.0,0.0
False,110.94325482572498,0,0,0,0,0,0,0.0,0.0,0.0
False,110.88407669542208,0,0,0,0,0,0,0.0,0.0,0.0
False,110.75151562824026,0,0,0,0,0,0,0.0,0.0,0.0
False,110.61344146553192,0,0,0,0,0,0,0.0,0.0,0.0
False,110.48994449399933,0,0,0,0,0,0,0.0,0.0,0.0
False,110.36351082305,0,0,0,0,0,0,0.0,0.0,0.0
False,110.23328682568697,0,0,0,0,0,0,0.0,0.0,0.0
False,110.06844302927412,0,0,0,0,0,0,0.0,0.0,0.0
False,109.87985773951179,0,0,0,0,0,0,0.0,0.0,0.0
False,109.75495967032231,0,0,0,0,0,0,0.0,0.0,0.0
False,109.73810964087177,0,0,0,0,0,0,0.0,0.0,0.0
False,109.77007560359176,0,0,0,0,0,0,0.0,0.0,0.0
False,109.79620380275024,0,0,0,0,0,0,0.0,0.0,0.0
False,109.84757720935121,0,0,0,0,0,0,0.0,0.0,0.0
False,109.97936024411976,0,0,0,0,0,0,0.0,0.0,0.0
False,110.19509614263174,0,0,0,0,0,0,0.0,0.0,0.0
False,110.46137222901991,0,0,0,0,0,0,0.0,0.0,0.0
False,110.74436597442377,0,0,0,0,0,0,0.0,0.0,0.0
False,110.99857970295358,0,0,0,0,0,0,0.0,0.0,0.0
False,111.16008192517144,0,0,0,0,0,0,0.0,0.0,0.0
False,111.17545805040953,0,0,0,0,0,0,0.0,0.0,0.0
False,111.02122928215138,0,0,0,0,0,0,0.0,0.0,0.0
False,110.78487817945476,0,0,0,0,0,0,0.0,0.0,0.0
False,110.53864556084575,0,0,0,0,0,0,0.0,0.0,0.0
False,110.30740512012835,0,0,0,0,0,0,0.0,0.0,0.0
False,110.09907765146616,0,0,0,0,0,0,0.0,0.0,0.0
False,109.96270402980554,0,0,0,0,0,0,0.0,0.0,0.0
False,109.86992780764976,0,0,0,0,0,0,0.0,0.0,0.0
False,109.79167282303985,0,0,0,0,0,0,0.0,0.0,0.0
False,109.7298862514193,0,0,0,0,0,0,0.0,0.0,0.0
False,109.67843655044054,0,0,0,0,0,0,0.0,0.0,0.0
False,109.55162826896046,0,0,0,0,0,0,0.0,0.0,0.0
False,109.17913005325343,0,0,0,0,0,0,0.0,0.0,0.0
False,108.55597569833444,0,0,0,0,0,0,0.0,0.0,0.0
False,107.910264791458,0,0,0,0,0,0,0.0,0.0,0.0
False,107.42131470028113,0,0,0,0,0,0,0.0,0.0,0.0
False,107.21373438940516,0,0,0,0,0,0,0.0,0.0,0.0
False,107.22384828121588,0,0,0,0,0,0,0.0,0.0,0.0
False,107.37184116170471,0,0,0,0,0,0,0.0,0.0,0.0
False,107.53151844110913,0,0,0,0,0,0,0.0,0.0,0.0
False,107.62252301832261,0,0,0,0,0,0,0.0,0.0,0.0
False,107.55499172962789,0,0,0,0,0,0,0.0,0.0,0.0
False,107.33805270716057,0,0,0,0,0,0,0.0,0.0,0.0
False,106.97472615777627,0,0,0,0,0,0,0.0,0.0,0.0
False,106.46012598015177,0,0,0,0,0,0,0.0,0.0,0.0
