active,state,x,y,theta
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
0,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,0.0,0.0,0.0
1,1,-0.3725205139754839,-0.0004447811896191034,0.0023879542821448716
1,1,-0.8692145326094625,-0.0004447811896191034,-0.0023879542821448716
1,1,-2.1109472189343084,0.0025204253321627814,-0.0023879542821448716
1,1,-3.725202779494739,0.004447810487178896,0.0
1,1,-5.215280586932127,0.0008895660427551324,0.004775908564289743
1,1,-7.947027590020456,-0.01868062960656415,0.009551817128579486
1,1,-11.299419076106687,-0.0627126282327933,0.01671567997501411
1,1,-13.782544579183341,-0.10422362580273647,0.01671567997501411
1,1,-17.6311257201777,-0.18235135989249585,0.023879542821448732
1,1,-21.7275662793366,-0.2850850738554069,0.026267497103593627
1,1,-24.08597499360815,-0.34986673949416364,0.028655451385738523
1,1,-27.933641632098578,-0.4647515121742639,0.031043405667883387
1,1,-31.284835155945082,-0.5648124432182223,0.028655451385738523
1,1,-33.27079746814913,-0.6217366713858479,0.028655451385738523
1,1,-35.87745973129137,-0.6933374597234221,0.02626749710359366
1,1,-38.11194557544137,-0.7467061046881562,0.021491588539303934
1,1,-39.22927770791337,-0.769388393182971,0.019103634257159104
1,1,-40.5949681769062,-0.7938500566722304,0.016715679975014205
1,1,-41.33993273376717,-0.8045244349292119,0.011939771410724411
1,1,-42.58161113456192,-0.8163850806590496,0.007163862846434685
1,1,-44.07167619662989,-0.8235015492576423,0.0023879542821449596
1,1,-45.06506234568977,-0.8258737144750679,0.0023879542821449596
1,1,-46.927664915567185,-0.8280976204231634,6.245004513516506e-17
1,1,-49.41113736899785,-0.8280976204231635,6.245004513516506e-17
1,1,-51.273739938875266,-0.830321526371259,0.0023879542821449596
1,1,-54.626405446564156,-0.8423305956645939,0.004775908564289857
1,1,-58.103227229050155,-0.8589357048425903,0.004775908564289857
1,1,-60.58667135939729,-0.8707964971125878,0.004775908564289857
1,1,-64.4359841527353,-0.8937767275351919,0.007163862846434685
