phase,x,y,theta,alpha,ref_x,ref_y,ref_theta,ref_alpha
0,0.0,0.0,0.0,89.30669086958694,0,0,0.0,11.2
0,0.0,0.0,0.0,89.30366314594198,0,0,0.0,11.2
0,0.0,0.0,0.0,89.30538509749681,0,0,0.0,11.2
0,0.0,0.0,0.0,89.30606836442144,0,0,0.0,11.2
0,0.0,0.0,0.0,89.30775198627212,0,0,0.0,11.2
0,0.0,0.0,0.0,89.30994431633152,0,0,0.0,11.2
0,0.0,0.0,0.0,89.31276944498562,0,0,0.0,11.2
0,0.0,0.0,0.0,89.31135378959378,0,0,0.0,11.2
0,0.0,0.0,0.0,89.31200948956764,0,0,0.0,11.2
0,0.0,0.0,0.0,89.31114962389873,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3134336871625,0,0,0.0,11.2
0,0.0,0.0,0.0,89.31419093435522,0,0,0.0,11.2
0,0.0,0.0,0.0,89.31540012368997,0,0,0.0,11.2
0,0.0,0.0,0.0,89.31757301832334,0,0,0.0,11.2
0,0.0,0.0,0.0,89.31768578760679,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3168091961572,0,0,0.0,11.2
0,0.0,0.0,0.0,89.32049019237229,0,0,0.0,11.2
0,0.0,0.0,0.0,89.321514745533,0,0,0.0,11.2
0,0.0,0.0,0.0,89.32205583087288,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3226752877201,0,0,0.0,11.2
0,0.0,0.0,0.0,89.32472961026883,0,0,0.0,11.2
0,0.0,0.0,0.0,89.32670615699422,0,0,0.0,11.2
0,0.0,0.0,0.0,89.32822996287666,0,0,0.0,11.2
0,0.0,0.0,0.0,89.32938376000891,0,0,0.0,11.2
0,0.0,0.0,0.0,89.32944738761165,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33048224021594,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33055153946799,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33117590665442,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33126177325369,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33393485496534,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33306827622222,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3322673298015,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33446535003601,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33496219024391,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3365573516799,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33661778976062,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33660954894586,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33661072094569,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33661153032493,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33757819679498,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3374053715492,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33713806800404,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33707720594039,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33707762430116,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33700148440833,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33691000346509,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3389583775755,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33999787763148,0,0,0.0,11.2
0,0.0,0.0,0.0,89.33949160437557,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34157810707786,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34201607126676,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34155081333158,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34356034968434,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34656490811442,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3469650659525,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34633903231865,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34614930524559,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34544551512768,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34787675093797,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34774349410434,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34825794870937,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34980221948352,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35031240364339,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34920915878503,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34918210352694,0,0,0.0,11.2
0,0.0,0.0,0.0,89.34906727043415,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35163515174112,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35263570466215,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35255032457745,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35349736140934,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3517637443457,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3520458660753,0,0,0.0,11.2
0,0.0,0.0,0.0,89.3523249936269,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35215477783237,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35253922215534,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35301088588383,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35293768105302,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35338422318789,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35746691864007,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35947121901154,0,0,0.0,11.2
0,0.0,0.0,0.0,89.36045302768989,0,0,0.0,11.2
0,0.0,0.0,0.0,89.35936674140154,0,0,0.0,11.2
0,0.0,0.0,0.0,89.36070578375298,0,0,0.0,11.2
0,0.0,0.0,0.0,89.37681508280872,0,0,0.0,11.2
0,0.0,0.0,0.0,89.37965735222119,0,0,0.0,11.2
0,0.0,0.0,0.0,89.31446510770209,0,0,0.0,11.2
0,0.0,0.0,0.0,89.28086109359313,0,0,0.0,11.2
0,0.0,0.0,0.0,89.09203696328872,0,0,0.0,11.2
0,0.0,0.0,0.0,88.81766701189976,0,0,0.0,11.2
0,0.0,0.0,0.0,88.41516395982097,0,0,0.0,11.2
0,0.0,0.0,0.0,87.97293118836984,0,0,0.0,11.2
0,0.0,0.0,0.0,87.40074191274635,0,0,0.0,11.2
