raw_mag_x,raw_mag_y,raw_mag_z,raw_acc_x,raw_acc_y,raw_acc_z
-1338,1114,-1345,9879,-8705,10561
-1132,980,-1349,10180,-3246,12428
-1351,835,-1374,9903,3416,17471
-1664,208,-1146,11185,13441,7613
-1826,-404,-776,12490,14843,5475
-1937,-804,-304,12600,15203,905
-2229,-271,-507,11677,2369,6112
-2314,472,-839,14901,-4432,4073
-2610,592,-410,15589,1966,2901
-2909,754,135,16829,2250,1024
-2916,570,111,17829,6288,1550
-2656,448,-286,12030,1868,6487
-2775,294,-96,14499,5997,-128
-2896,425,196,12508,1120,1363
-2935,531,397,14756,7755,-4054
-2995,566,311,19733,5073,-5105
-2917,663,-27,18442,4237,5771
-2916,931,-57,15164,-3108,-2835
-2786,1118,-323,13962,-3458,4516
-2845,1035,-277,16094,2576,-1091
-2918,842,0,17234,366,-1386
-2862,725,-180,16077,-1175,858
-2870,672,-214,15873,-1675,2310
-2874,503,-176,15755,-1900,675
-2885,427,-112,16056,-222,1661
-2858,315,-66,16532,-2804,104
-2781,256,-63,16662,-1889,981
-2740,68,-77,15657,-2040,2654
-2664,-126,-58,14559,-1946,8398
-2735,-229,222,16347,-1921,-4322
-2641,-418,440,17670,-1094,-4821
-2530,-625,409,15746,1009,5084
-2384,-794,409,15186,265,6115
-2431,-749,507,16822,153,-280
-2552,-574,479,16500,-1065,3850
-2587,-519,471,13923,518,7088
-2651,-471,660,14913,1234,10485
-2689,-423,890,14885,-217,7111
-2744,-260,1021,16166,430,6246
-2817,-119,1169,13934,-455,5026
-2888,314,1289,16138,-1104,5611
-2980,539,1131,14011,-2659,9284
-2908,848,1326,15167,1061,1478
-2913,1261,1311,16618,1528,4452
-2919,1523,1047,15699,-1138,7408
-2800,1842,943,15708,-1697,5759
-2611,2210,546,12166,-6318,9914
-2540,2296,347,14185,-3307,11068
-2493,2349,404,15877,-4489,8049
-2556,2261,471,14655,-1470,4049
-2507,2368,365,13767,-3723,9213
-2507,2368,365,13664,-4698,7382
-2473,2356,171,15618,213,5021
-2586,2011,-116,15001,2554,7168
-2653,1404,-453,16424,6242,4812
-2724,806,-346,15356,6159,2301
-2785,370,-196,14236,6913,544
-2646,112,-65,14347,6894,-1278
-2656,-188,-20,15180,6973,-1990
-2585,-307,6,15696,6070,-771
-2535,-404,-47,16024,4973,1693
-2419,-534,-95,15518,4071,-711
-2366,-631,102,16102,4484,1920
-2326,-716,85,16128,4452,1266
-2318,-779,289,15655,2684,843
-2359,-764,471,16356,1255,83
-2386,-753,448,15995,-1998,1882
-2378,-745,396,17792,592,3627
-2350,-720,245,14475,1570,3409
-2329,-773,242,14363,6151,6994
-2081,-979,191,16709,1938,9179
-2080,-1106,382,15902,3202,5657
-2230,-1041,585,15033,4504,5383
-2156,-1112,853,14508,4603,4308
-2151,-1134,1015,14166,5006,4331
-2176,-1105,1154,14198,5253,7098
-2156,-999,1254,14438,9177,6718
-2082,-1025,1298,14497,2200,6550
-2201,-940,1299,13682,5784,8016
-2339,-749,1178,12283,6613,9640
-2498,-542,984,12451,7170,8041
-2563,-429,970,11509,9770,6648
-2602,-320,880,11596,9060,7101
-2683,-230,691,11765,9910,7023
-2698,-78,565,11939,9312,7755
-2712,38,298,11936,8809,7570
-2731,83,177,11265,9578,8293
-2681,192,16,11014,9378,12924
-2588,224,-154,12178,8475,6261
-2552,259,-302,11107,7408,7782
-2424,261,-491,9345,10169,10179
-2311,269,-605,11541,10726,1113
-2305,154,-574,9825,9310,10378
-2083,125,-674,8986,9367,9273
-1848,4,-840,7913,8535,11685
-1587,-48,-975,7414,9559,10688
-1366,-197,-1000,7353,11555,9653
-1217,-302,-1000,7138,12753,9630
-936,-436,-1057,5516,10628,12116
-890,-308,-1123,5254,11031,14140
-521,-539,-1038,6144,13023,8417
-494,-815,-922,8329,9453,7175
-242,-1212,-637,8355,12688,11485
-44,-1406,-412,8320,13299,7173
-93,-1541,-249,9654,13423,4862
-59,-1710,-47,9559,11036,7364
-267,-1839,256,10901,10722,6596
-414,-1878,436,11327,10720,6784
-525,-1922,639,11218,9474,6344
-568,-1960,611,11204,9302,8269
-693,-1919,771,11606,10282,8801
-675,-1987,918,11766,10056,6869
-823,-1886,1013,12307,9125,5799
-1098,-1851,1007,10785,8677,3251
-1168,-1813,1054,10554,6810,10186
-1435,-1627,944,11220,7252,10138
-1484,-1612,1059,10544,9071,9911
-1501,-1618,1159,9711,10738,8228
-1540,-1565,1093,11139,11601,7691
-1716,-1465,1338,10092,10212,6734
-2030,-1128,1212,11159,9952,5455
-2249,-903,885,10274,9194,6771
-2415,-744,790,10426,10783,8398
-2571,-427,636,11856,10618,6575
-2766,-87,533,11139,9003,9370
-2786,91,397,11593,8362,8752
-2871,123,242,10679,8868,8212
-2795,-1,172,15329,12081,6615
-2778,-45,29,10847,9183,1538
-2617,-436,64,9960,15517,3457
-2221,-874,30,8821,14290,3412
-2043,-1141,255,9945,14812,-11
-1870,-1328,461,10116,14000,-1654
-1710,-1546,868,9873,13025,-5789
-1505,-1712,1275,9944,11401,-4773
-1157,-1851,1671,9070,10815,-9146
-876,-1917,2123,9701,9135,-9924
-759,-1871,2369,9874,8173,-10922
-554,-1805,2723,9531,7617,-8480
-426,-1734,3031,9475,6933,-11566
-290,-1526,3405,11034,4788,-13027
-367,-1167,3627,11456,3834,-12112
-430,-760,3873,11608,2320,-9784
-303,-304,4119,10520,-950,-16907
-471,-36,4040,12396,-1892,-9344
-564,131,3997,12580,-2816,-11127
-712,291,4006,11940,-2535,-10074
-851,589,3921,13184,-1458,-10463
-1174,1334,3538,13662,-5353,16
-1521,1719,3234,15764,-7048,-6885
-1744,1890,2874,13639,-8306,-290
-1868,2380,2449,12575,-10052,-2013
-1834,2717,2008,10011,-10976,7719
-1614,2897,1941,16356,-11118,-113
-1328,3213,1755,12681,-12118,5613
-823,3370,1591,10305,-13295,3602
-634,3514,1302,9601,-14250,3639
-574,3543,864,9640,-12500,6681
-810,3374,376,11380,-10353,6144
-999,3244,148,11287,-11059,5240
-945,3115,-196,10101,-9412,7306
-1038,2941,-407,11988,-7691,9536
-1241,2731,-541,12955,-7925,5967
-1372,2573,-700,12359,-6245,7970
-1403,2604,-699,11658,-9441,8550
-1393,2663,-588,12540,-6090,3023
-1466,2609,-559,13383,-11373,8281
-1576,2548,-585,11681,-9955,5408
-1710,2570,-540,10285,-10614,5256
-1689,2618,-526,8822,-10881,3614
-1691,2712,-340,10140,-11894,837
-1732,2802,-270,8375,-15609,1738
-1747,2744,-250,8130,-15918,814
-1838,2689,-313,7687,-11757,257
-1903,2707,-238,6377,-14413,367
-1996,2606,-185,7753,-15246,-181
-1877,2565,-338,6011,-15169,2990
-1894,2521,-457,8048,-12049,6770
-1830,2515,-503,5385,-13435,7755
-1653,2481,-703,1922,-13081,11272
-1581,2462,-695,61,-13857,11538
-1613,2513,-650,1919,-10589,12637
-1469,2525,-655,1147,-10181,13153
-1281,2558,-764,242,-9161,13945
-1075,2377,-995,2610,-7325,16131
-862,2192,-1125,2438,-2686,18350
-833,2181,-1118,4057,-722,14811
-807,2045,-1230,4630,604,18628
-923,1983,-1266,3815,-827,13423
-421,2046,-1291,5300,2521,14493
-152,1880,-1390,3881,1917,17438
-138,1507,-1422,5956,4906,16482
-51,1309,-1448,6451,4643,16072
90,1152,-1476,5014,2084,16641
210,973,-1497,4205,-1934,17409
57,950,-1535,2363,5763,17787
-243,655,-1565,7990,5229,12127
-299,538,-1521,9554,1569,9593
281,662,-1488,6402,-2149,13682
494,673,-1472,6966,2749,18525
377,707,-1454,4793,-3050,16591
377,707,-1454,4504,-3770,15125
636,677,-1358,2503,-7247,13383
368,671,-1435,8398,-6974,7629
-300,692,-1560,4506,-8333,12915
-606,709,-1515,4805,-8839,12975
-1063,622,-1478,9113,-2623,15902
-1348,441,-1366,8009,-6731,11309
-1515,451,-1307,5203,-2476,16279
-1452,482,-1304,5576,-4706,12448
-1398,667,-1312,2984,-4626,15890
-1215,872,-1372,2290,-11622,13540
-1349,1339,-1307,3501,-11079,9468
-1526,1870,-1096,6994,-11653,12620
-1739,2162,-832,7148,-12153,5552
-2010,2182,-625,4739,-15129,5453
-1997,2051,-774,4190,-11880,11239
-1662,1810,-1034,-1054,-10922,14933
-1396,1892,-1137,6849,-7997,6576
-1677,2212,-793,465,-11631,9978
-1586,2555,-508,878,-10686,9690
-1767,2631,-335,3654,-9948,10664
-1812,2647,-297,1730,-13981,9890
-1544,2911,37,1255,-14382,11264
-1504,3106,255,2701,-14970,3555
-1522,3181,884,2824,-14988,3812
-1483,3165,1290,3281,-16115,-67
-1512,3043,1708,3011,-14506,-2222
-1400,2931,2187,2005,-16578,-5578
-1086,2831,2589,3354,-14546,-8713
-1189,2470,2999,2583,-13332,-9774
-1233,2125,3208,3661,-10299,-11259
-1338,1818,3298,4684,-9294,-11520
-1369,1615,3323,3877,-9914,-11761
-1139,1781,3434,605,-14892,-8937
-641,2510,3171,-1971,-15666,-4544
-102,3116,2831,-5501,-18316,361
576,3477,2161,-5328,-14718,5643
956,3577,1111,-4531,-10901,10159
979,3227,84,-3227,-5079,12502
979,2510,-811,-1636,78,15477
866,1604,-1317,785,3392,15443
506,657,-1468,2938,8929,13552
153,57,-1452,2452,13459,15332
-251,-427,-1273,6049,13956,7259
-568,-924,-964,5543,15201,5761
-387,-993,-965,1439,16151,6437
-170,-1446,-566,4049,15347,2085
214,-1947,49,1081,20045,-3253
733,-2258,754,-1605,21137,-3567
1517,-2394,1382,-2702,17364,-7656
1623,-2463,1903,-2437,11601,-3779
1439,-2399,2535,-188,9835,-14196
906,-2085,3105,5216,4414,-9818
696,-1934,3237,3391,8778,-13530
1170,-2081,3176,1720,10244,-14727
1582,-2224,2972,-3452,9918,-9826
1829,-2153,3108,-7404,9299,-12449
2247,-1971,3242,-9706,10148,-11677
2460,-1931,3351,-8060,9435,-13118
2775,-1847,3285,-11922,7917,-10692
3425,-1411,3524,-13586,216,-11561
3825,-92,4091,-13698,-9735,-3430
3880,1630,3444,-9401,-11853,-3657
2882,2915,2134,-3911,-15995,9105
1999,3238,893,3008,-14334,10161
907,3188,-85,6455,-15732,13829
-624,3221,-228,9042,-4927,8395
-2117,2719,182,11794,-2756,5306
-2869,1763,754,13922,1366,-798
-2881,790,1541,16079,10377,-3070
-2638,126,1994,15720,14115,-3466
-2302,-603,2000,8526,13743,2505
-2531,-679,1365,10939,12252,-1458
-2129,-1170,1242,4105,13522,3955
-1292,-1797,602,-1276,16652,12404
-247,-1839,-104,-4623,15394,20210
343,-1248,-840,-6436,5118,12922
275,-430,-1191,-3741,-2751,12877
105,347,-1502,-4729,-2019,13713
492,790,-1480,-7146,-4902,13558
988,1192,-1289,-10880,-5235,12521
1553,1422,-1029,-9471,-808,10875
2172,1326,-779,-13649,1351,12842
2703,1095,-473,-16544,-1912,8030
3336,709,-20,-16568,461,2604
3979,-211,807,-15589,6924,-717
4100,-897,1639,-12022,11758,-7511
3616,-1669,2399,-10192,12939,-5371
2736,-2136,2639,-6145,14743,-6031
1478,-2386,2510,-4873,11469,-8047
737,-2416,2061,-6716,18186,-5985
500,-2344,991,-3684,16777,-1667
8,-2011,248,-1481,14608,4625
-787,-1596,-182,361,13828,8434
-1137,-1582,36,3929,10988,5083
-1119,-1733,173,520,9775,13367
-1067,-1911,918,3395,15547,11708
-580,-2137,1800,4312,14011,5351
570,-2193,2921,-1553,13225,-82
2010,-1961,3490,-2830,18200,-10449
3268,-1271,3777,-8828,18011,-2249
3803,-757,3816,-9676,11194,-8186
4107,-249,3744,-9683,9554,-9545
4176,128,3756,-10963,6974,-9259
4287,660,3568,-11188,4476,-8182
4334,1099,3129,-10339,-191,-10833
4359,1411,2391,-13882,-3892,-4373
4338,1201,1607,-12881,-8132,3745
4033,643,747,-13855,-7719,3571
3747,-159,500,-11760,1261,4876
3668,-972,975,-11784,6051,6720
3655,-1107,1161,-11378,3574,8184
3419,-1516,1178,-12562,6101,6036
3158,-1956,1931,-16080,10439,8663
2840,-2054,2981,-9456,14099,813
2620,-1693,3717,-8680,9834,-3385
1988,-1795,3678,-9556,11760,-3579
1672,-1461,4101,-6951,8841,-12876
1600,-1098,4308,-2507,11877,-5787
1615,-227,4589,-5678,7569,-10226
1677,247,4685,-7196,11622,-14597
1414,864,4614,-2268,4846,-11594
1617,1456,4460,-404,5924,-19529
1632,1394,4534,-3314,6116,-19507
1417,1300,4518,-630,-3843,-8972
1796,1699,4345,1677,1114,-9764
2008,2512,3749,1461,-7516,-9753
2433,2729,3261,-2109,-12163,-6874
3231,2566,2752,-5221,-18083,-7508
3543,2492,2223,-7832,-12707,-2762
3470,2527,1877,-7650,-12491,-213
3022,2851,1522,-1678,-15585,6116
2734,2953,1090,-2034,-10211,8193
2824,2799,974,-4157,-11412,7632
2990,2651,958,-4462,-9060,8823
3202,2520,1060,-8216,-7612,12155
3221,2592,1188,-11784,-10131,9211
3249,2464,1134,-9978,-9327,9129
3279,2370,1004,-12597,-2470,11595
3470,2147,1000,-13742,-2720,7037
3606,2023,1037,-14744,-1985,6399
3687,1939,1119,-14047,-2169,4945
3660,1998,1017,-14439,-4778,7016
3252,1796,395,-15016,-417,6214
2757,1481,-338,-14033,-889,5698
2959,1236,-223,-17490,3607,7831
2941,881,-258,-15825,4430,8003
2941,881,-258,-16263,-137,7324
3033,636,-232,-17028,-559,-1707
3442,621,139,-16850,-4179,1371
3830,868,587,-16364,-9128,-1076
4059,1014,932,-15094,-4375,361
4152,945,1111,-18860,-4081,5168
4406,423,1482,-15460,-5756,-1950
4474,260,1626,-13332,-4835,4334
4499,-96,1847,-15993,-2053,6341
4562,-203,2214,-16452,-1486,4707
4598,-218,2416,-15547,-1290,-178
4625,-237,2513,-16841,-1115,3306
4608,-87,2703,-18073,921,3150
4584,-175,2555,-14854,1073,2131
4693,333,2459,-16200,-3094,-259
4547,1032,2788,-13544,-5467,-1913
3963,1961,2729,-11697,-1730,-3825
3320,2628,2182,-12208,-5235,1105
3082,2731,1347,-14344,-1691,4230
2808,2701,765,-14448,-1389,2228
2814,2384,319,-14809,-4181,7157
2283,2318,-228,-13178,-1831,7630
1356,2324,-753,-13088,-5100,15727
962,1688,-1180,-7343,-795,16036
362,1179,-1437,-7198,-632,17030
94,912,-1444,-4247,-4264,12747
-51,532,-1492,-2896,-2357,10152
-260,-7,-1374,-2702,7006,23936
-61,-359,-1278,-2361,-850,14885
292,-251,-1268,-9246,1146,10965
2167,-769,-333,-18421,3293,-720
4074,-1023,1854,-20602,4659,1374
4485,-95,3214,-14222,-7043,-2299
4517,545,3214,-12432,-6227,-2475
4343,1068,3383,-13167,-11489,-2875
4231,1340,3180,-12791,-7687,-2825
4260,1543,2861,-12611,-9221,556
4018,2012,2570,-13456,-11839,3479
3540,2487,2245,-11313,-12662,4950
2939,2976,1785,-6274,-14534,2401
2025,3331,1400,-3401,-12372,10986
956,3502,859,2225,-10556,12014
-167,3516,983,10174,-11721,3735
-562,3441,1719,9633,-15223,-1095
-1024,3207,1813,7489,-13876,3167
-1613,3019,1525,11589,-10362,5252
-2245,2598,1151,17760,-2863,-417
-2666,2064,1232,14894,-2831,7453
-2970,1500,1191,16781,686,5661
-2918,966,1556,17739,4425,-3807
-2633,436,2068,15126,7782,-2456
-2773,316,1762,15905,13388,3217
-2838,485,1735,14104,7224,2223
-2773,621,1924,14826,5175,-3960
-2465,855,2452,13914,6037,-9382
-1919,1306,2929,13315,4760,-8313
-1657,1671,3145,12102,517,-11265
-1631,1834,2971,12521,-937,-7048
-1748,1929,2819,15163,-2653,-7587
-1809,2049,2648,14701,-2812,-5432
-2076,2063,2334,15462,-4693,-1931
-2284,2097,2031,15002,-2762,761
-2612,1914,1614,13680,-4287,4843
-2930,1573,745,14532,1166,9475
-2983,1324,489,12737,-1129,9492
-3054,1133,567,13594,3171,9454
-3115,979,940,17903,2705,2515
-3030,936,1245,16422,1723,1245
-2964,817,1526,15977,3119,2373
-2904,722,1637,16044,4243,1365
-2862,635,1528,15778,3254,3256
-2956,721,1442,16082,3803,5024
-3020,797,1269,15389,203,4566
-3035,848,1007,13552,859,5538
-3075,721,453,11608,2723,15918
-3055,1128,385,13295,-5024,8900
-2965,1578,1011,13786,-9642,1820
-2914,1710,744,11159,-4775,6942
-2909,1714,238,10000,-2731,13417
-2740,1610,-351,9094,-4137,14366
-2548,1623,-689,7115,-3317,13536
-2181,1576,-986,3845,-1790,15089
-1593,1440,-1368,1081,-1778,17951
-1071,1489,-1529,-2081,-2078,19064
-853,1543,-1539,-1923,-3461,20520
-913,1506,-1505,-1651,-2954,21950
-1375,1501,-1418,2410,-3279,16718
-1777,1424,-1255,4973,-3921,13306
-1987,1302,-1214,7539,-1143,14569
-1916,1253,-1287,3408,-1795,16896
-1757,1248,-1271,2895,-1400,12646
-1271,1373,-1390,-1867,-2254,13111
-540,1414,-1529,-6056,-1203,17822
-159,1276,-1530,-6932,-2774,16006
-99,1329,-1525,-4604,-3091,15824
-234,1371,-1475,-4351,-2870,19876
-402,1159,-1517,-4316,-1874,18111
-816,814,-1511,-2443,207,16917
-1055,953,-1479,-843,-316,13179
-1397,1061,-1339,2064,-796,16796
-1734,1108,-1251,4303,-1583,14492
-1835,1080,-1194,4203,-592,17216
-2098,1040,-1044,5496,-1269,15584
-2367,1071,-892,6965,-1624,14273
-2625,1191,-628,9187,-1654,13632
-2795,1086,-338,10548,-1084,13088
-2926,994,-68,11365,-994,12841
-3001,893,353,12951,119,9029
-3056,817,637,14390,1011,7055
-3025,724,954,14729,1121,7806
-2991,719,1365,15567,830,4851
-2794,680,1832,16284,1126,2711
-2552,691,2310,16080,1866,59
-2166,821,2776,15145,-564,-1980
-1672,811,3263,14425,-81,-6866
-1046,833,3697,12667,-344,-9067
-511,806,4051,12097,-97,-11216
-29,854,4204,9944,-1457,-11352
547,823,4361,8951,-1912,-13591
843,785,4522,7749,784,-16572
790,767,4504,7684,-1049,-12030
753,782,4517,8846,-972,-14457
1077,756,4555,6649,1320,-15018
1488,775,4615,4694,-671,-14219
2072,747,4571,1066,-592,-14069
2713,744,4436,-1024,-279,-14701
3431,781,4170,-5747,173,-15378
4041,774,3683,-8933,-493,-16334
4293,786,3268,-10935,-443,-13922
4380,756,3241,-11118,-267,-11873
4273,798,3351,-10533,-1012,-13894
4063,836,3676,-8573,-891,-12843
3820,944,3929,-7272,-660,-13322
3689,983,4022,-5768,-901,-13771
3687,946,3971,-6912,-1930,-14330
3910,919,3849,-6956,-1361,-14278
4029,935,3744,-8142,-11,-14173
3963,909,3815,-8098,-767,-14993
3797,833,3969,-8404,-2010,-12564
3864,882,3862,-8517,224,-12295
4247,712,3358,-12891,34,-10634
4550,534,2512,-13532,-18,-10152
4438,490,1927,-14225,1880,-8342
4442,566,1851,-13837,-1085,-3883
4359,778,1771,-15947,196,-4922
4390,797,1706,-15260,-1010,-5301
4329,766,1544,-16493,-483,-1175
4329,766,1544,-16208,-2679,-1553
4165,714,1119,-17083,-461,911
4022,749,879,-16607,-815,1951
3682,923,487,-14961,-888,3880
3340,1008,77,-14565,-756,6532
3041,1115,-255,-14027,-878,8597
2639,1078,-535,-12823,-837,9464
2187,1099,-759,-11519,-1127,10133
1881,1108,-1005,-11013,-1709,12382
1434,1117,-1128,-9129,-652,14887
944,1103,-1258,-7558,-402,15646
549,1060,-1454,-4850,-951,15467
4,1106,-1411,-2754,-7,16229
-407,1103,-1443,-2100,-425,15848
-788,1064,-1467,640,262,17059
-1421,1056,-1319,3626,-2857,19304
-1833,1023,-1146,4444,-1455,16229
-1989,1100,-1076,5579,482,15546
-2324,877,-876,9847,1922,14630
-2650,664,-518,10838,3389,11015
-2857,454,-36,13262,7192,7194
-2966,305,655,14243,5507,5933
-2983,413,1176,14402,3350,1400
-2760,515,1918,15665,3477,-835
-2246,611,2640,15275,532,-5279
-1660,947,3320,13967,188,-7901
-1122,1383,3578,14169,-2813,-8636
-884,1428,3655,12540,-3037,-10765
-534,1447,3882,10652,-4306,-12109
-206,1458,4061,9592,-4467,-12898
372,1446,4237,7581,-3757,-12964
870,1367,4364,6921,-4016,-13911
1331,1407,4469,4343,-3764,-14769
1647,1423,4421,2846,-3646,-15116
2041,1359,4449,2245,-2428,-16089
2338,1263,4451,-272,-1104,-16423
2635,1138,4463,-2470,-105,-16256
3091,1024,4386,-5409,418,-15272
3476,991,4186,-6926,1077,-15948
3752,1130,3911,-9643,2053,-12945
4112,1013,3537,-11811,1475,-12053
4366,824,3189,-12425,4623,-9664
4486,792,2777,-13162,3153,-6935
4474,709,2553,-15543,3194,-5338
4452,683,2347,-14390,5182,-6403
4464,726,2164,-15849,4961,-2054
4403,848,1719,-15951,2954,-1019
4216,746,1201,-15577,4482,374
3804,917,510,-15245,2633,6820
3018,1276,-124,-11779,-2315,8719
2545,1622,-408,-11929,-74,9763
2018,1829,-674,-7943,-2168,13717
969,2048,-1098,-6140,-6040,14312
1115,1979,-968,-10531,-2844,13293
1165,2038,-914,-2471,-565,12056
818,1864,-1176,-5822,-154,16871
335,1572,-1360,-2147,1261,16111
-342,1141,-1513,1948,10334,18692
-855,619,-1479,5458,8775,16384
-1255,527,-1363,5182,5979,12761
-1635,798,-1152,10369,5814,14338
-1892,916,-1174,10616,3665,11443
-2077,1200,-1040,10471,2356,15975
-2365,1434,-718,14556,3262,8323
-2607,1410,-420,14882,1187,9945
-2889,1409,-12,14454,3602,4570
-2984,1361,524,16437,4182,-757
-2991,1311,890,16729,4201,1986
-2861,1458,1240,16260,803,470
-2773,1552,1594,17456,63,-2829
-2601,1565,1868,15935,-567,630
-2294,1702,2323,14998,281,-6512
-1818,1750,2880,14709,-4477,-15037
-1631,1807,2996,11586,-2359,-9976
-1382,1797,3209,11318,-341,-9481
-1023,1809,3482,8065,-868,-13793
-661,1823,3694,7132,-564,-15392
-254,1779,3893,5009,1079,-13142
197,1822,4055,1255,638,-14376
759,1801,4249,-1116,-120,-15199
1100,1781,4292,-3789,-156,-15354
1685,1745,4299,-6632,212,-14749
2352,1767,4218,-9886,378,-13032
3145,1694,3963,-13810,131,-10322
3715,1710,3486,-14969,1526,-5735
4051,1594,3039,-16415,520,-2789
4199,1606,2525,-17165,224,1818
4211,1599,2005,-15416,2296,4205
4116,1465,1571,-16489,-406,7490
3905,1455,1079,-14220,1397,8807
3628,1431,633,-12955,3122,10473
3401,1381,237,-12709,1453,12857
3182,1284,-8,-11945,959,13805
2701,1191,-335,-8845,2413,13523
2205,1022,-798,-7707,5181,12287
1640,893,-1096,-5741,3889,14246
936,710,-1343,-3545,7914,13017
159,1014,-1502,-3981,6905,16839
-740,1552,-1413,4072,2307,16323
-1318,1695,-1291,5762,-3232,16353
-1638,1805,-1064,4207,-2963,20002
-1787,1720,-1030,7467,-875,18236
-2169,1544,-946,9387,581,13121
-2451,1387,-720,11272,2149,13299
-2699,1613,-232,12800,646,9062
-2901,1665,418,12985,1168,3533
-2889,1554,1122,17681,1057,2445
-2648,1395,1783,14422,3685,-2160
-2093,1291,2617,13696,663,-4425
-1711,1174,3159,15473,3105,-8834
-1545,1256,3200,13793,3350,-9277
-1712,1113,3158,16079,5735,-10563
-1728,1036,3146,15799,2532,-10151
-1472,1279,3273,13598,2185,-8466
-1031,1633,3569,11907,-223,-14546
-465,1579,3889,8346,2620,-11828
345,1357,4250,5125,1899,-13788
1081,1250,4461,2133,2772,-15152
1565,1154,4501,429,3621,-13057
2038,1149,4486,-2436,3664,-15346
2420,1219,4426,-1164,2331,-14342
2787,1290,4268,-3589,1469,-16359
3378,1110,4059,-6526,2155,-12820
3746,804,3940,-10132,1333,-14039
4040,958,3600,-10543,2486,-12725
4227,1133,3166,-10748,4901,-9530
4274,1463,2579,-13717,284,-6214
3882,2009,1843,-11098,-6140,-8927
3929,1830,1596,-17935,-4193,-2017
3817,1775,1195,-16634,-1076,1144
3544,1813,623,-14627,-2411,959
2999,1522,-176,-12040,-1131,6242
2175,1165,-766,-10502,2304,9261
1459,816,-1176,-6228,6186,13975
905,699,-1311,-5898,4966,16681
373,801,-1440,-4484,5250,20084
-361,958,-1516,-2424,2945,16483
-990,1010,-1496,4899,4200,12241
-1178,1140,-1451,1475,1093,15152
-1766,1041,-1289,5484,4581,14333
-2126,824,-1041,6130,4280,16484
-2454,662,-795,10033,5142,13015
-2681,585,-430,12329,4253,10584
-2792,175,-257,9028,10867,10468
-2902,177,352,10751,8000,7147
-2993,256,868,13598,6326,6439
-3002,469,1171,15495,3431,3615
-3002,469,1171,13617,6141,-1514
-2935,521,1422,14246,6157,1563
-2888,460,1449,13817,8201,-997
-2733,242,1773,15435,8444,-7355
-2140,123,2800,6050,12362,-11949
-1439,99,3362,4235,10998,-12659
-842,194,3803,1822,5943,-15853
-180,328,4134,-3482,4917,-13559
688,391,4437,-7060,5034,-13988
1603,404,4533,-10409,4290,-10905
2407,548,4521,-14376,2129,-6880
3149,535,4343,-13918,3749,-7670
3848,538,3914,-14774,3373,-3049
4199,520,3469,-16790,2505,1537
4448,608,2925,-16624,1401,4459
4516,737,2316,-14046,2017,7100
4406,833,1930,-13664,3649,9538
4204,1095,1383,-13682,-3977,5999
3945,1261,962,-12413,-707,11203
3565,1362,372,-6477,1910,15203
2903,1134,-314,-5926,-1723,17946
2372,465,-755,-3842,1872,12986
1661,148,-999,4075,5925,20324
1316,234,-1157,6438,6321,15626
816,488,-1283,2857,-1773,13789
331,978,-1412,6012,-6275,20173
-148,1484,-1384,11030,-434,18528
-908,2083,-1125,9314,-7978,11119
-1528,2293,-803,13925,-2506,5453
-1875,2415,-519,11637,-6515,8461
-2130,2182,-549,13988,1561,12073
-2475,1638,-556,14635,1987,6118
-2699,1704,-305,15494,4942,8027
-2790,1786,-25,15371,3671,2861
-2739,2111,533,13068,-815,4271
-2513,2362,1222,14938,-11771,-4307
-2063,2545,1820,12994,-3405,-3953
-2506,2119,1712,14668,1580,-6650
-2614,1799,1791,15884,4302,-7504
-2411,1924,2200,16141,-799,-9157
-2006,2039,2613,14081,-1942,-12552
-1364,2271,3031,9037,2729,-11648
-330,2474,3491,6735,-5442,-14192
915,2219,4011,3954,1509,-17375
1800,1759,4368,-1349,-3901,-17060
2240,811,4572,-2492,-737,-18041
2118,-174,4484,-3513,-407,-17662
1615,-1050,4221,-2033,3939,-16996
983,-1520,3777,-434,5725,-17652
131,-1608,3357,2986,10675,-14089
-728,-1505,2891,7568,8368,-4179
-1266,-1457,2347,12427,12089,-7063
-1362,-1567,2164,14048,15705,-7793
-1497,-1425,2244,13130,8132,-6431
-2257,-403,2297,13876,1249,159
-2853,746,1582,15055,-2913,11736
-2912,1665,1101,9619,-11248,13036
-2273,2593,1278,6556,-17529,8326
-1422,3058,1878,7450,-14423,-1772
-966,3224,2080,7346,-12116,-712
-647,3347,1978,11865,-15773,-4114
-826,3380,1684,12058,-10162,-2540
-1095,3332,1434,12201,-9447,-2165
-1388,3246,1256,14295,-10858,-4361
-1465,3241,1152,12901,-14675,4614
-1641,3129,964,12968,-17325,-905
-1817,3012,622,10875,-10859,-1943
-2235,2635,218,15781,-6467,-2769
-2463,2542,360,11324,-8106,-1880
-2561,2329,209,15094,-6212,-1013
-2646,2210,233,12918,-8191,-2418
-2743,2127,228,14348,-8815,-3995
-2714,2045,80,12319,-7583,490
-2842,1819,-3,9660,-8872,3096
-2826,1802,-57,9493,-13280,-121
-2914,1645,9,14454,-12688,3340
-3010,1376,146,13707,-10627,94
-3108,1262,456,12299,-9738,5284
-3024,1467,905,12457,-10727,3706
-2779,1695,1386,12710,-8968,4996
-2619,2091,1513,11251,-10827,6110
-2133,2666,1581,7928,-13562,5563
-1240,3335,1408,5429,-12391,6981
-497,3519,1255,6416,-15148,6984
840,3426,629,-1557,-9700,10773
