raw_mag_x,raw_mag_y,raw_mag_z,raw_acc_x,raw_acc_y,raw_acc_z
1883,2883,264,-3847,-11126,11376
2243,2345,-179,-4358,-6049,17421
2339,1855,-438,-1852,-3583,15471
2345,1377,-714,-1389,-534,16652
1843,837,-1070,-735,-322,16778
1205,147,-1343,7256,4730,20143
598,-230,-1312,5482,6614,16403
423,-233,-1338,7534,4076,12353
394,-157,-1395,8967,5013,12871
642,-237,-1243,1885,-2828,15225
681,-178,-1233,1606,-2397,15536
1365,4,-1118,-1513,9111,22286
2156,247,-843,-5835,-4378,21643
2163,320,-830,-3532,-3201,15170
1803,235,-1016,-5065,-6275,14794
1244,202,-1271,-4641,-5717,13823
1155,161,-1254,-4590,-5542,15291
797,410,-1355,-1300,-6410,14098
859,789,-1349,296,-5914,14197
966,1000,-1334,-3408,-7210,13915
712,1014,-1415,-712,-8369,14798
527,708,-1455,-1333,-9379,15793
181,390,-1479,1081,-5125,11706
-120,512,-1548,-2413,-6555,6670
1357,176,-1234,-10904,-4831,17601
1512,-530,-956,-11098,2546,12078
1702,-1194,-422,-11963,9006,9348
1832,-1535,-166,-10895,11752,7177
1953,-1566,-26,-9841,11757,6079
2214,-1561,87,-10580,14761,2696
2235,-1578,154,-10041,13467,3604
2462,-1436,118,-8706,12828,4507
2845,-1159,146,-9632,11672,4546
3181,-815,275,-9480,10935,2649
3806,-303,722,-15236,9042,3014
4281,-61,1499,-13929,8503,742
4418,-137,1870,-14089,8157,-2404
4546,41,2431,-12484,7267,-8993
4366,253,3266,-10650,6755,-8977
4000,485,3715,-9822,1141,-14056
3489,1067,3981,-6000,1878,-10518
2985,1654,4072,-357,-3439,-19917
1655,2201,4014,3244,-3778,-18089
137,2725,3357,10640,-8879,-12760
-1298,2988,2040,14277,-4549,-3696
-1750,3107,897,15244,-6313,4491
-1823,2990,304,14314,-6482,8123
-1775,2916,84,12244,-7386,10849
-1742,3010,208,9727,-7835,8981
-1900,2972,555,11634,-9993,6428
-1927,2936,962,14331,-5799,2306
-1615,3021,1476,12118,-11675,2634
-1410,3077,1758,12618,-11095,793
-1486,3051,1756,13328,-10723,-753
-1674,3009,1512,12564,-10107,3010
-1683,2981,1469,12597,-11103,2794
-1851,2925,1350,12295,-10353,4280
-1940,2876,1319,12933,-11375,2900
-2063,2843,905,10247,-11221,8550
-2177,2772,570,12329,-8900,9384
-2257,2605,166,13446,-4688,8440
-2257,2605,166,12230,-4281,11649
-2315,2251,-372,11031,537,14382
-2289,1720,-769,10213,2094,7960
-2547,1483,-642,8412,3671,14324
-2558,1181,-664,12047,3241,11787
-2704,1066,-515,12086,-596,7447
-2792,1352,-285,8915,2923,15442
-2735,1185,-288,7971,2762,14876
-2627,1071,-606,3561,1313,15609
-2262,1316,-936,8925,1984,14352
-2177,1271,-1025,6598,431,16244
-1902,1248,-1138,5795,944,19180
-1819,1263,-1114,7795,2735,9260
-1844,1450,-1137,4826,-1138,17177
-1851,1108,-1183,5473,928,15240
-1749,998,-1195,5219,4089,15775
-1607,1027,-1256,4560,2371,17640
-1437,1208,-1318,-2267,-4180,17205
-954,1301,-1463,563,4633,17774
-862,375,-1462,6074,11155,9862
-1351,-446,-1033,1503,13456,12160
-1186,-931,-774,1854,13230,8162
-1036,-1299,-475,2587,13924,1594
-557,-1960,369,818,16777,797
43,-2324,1127,142,17399,-5549
208,-2259,778,-2244,18573,3115
508,-2198,537,-2603,11965,1685
1050,-2085,335,-5215,14646,249
1531,-1913,309,-9272,12316,-226
2649,-1631,613,-15727,10113,-443
3821,-1011,1204,-13412,4198,-3451
4332,-246,1406,-14304,11,-4379
4525,380,1715,-15125,-6342,-6140
4437,1177,2217,-12101,-9976,-3843
3864,2163,2281,-6068,-12418,-6691
3214,2724,2104,-5444,-15230,-4092
3008,2879,1941,-4561,-15770,-2838
2750,2980,1649,-3670,-16745,1097
2339,3108,1295,-628,-15481,2955
1959,3214,794,1230,-16128,3682
1588,3173,428,152,-10971,11302
1058,3164,104,5356,-13724,8991
920,3218,87,2206,-13408,8352
413,3299,151,1311,-11877,14761
-243,3263,-55,3151,-5861,10396
-1119,2782,-625,2241,-1817,11004
-1233,1784,-1291,-658,3045,16828
-387,1073,-1538,-12303,9616,11565
1434,429,-1165,-17831,6590,8705
2749,250,-363,-14231,3558,8196
2514,156,-506,-13996,3880,9037
2154,242,-785,-12049,2757,12598
934,634,-1350,-3136,2309,16567
-75,444,-1472,-7202,1071,20173
-616,564,-1510,-4445,1205,18259
-654,942,-1461,-3120,-5276,17529
-1283,830,-1384,1757,229,3762
-1178,38,-1283,-1770,9639,13453
-1141,-692,-1020,3867,10162,14898
-1436,-558,-932,1618,7441,19596
-1334,-338,-1099,4967,6524,16023
-1481,-184,-1140,3778,11536,18373
-1340,-409,-1078,214,11532,15995
-1440,-555,-975,-189,7177,14351
-1563,-545,-860,3087,2695,11313
-1610,-428,-851,3760,-452,14834
-1516,-298,-988,-341,311,18806
-1334,-218,-1154,-1696,-593,15321
-1148,28,-1239,-4261,-3063,16424
-857,199,-1353,-3929,3129,14956
-751,190,-1350,-535,2887,19602
-990,363,-1276,3124,4389,16225
-1001,400,-1408,3069,2004,14443
-1135,683,-1420,291,1273,12596
-1013,765,-1428,-121,166,14480
-1232,976,-1432,1086,-594,14087
-1407,1129,-1379,-1553,-3778,17586
-1063,1231,-1402,-2787,-5967,21243
-862,1337,-1440,-4209,-5669,22310
-666,1215,-1596,-2293,77,22638
-1188,1048,-1466,-3067,-6555,14359
-1768,1104,-1261,7897,-2973,24834
-1709,597,-1326,6326,13050,24762
-1982,399,-1133,7923,1650,13753
-1868,386,-1197,4898,877,16189
-1681,298,-1329,-71,3122,18447
-1182,-25,-1389,-1837,-355,14418
-541,-561,-1223,-4065,2277,19411
-263,-892,-1043,-496,3534,17460
-154,-589,-1172,3924,867,14738
570,-667,-1061,-3017,3700,15673
1634,-1045,-560,-5652,2191,20023
2069,-793,-560,-3311,1806,14717
2163,-309,-752,-2738,293,16139
2083,231,-952,-893,-2281,15012
2102,551,-921,-746,-143,15600
2418,660,-703,-5714,-894,20753
2443,666,-754,-2026,676,17656
2432,646,-737,-1888,-634,16065
2440,696,-713,-2305,-900,16614
2420,653,-792,-2331,-1121,16545
2435,666,-723,-2202,-204,18679
2664,771,-574,-4528,-1535,16144
2428,1202,-669,-5304,-1837,17099
1346,1651,-1033,1221,121,14843
178,2396,-1047,3341,-7486,15824
-238,2466,-1052,1696,-4339,19336
-503,2296,-1174,596,-3176,14345
-617,1878,-1320,-827,206,17507
-1016,1589,-1360,-918,-2266,16810
-1485,1330,-1348,270,-1432,17693
-1654,957,-1305,2288,3852,13494
-1722,629,-1349,658,-2617,17177
-1682,328,-1262,5504,435,10042
-1632,350,-1319,1676,1947,14245
-1738,345,-1212,4934,1606,14833
-1548,392,-1378,664,1563,18489
-1628,542,-1382,2119,-115,17303
-1732,773,-1367,4155,1276,14397
-1434,1094,-1439,2886,3316,16768
-1186,1535,-1421,3383,452,18162
-913,1934,-1362,1792,-1684,16913
-668,2106,-1345,992,-2782,16885
-514,2229,-1253,1320,-2210,16804
-416,2313,-1181,2737,-2340,16056
-305,2328,-1125,2849,-2085,16002
8,2276,-1197,2407,-1900,16137
155,2198,-1232,2433,-2510,17128
459,2047,-1218,2052,-493,16942
805,1959,-1175,-453,-2448,16854
990,1816,-1163,1397,-2251,15287
1178,1692,-1136,822,-1479,17713
1275,1661,-1084,1001,-2151,17416
1327,1630,-1095,688,-2667,16425
1464,1529,-1076,727,-3139,16020
1566,1330,-1048,393,-3249,17023
1721,1168,-1042,-452,-1586,16160
1903,995,-932,291,-1639,16899
1913,830,-936,-171,-1771,16642
1946,693,-989,132,-1294,16505
1966,627,-1007,-335,-1291,16946
2027,478,-880,-1493,-1596,16525
1999,315,-910,-1484,-748,17697
1894,128,-916,-702,586,16273
1797,-35,-910,-838,-1185,16773
1673,-168,-940,-1214,-461,16672
1673,-168,-940,-828,288,16815
1601,-273,-909,-879,609,16134
1434,-396,-933,-387,127,14651
1337,-570,-804,-3331,2423,18872
1383,-827,-743,-2459,3498,18300
1477,-856,-702,-1143,2527,16465
1480,-843,-774,-1459,2220,16443
1450,-819,-716,-1549,2181,16686
1475,-835,-729,-1684,2084,16572
1546,-848,-691,-1230,2329,16853
1467,-831,-691,-778,1280,16579
1505,-823,-686,-1209,4267,18003
1552,-847,-774,-1620,898,15714
1428,-729,-902,-3376,2718,19077
1308,-777,-876,-3547,584,16854
844,-776,-973,-1810,1733,16074
360,-815,-1044,-516,1878,18138
12,-740,-1112,-895,1603,16233
-306,-599,-1143,-620,1158,17853
-492,-476,-1166,-1304,1135,18456
-621,-386,-1281,476,1919,16717
-833,-332,-1285,638,1902,18323
-1020,-117,-1320,1274,792,15757
-1311,117,-1308,808,237,15851
-1345,236,-1305,817,1062,16890
-1419,416,-1401,907,1093,17299
-1302,537,-1425,1046,879,16705
-1391,707,-1388,1076,740,16813
-1382,870,-1419,1916,1095,16762
-1332,933,-1387,1740,758,16703
-1329,1128,-1313,716,-4271,16189
-1251,1430,-1418,1159,302,16422
-1160,1709,-1343,2715,-3927,16632
-1078,1870,-1316,2024,-1271,17261
-882,2037,-1262,1493,-2030,22134
-886,1966,-1306,2529,-3615,16790
-923,2057,-1302,4264,-1418,13061
-1073,2088,-1249,3238,-679,15564
-1017,2060,-1210,3439,-1774,16759
-1003,2033,-1255,2906,-1853,16509
-994,2040,-1284,4438,-1271,15667
-973,2052,-1286,3528,-2801,16516
-941,2053,-1285,2530,-854,19566
-616,2252,-1213,815,-7062,16292
-279,3066,-499,711,-10942,9064
-50,3614,908,-2168,-11452,5085
299,3157,3010,1044,-5178,-11733
808,536,4514,-219,1127,-19016
917,-266,4453,-791,2656,-19766
409,-693,4202,5220,2426,-17372
-157,-758,4015,2192,1311,-17672
-103,-693,3965,3525,1211,-15513
-178,-717,3957,3004,1616,-15666
-216,-736,3912,3397,1718,-15751
-215,-733,4001,3490,1642,-15756
-238,-744,3942,3092,1263,-16042
-77,-778,4034,1821,2354,-14858
98,-879,4023,1564,2295,-15528
387,-1127,3953,3461,4052,-16282
785,-1291,3972,1282,4135,-14328
1195,-1345,4025,1060,4313,-17406
1565,-1157,4162,1046,3481,-15100
1737,-883,4341,1881,4669,-13928
2039,-779,4480,1959,3868,-17067
2444,-628,4477,1388,3301,-16328
2367,-313,4466,-204,1782,-14641
2522,-24,4528,-395,1109,-17116
2733,257,4492,-707,2453,-15999
2871,448,4463,-2248,1104,-17320
2913,647,4424,-1795,-291,-17210
2788,929,4462,-679,1150,-16155
2607,1144,4442,-98,403,-15308
2363,1286,4433,-27,-41,-16982
2092,1508,4426,1118,1273,-15823
1933,1626,4395,-36,-921,-16389
1880,1721,4328,-123,-1310,-15839
2079,1841,4235,646,-4010,-11284
2062,1869,4222,-543,-2641,-15026
1992,1861,4195,-815,-1553,-15800
2056,1876,4246,-1012,-1456,-16082
2062,1878,4208,-1033,-1412,-16051
2048,1835,4209,-1763,-1209,-15926
1957,1808,4218,-1423,-1499,-17879
1939,1822,4225,-650,-2689,-17571
1607,1971,4174,-13,-1973,-14375
1406,2165,4049,62,-2024,-15443
1159,2227,4028,1006,-3215,-15737
864,2146,3974,693,-2123,-16059
681,2143,4027,472,-2268,-15820
515,2110,3954,589,-1533,-14973
374,2045,3943,183,-2231,-16798
170,2010,3990,1396,-2518,-16044
-125,1954,3810,971,-2094,-16030
-380,1874,3826,486,-2479,-16261
-590,1754,3818,1247,-1916,-14851
-695,1530,3813,1516,-3008,-17697
-899,1413,3742,2347,-2572,-15200
-949,1410,3720,1812,-3237,-14352
-944,929,3823,3366,-1366,-17086
-1012,546,3860,3847,1406,-15671
-879,555,3909,555,-1394,-15478
-907,396,3895,1816,-785,-16153
-720,-38,3990,2700,1868,-15473
-654,-76,4003,1234,-1108,-16889
-568,-323,3986,1712,2422,-14410
-587,-433,3874,4019,132,-19909
-691,-463,3831,3423,-55,-15811
-707,-441,3843,3762,1161,-15990
-690,-450,3804,3842,1187,-15689
-692,-432,3790,3711,978,-15642
-688,-442,3798,3879,1146,-15737
-663,-427,3827,3897,927,-15354
-642,-450,3880,2894,1773,-17145
-617,-492,3809,4806,2194,-14919
-540,-602,3821,2365,-315,-17331
-194,-795,3934,2926,3025,-16010
145,-1076,3893,1881,4717,-14715
620,-1136,4068,2531,3237,-14871
977,-1084,4163,2265,3460,-16083
1283,-974,4251,2015,3308,-14698
1415,-1041,4214,2260,4271,-15969
1707,-973,4319,2017,4457,-14742
2015,-762,4392,888,2067,-15058
2396,-619,4450,-151,1802,-16828
2638,-398,4466,-424,2411,-16659
2846,-136,4479,-1037,2667,-16013
2904,99,4479,-1512,965,-15240
2870,206,4537,-1669,609,-16658
2777,233,4522,37,2071,-13819
2805,518,4517,-725,2183,-12928
2937,532,4500,-1892,1677,-17214
2935,524,4469,-807,2115,-15360
3041,505,4477,-1207,1864,-15547
3046,509,4462,-2260,1177,-16902
2948,470,4507,-645,1445,-17702
3087,210,4467,-2025,5490,-16394
3375,-716,4117,-5190,10239,-13089
3232,-1792,2991,-6535,8684,-8144
2279,-2306,1672,-2231,9269,-4084
1441,-2147,545,-1301,14618,-3847
1279,-2005,252,-187,16476,2629
1273,-1990,252,38,17510,2463
1221,-1955,228,-198,16836,1181
1264,-2000,265,-911,15370,3065
1313,-1992,278,-1840,15472,737
1313,-1992,278,95,15642,3817
1205,-1944,197,-242,16231,2539
1344,-1981,316,-365,17018,3389
1263,-1961,295,-2228,15088,2598
1329,-1981,306,-311,17814,1604
1546,-2023,444,1277,17814,2205
1776,-2069,629,-1705,13922,2825
2039,-2023,699,-1008,15713,743
2140,-2123,881,-1083,15866,1814
2264,-2090,996,-532,16620,331
2569,-2049,1289,-2442,15544,2715
2651,-2145,1731,-1239,17048,2396
2844,-2106,2104,-2338,16135,585
2876,-2092,2226,-1226,17457,-461
2961,-2104,2436,-2993,15180,-3079
3163,-1973,2623,-3649,15220,382
3202,-1955,2689,-3567,16003,-663
3206,-1923,2676,-3284,15984,-275
3193,-1912,2730,-3047,15277,-955
3114,-1928,2761,-4109,15837,946
3079,-1955,2757,-2568,14145,-1815
2946,-1983,2856,-1535,16705,-2300
2797,-1953,3146,-1409,15471,-2433
2432,-2039,3294,-1955,16343,-3674
2002,-2107,3329,-2137,15739,-1241
1495,-2088,3290,-1620,15729,-878
1018,-2107,3214,-923,15535,-1591
746,-2148,3020,-375,16577,420
348,-2168,2826,-571,16946,-535
49,-2219,2379,-461,16789,-347
-189,-2213,2072,-546,15684,-137
-459,-2188,1756,-67,16491,269
-545,-2192,1649,193,16677,1722
-530,-2202,1387,1046,16386,-369
-451,-2182,1158,371,16588,-3254
-565,-2185,1030,478,16234,-38
-584,-2101,840,2167,15946,43
-415,-2124,700,1158,17205,370
-326,-2132,602,1456,17079,1313
-188,-2107,480,1175,16720,1916
-129,-2072,449,2180,16181,620
-196,-2086,437,2233,16004,1639
-446,-2075,572,1842,16312,-2
-757,-1990,609,2386,16314,1237
-830,-2039,707,1830,15734,924
-804,-2034,831,2131,16352,553
-860,-2057,881,2116,16442,462
-901,-2024,945,2269,16964,765
-978,-2003,1089,2024,16124,305
-988,-2006,1275,1867,16385,437
-993,-2023,1436,2490,16649,-821
-968,-2009,1638,1996,16747,188
-851,-2035,1826,1301,15707,-646
-821,-2006,2002,1689,16091,-387
-716,-2018,2156,1682,16136,-805
-615,-2022,2413,2006,16562,-1597
-366,-2001,2673,1559,16306,-925
-138,-1966,2920,2129,16647,-631
58,-1956,2927,2757,16721,-1773
175,-2096,2864,2382,15515,-174
405,-2118,2958,3098,16138,243
581,-2131,3007,1747,15608,1089
854,-2193,3008,2588,15686,-262
1164,-2209,3074,1436,16195,-1372
1427,-2201,3032,1784,15928,-600
1780,-2306,2879,2080,16647,-1544
1974,-2298,2797,1795,17061,-51
2083,-2327,2718,1351,16322,-765
2181,-2323,2513,1745,16243,-309
2250,-2336,2334,1699,16358,343
2259,-2321,2205,1197,17304,805
2189,-2354,1940,875,16590,327
2172,-2306,1603,464,15985,519
2270,-2286,1516,1183,17181,-983
2280,-2260,1422,240,18015,3146
2021,-2235,983,-591,14922,-992
1684,-2183,710,19,16973,2495
1623,-2129,614,-82,16135,2133
1492,-2079,486,186,17399,2082
1195,-2018,326,-819,17049,4124
751,-2029,172,-4,15927,2145
343,-1999,116,560,16523,3602
-87,-1961,124,2062,16099,2195
-332,-1939,112,2018,16210,2659
-570,-1859,175,3087,17110,2575
-844,-1865,303,1539,16393,3728
-1061,-1836,431,2662,16019,3066
-1147,-1815,462,1921,15963,3431
-1149,-1880,764,3423,14843,1458
-947,-2017,944,1516,19535,3471
-888,-2011,945,1521,17642,612
-815,-2089,1244,2621,16161,-2199
-863,-2078,1388,1993,16684,-2274
-896,-2111,1366,2009,16253,-223
-847,-2073,1325,2066,16495,-955
-870,-2124,1393,1784,16474,-787
-855,-2103,1374,1734,16541,-907
-860,-2078,1343,1772,18439,1571
-710,-2116,1742,950,17162,-5313
-564,-2050,2302,2262,15172,-3940
-321,-1726,3154,-4886,8543,-14093
466,-742,4198,-1319,4970,-17722
499,125,4433,-3472,1294,-14819
393,941,4383,-2860,-7444,-14479
221,1901,3953,-3105,-7161,-9377
228,2441,3637,-4190,-13937,-12916
42,2856,3086,-3509,-15328,-12047
-774,3328,1661,2354,-8621,4361
-713,3411,1471,-1878,-14905,-3256
-399,3484,1656,-6035,-22819,-1842
-491,3490,1674,-3433,-13355,-1583
-951,3364,1468,1428,-16228,1708
-1098,3277,1403,-138,-14910,1370
-1209,3278,1386,889,-16604,1267
-1349,3188,1460,3525,-14548,-432
-1305,3210,1517,2022,-15947,-297
-1281,3279,1375,2307,-16079,3765
-1282,3224,1556,2510,-18114,-2551
-1169,3246,1710,2504,-17752,-1329
-1028,3216,1887,1579,-16564,-712
-822,3199,2138,1822,-16102,-1631
-668,3212,2282,1304,-16198,-1507
-480,3206,2398,1403,-16103,-1977
-348,3208,2525,749,-16502,-1936
-259,3165,2600,741,-16817,-1355
-184,3186,2565,693,-16109,-1178
-64,3217,2582,757,-16420,-851
49,3214,2639,621,-15723,-444
182,3232,2662,449,-16296,-1129
375,3208,2746,751,-16955,-1364
526,3209,2789,395,-16535,-1272
571,3175,2822,768,-16482,-1030
640,3201,2855,673,-16578,-1344
779,3151,2917,638,-16999,-2115
866,3128,2931,834,-16398,-1809
997,3169,2891,738,-16054,-1657
1129,3176,2895,427,-16009,-1879
1314,3155,3005,139,-15817,-2030
1534,3103,3031,-298,-16819,-2395
1763,3116,2959,-648,-16403,-1796
1984,3115,2866,-723,-16178,-1756
2062,3108,2745,-341,-15755,-1957
2131,3103,2780,-367,-16212,-2225
2181,3159,2545,-1252,-16626,-1171
2181,3159,2545,-1204,-16807,-1001
2225,3188,2272,-1716,-16730,-886
2312,3242,2028,-1328,-16363,216
2355,3204,1942,-1168,-17135,-1167
2407,3180,1781,-70,-15644,476
2355,3213,1659,-1085,-16420,516
2313,3193,1542,-1487,-17193,582
2316,3177,1337,-1473,-16529,-66
2150,3227,1175,-1036,-16100,-640
1985,3254,996,-1208,-16828,-126
1971,3242,975,-800,-17145,-411
1787,3254,777,-1095,-16912,422
1590,3276,533,-475,-16702,825
1360,3284,336,-237,-17401,705
1065,3267,290,262,-15894,768
776,3308,205,-141,-15826,413
512,3287,114,181,-17633,99
368,3316,155,-644,-17008,158
192,3319,162,-677,-16895,708
-116,3323,39,-533,-16373,980
-413,3282,5,696,-16168,1060
-608,3286,3,967,-15530,223
-733,3302,236,240,-16997,834
-898,3347,426,-9,-16758,1486
-1066,3268,502,610,-15729,128
-1149,3300,532,905,-15293,1082
-1160,3303,702,1202,-16626,-570
-1254,3269,988,369,-17264,411
-1251,3260,1205,1327,-16356,-59
-1262,3233,1426,2628,-15950,-2150
-1201,3196,1542,569,-16836,-1030
-1219,3220,1503,2982,-16034,-321
-1385,3157,1444,1031,-17290,-455
-1275,3221,1547,2763,-15635,-254
-1353,3199,1487,2200,-16283,-490
-1379,3183,1512,1849,-16699,-415
-1300,3215,1464,2012,-16273,-431
-1319,3220,1459,2156,-16293,-361
-1295,3234,1466,1929,-16132,-560
-1316,3182,1438,1061,-20389,-8372
-1354,3238,1221,2878,-15925,3449
-1566,3153,391,3005,-11133,9163
-1685,2867,-118,3496,-12314,13253
-1802,2621,-472,3431,-10963,13627
-1786,2477,-602,4216,-10411,12407
-1898,2287,-619,4256,-12769,12913
-1849,2441,-560,3296,-10700,11154
-1834,2548,-402,4839,-12106,9842
-2103,2488,-305,6336,-14143,9605
-2366,2166,-260,7803,-9542,8104
-2655,1693,-320,8924,-9783,9321
-2727,1509,-235,12745,-9723,6664
-2841,1327,-85,10437,-8437,9661
-2860,1189,-81,11938,-8113,8362
-2893,967,-78,12190,-6079,8989
-2949,638,141,12866,-3768,4986
-2991,409,740,14118,-4928,4856
-2879,191,1048,15066,-1495,2109
-2749,-166,1304,18156,-604,452
-2699,-520,1218,18216,-956,-766
-2688,-386,1307,17435,-2061,-1426
-2608,-442,1332,15467,357,-2646
-2612,-613,1263,15937,-1346,636
-2503,-743,1024,15678,1807,-7384
-2466,-774,820,18087,4455,9550
-2396,-895,842,14566,-11,2378
-2126,-1208,938,14108,8307,7026
-1555,-1650,699,14927,6718,1815
-1541,-1630,534,14489,5120,5102
-1765,-1464,516,14937,5220,4557
-1819,-1378,454,15363,5793,4113
-1916,-1277,315,15117,3821,2105
-1893,-1170,172,15758,5094,4207
-2028,-1012,31,16219,4623,2877
-2187,-794,-74,15284,2585,2376
-2313,-499,-271,15899,4674,1730
-2368,-347,-384,15163,2706,2323
-2434,-142,-526,15702,2200,3187
-2633,163,-461,16360,1836,2361
-2612,470,-448,16503,826,1965
-2677,712,-449,15734,783,2338
-2782,969,-437,15967,423,2238
-2806,1227,-371,16742,549,1915
-2808,1431,-270,16359,378,1332
-2852,1560,-86,16928,-425,1704
-2861,1570,83,16782,303,867
-2849,1645,273,16828,236,971
-2918,1625,376,16420,880,953
-2864,1694,583,16053,826,1518
-2892,1699,753,15969,745,669
-2836,1727,942,16756,491,126
-2820,1745,1043,16544,40,746
-2798,1762,1302,16270,536,1111
-2725,1716,1542,15125,-653,-716
-2633,1655,1741,16076,1516,-322
-2606,1612,1847,19128,-564,1025
-2570,1616,1807,17339,559,-3678
-2640,1638,1729,15437,-1669,1794
-2616,1701,1831,16484,-557,-731
-2572,1681,1884,16174,-28,-72
-2534,1763,1921,16693,-3088,-1234
-2582,1736,1799,14627,-3916,858
-2620,1712,1711,16359,-1316,-261
-2626,1741,1791,16891,249,-72
-2545,1766,1888,16972,-2011,-3026
-2518,1620,1959,16198,-875,-1855
-2413,1571,2208,15611,439,-2101
-2297,1446,2454,16624,-330,-2391
-2332,1333,2452,15766,159,-1334
-2363,1251,2414,16493,645,-1408
-2393,1099,2436,16880,-320,-891
-2413,962,2407,15847,-86,-1658
-2425,793,2394,16318,33,95
-2518,630,2273,16469,385,-6
-2542,435,2209,16122,-237,773
-2601,250,2073,16603,-392,39
-2636,47,1957,16391,261,867
-2589,-129,1869,16590,43,-142
-2417,-366,2081,16348,294,-1176
-2290,-515,2114,16811,1284,-953
-2357,-649,1883,15634,1404,-205
-2368,-667,1755,16053,894,-778
-2364,-779,1685,16881,605,-1490
-2402,-794,1566,16415,376,50
-2478,-776,1290,16025,1272,-350
-2538,-710,1041,16050,679,-274
-2550,-713,885,16617,799,-793
-2620,-640,729,16447,388,-626
-2716,-419,666,16028,1086,-1685
-2674,-435,449,16454,838,-704
-2689,-462,301,16297,796,-395
-2668,-464,247,16927,828,-701
-2735,-369,233,15420,1337,212
-2690,-261,-30,16325,1670,994
-2610,-177,-94,16343,3416,1018
-2705,-19,-233,17249,2620,1007
-2763,203,-220,16697,1905,810
-2752,309,-203,16175,1981,788
-2835,450,-185,16591,2065,325
-2902,653,-42,16125,2526,-354
-2921,829,67,14858,-2672,-2289
-3012,816,193,15245,-1391,-2678
-2959,630,328,16509,-861,-6558
-2929,291,273,14807,1154,-1583
-2722,-253,263,14648,5859,-2501
-2722,-253,263,14177,12107,-7733
-2314,-958,583,11429,11648,-5286
-1614,-1605,1049,11305,5654,4454
-1135,-1893,1216,5837,13768,-5057
-845,-2050,1152,3360,17428,-1028
198,-2348,1217,1007,17379,-1590
1021,-2299,771,-3617,14716,2464
1738,-2044,543,-5959,15428,1567
2467,-1682,401,-7990,7289,4253
3095,-1602,905,-12676,8264,-1719
3667,-964,906,-17249,7012,794
4016,-28,749,-16401,2553,-638
3886,852,576,-17793,496,4272
4004,990,787,-16893,-886,1580
4062,855,782,-16623,-189,1292
4005,675,760,-15561,-597,758
4052,476,691,-16276,167,924
4025,443,743,-15862,-1464,2273
4050,310,771,-15749,-1758,2098
3999,159,727,-16136,-1641,2997
3936,-28,715,-15549,-752,2921
3963,-205,818,-15759,-944,3057
4009,-351,906,-16368,-184,4172
4043,-451,1033,-15790,61,2929
4032,-574,1150,-16279,-299,1771
4143,-573,1349,-16203,-674,2795
4194,-530,1480,-15265,-945,2524
4258,-528,1605,-16707,-1275,4662
4300,-547,1719,-15664,-1466,3256
4373,-486,1841,-14679,61,4898
4427,-419,1972,-14735,-659,4224
4331,-543,2040,-22967,-1479,5929
4379,-661,2161,-14205,-1170,2022
4322,-709,2062,-16108,1089,3189
4319,-796,2118,-15919,1377,3296
4306,-845,2190,-15792,1538,2678
4270,-830,2217,-16126,1330,2654
4242,-870,2233,-15846,1593,2903
4252,-837,2195,-15409,1387,3830
4272,-909,2197,-16446,-530,3594
4362,-843,2300,-15858,2669,3358
4397,-726,2511,-16781,1212,-759
4400,-576,2961,-16505,1575,35
4329,-564,3262,-15460,1196,110
4272,-492,3402,-15672,2871,-2401
4270,-332,3646,-16366,815,-2179
4220,-198,3707,-15539,2890,-3603
4193,-30,3739,-15737,2156,-3044
4180,122,3838,-16067,2230,-4017
4105,340,3798,-15849,1354,-2653
4081,533,3832,-15304,2136,-4021
4048,610,3931,-16076,1384,-4028
4065,768,3857,-15332,1380,-5221
4015,928,3890,-15482,1120,-4242
3963,1014,3833,-14898,1659,-5824
3902,1148,3883,-15217,1063,-6247
3846,1241,3845,-14167,1052,-7895
3841,1296,3790,-15286,1193,-9659
3867,1237,3836,-13013,924,-6766
3891,1151,3841,-12755,893,-7674
3801,1345,3788,-11492,4196,-7802
3737,1631,3677,-13719,-1090,-10857
3769,1730,3500,-12616,-142,-7083
3684,1814,3541,-13327,-1693,-9307
3502,1936,3530,-11922,-2069,-9771
3397,1995,3567,-11117,-1344,-11942
3440,2107,3286,-13679,-2595,-8931
3595,2232,2849,-15553,-3505,-4888
3815,2086,2815,-13978,-4074,-4750
3842,2132,2547,-14188,-2927,-2712
3870,2078,2247,-16046,-1609,-477
3945,1973,1982,-16566,-1830,24
3914,2073,1806,-16485,-565,-1002
3956,1945,1513,-16467,-3501,549
3697,2099,1305,-16065,-1533,1523
3728,1822,950,-14559,-4212,886
3657,1706,767,-16065,-1551,1683
3683,1429,586,-16186,-2088,1639
3791,1153,573,-15976,-1260,2946
3715,1064,480,-17043,-2196,2176
3715,998,465,-16180,-2101,1676
3763,854,523,-14275,-1527,2880
3820,548,512,-16071,-1404,2013
3887,376,600,-15808,-1315,3319
4003,205,741,-16538,-2685,1238
4022,106,832,-15941,-651,2441
4080,54,881,-15887,-2365,2285
4159,-14,1013,-16362,-2623,1986
4208,-84,1118,-15943,-1605,2946
4234,-112,1253,-15768,-2066,2035
4321,-207,1413,-15871,-2106,1745
4302,-275,1546,-15344,-1980,1838
4309,-347,1659,-13990,601,-218
4311,-546,1835,-16904,-2505,3627
4356,-644,2103,-16052,-89,2156
4380,-614,2162,-13794,2003,1569
4364,-680,2163,-17614,-726,2649
