raw_mag_x,raw_mag_y,raw_mag_z,raw_acc_x,raw_acc_y,raw_acc_z
371,-1782,-306,2606,8024,14577
547,-1498,-188,2385,4756,15150
455,-1504,-632,-559,4548,14907
626,-1471,-724,-588,4760,17090
540,-1393,-784,268,5087,16275
281,-1313,-865,2358,4935,14533
96,-1058,-1064,1169,1465,15889
-107,-737,-1224,3069,1036,16721
-292,-228,-1487,3128,-2940,15990
-524,575,-1707,699,-8485,15939
-763,1192,-1671,3294,-8213,13242
-884,1775,-1498,2028,-13680,8340
-668,2479,-848,691,-15135,10452
-666,2879,-795,3136,-16087,5288
-1177,3184,-224,3600,-13765,1946
-1362,3326,498,3865,-14912,-2694
-1350,3315,1294,2505,-12934,-7627
-1116,3115,2092,3863,-13234,-11132
-1007,2987,2386,605,-12162,-11312
-927,2902,2625,2087,-11164,-12468
-1009,3041,2260,960,-14763,-12787
-1387,3263,1349,395,-16224,-7002
-2069,2876,229,3093,-15051,-1853
-2570,1804,-696,6853,-9064,3454
-1958,751,-675,11152,-3775,14466
-1804,-560,-920,8694,753,14966
-1030,-1472,-401,7906,7313,16171
-432,-1971,260,5402,11433,13687
-432,-1971,260,3192,12506,13448
-148,-2198,726,5129,14448,6772
-106,-2320,1462,6846,14157,899
119,-2281,2183,4880,15751,-2
201,-1839,3005,5982,15158,-6809
344,-1273,3704,5480,10944,-6255
238,-413,4120,4660,5108,-14416
1147,216,4440,526,4017,-19618
1867,914,4504,2061,-891,-16498
2302,1623,4684,1336,-4577,-15468
2019,2152,3957,701,-12225,-9736
2028,2772,3372,-317,-15443,-6231
2035,3117,2704,-575,-15248,-1806
1985,3297,2001,-1746,-16312,3477
2065,3342,1536,-820,-15517,6501
1921,3285,992,-2121,-12859,9052
1722,3238,586,-3422,-11447,13948
1448,3122,229,-86,-10100,14128
762,3127,-221,2130,-7836,14064
-88,2911,-717,3318,-1965,15958
-946,2398,-1177,3925,-610,16871
-1331,1824,-974,8510,5405,15046
-2124,921,-1250,5817,7945,15452
-2109,93,-1062,3794,10691,12900
-1799,-661,-723,4754,13659,12081
-1573,-1293,-391,1892,12822,12359
-1309,-1563,79,2801,14096,10259
-1301,-1682,362,4046,14028,9046
-1289,-1760,593,5157,14012,8523
-1240,-1796,981,5396,12002,8727
-972,-1953,1288,8338,12368,1717
-433,-2171,1822,6092,15843,1061
165,-2227,2143,10154,14976,-752
821,-2172,2572,5276,15560,-2054
1019,-2271,2362,4750,15476,-3933
1565,-2295,2524,2453,16125,-6699
2167,-2175,2545,-2397,15612,-4452
2797,-1998,2185,-5010,14595,-5917
3099,-1833,1835,-7510,15206,-5666
3477,-1447,1448,-8823,13774,-2069
3803,-1121,1442,-9832,14313,-4955
4015,-762,1634,-13078,9032,-1013
4132,-554,1586,-11314,12276,-4022
4207,-509,1707,-11602,11256,-2334
3974,-850,1407,-9258,12293,-3151
3964,-981,1679,-11272,10990,3301
3804,-1027,1353,-10105,10777,1492
4020,-749,1545,-11167,10809,-1056
4180,-690,1869,-12711,9901,-1723
4038,-900,1775,-13002,8695,-5571
3992,-974,1648,-13511,7237,-5478
4032,-767,1473,-15817,4488,-3997
4179,-655,1617,-14225,2465,-5042
4278,-519,1718,-15643,-408,-2737
4311,-490,1932,-14934,-1008,-4844
4329,-491,2316,-15804,-884,-3498
4280,-349,2796,-14241,-3575,-4669
4605,50,3347,-16474,-3406,-1438
4299,188,3192,-14566,-2382,-3904
4156,570,3429,-14139,-3692,-6504
3600,917,3918,-18612,-3347,-580
3616,1231,3811,-14533,-5835,-7175
3638,1684,3458,-15455,-5778,-3145
3538,2150,3068,-14061,-7608,374
3377,2462,2547,-13218,-5481,1390
3168,2700,2017,-13211,-6624,2914
3043,2791,1561,-12849,-7722,3129
2895,2758,1156,-19319,-7318,9208
2537,2928,952,-12178,-7280,5205
2652,3068,908,-13733,-6755,9127
2122,2862,198,-11286,-6006,8774
1839,2886,117,-11986,-5746,7635
2086,2728,5,-12892,-7164,9069
1976,2752,-44,-13244,-6158,7496
2160,2509,-177,-10781,-7783,8454
2078,2427,-293,-12848,-3447,7932
2090,2119,-554,-13452,-3805,9064
2369,1798,-599,-14678,-1754,10055
2513,1370,-669,-14903,-3253,7524
2638,857,-672,-13073,-635,5978
2590,486,-665,-16586,-140,6788
3524,253,300,-13323,1998,6117
3749,-314,637,-18137,2460,4314
3788,-354,702,-16855,1960,2374
3771,-512,709,-16308,1185,2261
3799,-603,810,-15202,-348,1410
3874,-697,1080,-16365,1122,1144
4119,-614,1376,-17229,1897,1625
4265,-449,1684,-16222,-1318,-1123
4385,-415,1995,-15533,-450,-2716
4473,-356,2452,-15976,-2428,-1663
4400,-295,2673,-16257,-2147,-3346
4333,-281,2938,-14569,-2160,-2586
4571,-148,3242,-16512,-1470,-1804
4244,-121,3214,-15936,-1587,-1703
4257,54,3287,-16041,-2333,-2627
4239,209,3320,-15995,-2949,-900
4247,334,3306,-15996,-3436,-863
4202,391,3373,-15139,-1300,-496
4221,414,3342,-17316,-4480,-2863
4268,474,3279,-15175,-1300,-1084
4297,501,3265,-16358,-3330,-30
4230,531,3224,-15835,-3140,-1531
4292,542,3230,-15823,-2720,-483
4591,672,3627,-14946,-1646,-961
4291,532,3202,-15830,-3005,199
4350,610,3147,-15720,-2515,640
4369,564,3195,-15777,-2570,144
4331,602,3179,-16693,-3205,599
4343,622,3138,-15395,-2525,-499
4334,615,3141,-17616,-4699,1023
4402,710,3009,-16048,-3713,1394
4357,897,2815,-15177,-3968,4150
4397,1026,2501,-14891,-1134,1507
4408,819,2469,-16447,-1873,4432
4419,839,2261,-14658,751,5593
4638,1032,2277,-14794,514,7026
4382,884,1644,-14071,2035,8181
4247,871,1366,-12874,2880,7910
4107,914,1086,-12861,4058,8638
3926,945,711,-13101,3579,9308
3791,1052,595,-12366,4057,10074
3638,1221,410,-13067,3563,11442
3443,1358,212,-11917,2198,12224
3198,1433,-5,-11189,1849,11074
2775,1498,-427,-9289,2727,12611
2036,1354,-930,-8122,1129,14516
1341,1116,-1290,-6487,2694,15756
1123,950,-1116,-5130,3826,14050
313,457,-1606,-2141,7158,11418
208,178,-1559,-1667,8515,14339
347,0,-1535,-1990,9807,17135
323,-105,-1535,-1174,11543,14107
478,-381,-1285,-1095,9491,11409
659,-620,-1208,-2810,12879,10122
1072,-833,-931,-4887,11556,9344
1704,-1022,-583,-8869,14212,8302
2198,-816,-473,-8370,12606,7306
2546,-545,-416,-11075,12137,8383
2821,176,-403,-10298,7383,5758
3474,347,295,-11842,6981,4800
3526,101,203,-14277,9139,6149
3575,433,255,-16806,8436,5524
3678,863,344,-15322,3826,2042
3790,1111,628,-10486,-1861,-3016
4082,1202,1145,-12388,-1056,636
4062,1333,1417,-12111,-1152,-4392
4210,1079,1557,-15810,-3308,-6908
4210,1079,1557,-16475,-6518,-6001
4286,997,1746,-15045,-2510,-4731
4183,1176,1616,-14419,-3566,-4899
4191,1294,1699,-15208,-5710,-4719
4263,1094,1744,-15079,-7247,-4802
4544,1135,2134,-13301,-3990,-5407
4319,1022,1857,-14001,-4846,-7513
4411,781,2045,-14021,-4160,-8134
4513,546,2264,-13798,-4488,-7799
4461,302,2444,-16009,-4817,-6773
4494,196,2497,-11777,-4452,-6184
4468,365,2607,-16744,-3622,-6414
4440,38,2748,-15825,-3722,-4693
4466,-123,2667,-15826,-4604,-2205
4434,-4,2842,-14013,-4771,-4894
4553,111,2967,-13086,-4334,-5992
4391,160,3162,-14622,-4690,-5305
4516,377,3855,-12711,-7220,-7337
4035,556,3795,-13562,-9070,-6741
3624,942,3932,-11303,-10020,-9832
3340,1353,4003,-10651,-10654,-7790
3038,1737,3926,-7351,-12613,-6431
2804,2144,3758,-7488,-14013,-4562
2794,2211,3645,-9199,-13854,-6330
2908,2155,3624,-9019,-12852,-5440
2918,2218,3477,-9079,-14171,-3552
3005,2331,3287,-8727,-12862,-1645
2972,2535,2961,-9919,-11856,4325
2869,2814,2325,-9250,-11848,7419
3171,3002,1998,-9107,-8442,8557
2768,2758,988,-9041,-9174,10673
2673,2604,535,-8312,-6387,13763
2528,2449,51,-6470,-4619,15059
2151,2327,-318,-6163,-3529,17512
1748,2271,-643,-4256,-2028,14120
1177,2152,-1023,-4661,-957,15639
1094,1919,-1171,-3635,-1463,17438
480,1800,-1377,1526,-2122,14144
-322,1891,-1422,142,2595,16688
-279,1206,-1582,-1105,5851,16830
-276,853,-1583,-122,5113,15267
-24,1063,-1291,-1540,3004,18628
-115,965,-1593,-2766,2728,17878
-269,1273,-1568,139,1746,16924
-402,1558,-1517,-1031,688,16795
-374,1886,-1449,1151,-3205,15327
-581,2241,-1215,-548,-2254,17387
-587,2453,-1082,-982,-6004,17109
-373,2987,-584,-2104,-9182,12286
185,3591,760,-4098,-14510,2916
1078,3403,2267,-5803,-13756,-3334
1842,2821,3302,-8627,-11428,-6951
2441,1905,4065,-10606,-8830,-9785
3317,1130,4599,-12708,-5431,-10672
3487,200,4138,-13536,-2278,-11446
3796,-239,3893,-14826,-2009,-8340
3898,-129,3728,-14487,-4124,-5406
4078,656,3615,-14626,-4300,-194
4011,1422,3173,-14893,-6017,2623
3950,1861,2423,-14252,-6996,7097
3837,2042,1768,-13961,-5143,8502
3631,2063,1113,-11818,-3379,10716
3179,2037,369,-10077,-2492,12753
2818,1941,-185,-8687,-561,14340
2817,2081,-90,-8318,-580,14149
2352,1849,-550,-8115,-153,15229
2224,1856,-635,-7471,-239,14562
2164,1815,-745,-6719,-140,15248
2002,1869,-782,-6530,480,15153
1991,1855,-727,-7468,-2100,15228
1951,1900,-737,-6028,-940,14687
1927,1870,-813,-7883,-613,15034
2133,2003,-631,-8382,-2508,14146
2299,1838,-576,-9940,751,14042
2651,1561,-402,-12548,2212,11397
2752,1570,-366,-11578,480,12143
2994,1785,75,-10595,688,11610
2697,1614,-336,-10678,1252,11684
2683,1615,-369,-11629,590,11883
2649,1606,-449,-10987,2018,12775
2628,1631,-375,-11312,509,12595
2639,1645,-421,-10104,265,12149
2685,1657,-389,-12223,418,11882
2742,1615,-325,-12631,1140,10494
2951,1501,-157,-12542,1270,10258
3049,1267,-195,-11665,4290,8676
3194,1104,-131,-14800,3349,10997
3202,970,-127,-13040,6410,8499
3488,964,204,-12658,4398,9189
3128,561,-338,-12422,5719,8775
2999,135,-345,-10523,8108,6390
3012,-277,-268,-12472,7365,5690
2899,-768,-139,-10242,13877,4004
2862,-1090,195,-10814,12075,4899
2615,-1455,266,-8453,14747,255
2604,-1625,499,-9219,11884,1405
2587,-1877,893,-8539,14749,-1443
2811,-1973,1392,-9023,13731,-3342
2743,-2041,1652,-11113,12869,-4998
2792,-2022,2017,-9522,12064,-6774
2899,-1938,2813,-8966,9153,-9296
2404,-1934,3119,-7450,7017,-12428
2309,-1466,3751,-6496,5169,-15137
2075,-882,4191,-5033,1198,-17368
1755,-316,4418,-4122,-1690,-16262
1585,246,4574,-3935,-5561,-16053
1405,644,4559,-4522,-7366,-14573
1187,867,4500,-4548,-7811,-15066
1126,1091,4422,-3812,-7070,-13241
989,1425,4302,-3511,-10824,-8031
1260,2187,4047,-4267,-12727,-8253
1638,2770,3390,-4058,-13667,-3104
2116,3109,3473,-8188,-18393,-2957
2098,3070,2770,-8676,-11778,1377
2206,3174,2485,-8529,-13448,2385
2410,3165,2318,-10041,-12128,3846
2485,3110,2263,-10441,-12587,4498
2551,3102,2032,-10557,-11489,4071
2666,3033,2013,-11899,-11138,4875
2683,3007,1747,-11561,-9078,4511
2674,3024,1539,-11606,-10370,5369
2632,3007,1461,-12010,-9831,7098
2690,2972,1235,-12456,-8511,6770
2576,2959,1047,-11159,-8043,7569
2784,3129,1281,-11121,-9190,7570
2380,2974,731,-11934,-8917,8762
2094,2889,256,-10376,-7918,10668
2019,2787,-32,-9341,-5402,10982
1866,2553,-391,-8993,-3843,12468
1873,2368,-495,-8829,-3986,12266
1840,2189,-653,-9620,-2455,14392
1780,2064,-792,-8403,-2194,12376
1699,1926,-855,-9196,-2271,13617
1706,1472,-1041,-8413,1488,15499
1775,1023,-1150,-8314,3330,13886
1636,454,-1254,-7088,7904,12633
1925,-68,-806,-7657,9178,11696
1692,-896,-938,-7694,13611,9181
1801,-1606,-451,-7562,14215,8347
1954,-2185,186,-7613,14309,2055
1956,-2583,1097,-5890,16261,-2007
1983,-2655,1713,-4738,14281,-5633
2037,-2621,2343,-5332,11560,-9212
2057,-2401,2949,-4303,10283,-12303
1944,-2109,3460,-4112,7149,-13793
1891,-1582,4008,-3949,4270,-15490
1697,-1080,4218,-3030,1378,-17827
1193,-382,4384,-1816,-2781,-15519
1193,-382,4384,-1196,-7932,-13735
860,632,4618,2032,-6311,-14174
-32,902,4000,1349,-12014,-9435
-558,1560,3447,3609,-12922,-8660
-1085,1746,3086,5125,-14999,-7082
-1341,2062,2604,5728,-15355,-3850
-1549,2326,2058,6466,-14138,-4420
-1783,2372,1622,5707,-14775,-370
-1970,2537,1133,5399,-15449,3296
-1959,2583,970,6079,-16598,1922
-1946,2621,989,7233,-14480,-813
-1974,2718,916,4931,-15566,5923
-1914,2812,492,6135,-13486,5904
-1538,2956,556,1943,-15373,8592
-1430,2896,-104,2548,-13454,9984
-1417,2810,-455,879,-12144,13650
-1339,2671,-673,512,-9224,13782
-1162,2619,-819,-938,-8250,15266
-928,2532,-1012,-2611,-7541,15509
-504,2436,-1108,-4207,-7222,14274
-7,2395,-1160,-6475,-6992,15622
362,2392,-1175,-6276,-6288,14686
532,2325,-1139,-5716,-4710,16945
704,2238,-1147,-7000,-4811,11697
1018,2131,-938,-7137,-1849,15022
834,1374,-1491,-7281,4668,14271
1038,624,-1496,-9409,5823,12848
1378,124,-1321,-9143,8666,11727
1713,-527,-1080,-9196,10181,8767
1972,-1232,-620,-8567,12247,5128
2121,-1855,-12,-8869,13272,922
2263,-2269,679,-8258,13605,-3900
2422,-2449,1504,-8627,12499,-7609
2488,-2415,2493,-6912,10205,-12523
2199,-2075,3393,-4934,4931,-13019
1826,-1350,4049,-3014,151,-16137
1689,-601,4661,-1247,-2127,-16536
1063,-245,4338,-535,-4707,-13686
574,330,4285,1068,-7198,-13044
22,964,4050,1174,-10296,-12797
-356,1452,3755,2412,-11986,-10389
-720,1789,3384,3731,-14525,-7337
-976,2077,3136,3702,-16283,-9798
-885,2155,3122,4034,-13582,-8344
-950,2377,2948,3920,-14194,-7684
-1025,2500,2785,2732,-14405,-4617
-1019,2739,2524,2464,-16226,-3563
-969,2937,2283,1372,-17046,-1915
-664,3259,2229,1666,-19881,-939
-981,3248,1543,2700,-15635,3062
-1286,3199,1145,2854,-15747,6386
-1613,3047,441,4849,-8221,14017
-1909,2512,-485,5543,-6295,14477
-2094,1894,-956,6134,-3354,14989
-2058,1023,-1263,4225,4776,18221
-1797,383,-1369,2969,3710,15967
-1688,74,-1317,3577,5781,15397
-1610,-307,-1165,2401,8781,14423
-1458,-446,-1196,1948,7500,13996
-1018,-697,-1210,-1244,10088,15971
-326,-609,-842,-3764,8711,17127
-492,-821,-1237,-1563,8966,11756
-405,-925,-1139,-2888,8310,11711
-355,-1297,-839,465,16238,12699
-264,-1594,-626,-887,14701,10563
-90,-2093,197,-3535,13390,5635
214,-2370,1038,-4912,16435,4386
534,-2488,1571,-7368,13228,-2860
1247,-2452,2187,-6105,17007,-3233
1506,-2296,2841,-8693,14603,-6562
1535,-1723,3611,-7142,10856,-8568
1517,-1207,4040,-8356,8432,-9658
1808,-510,4703,-7866,7227,-12702
1624,-113,4459,-7116,4819,-13755
1623,485,4477,-8138,372,-16315
1448,1306,4284,-7882,-2263,-14569
1080,2171,3916,-7848,-4849,-11963
908,2865,3329,-6866,-9187,-8505
1042,3268,2582,-7250,-13022,-6246
1124,3489,1901,-8451,-14616,-4610
1269,3491,1471,-8564,-13380,-1768
1303,3500,1212,-8361,-12745,-3120
1356,3460,1018,-9082,-12705,-1481
1560,3383,912,-9315,-13521,-2411
1919,3432,1019,-10504,-10978,1021
1671,3242,441,-10632,-13541,-2876
1656,3234,473,-8908,-12216,-296
1478,3160,164,-6224,-15746,3514
1251,2978,-328,-8268,-14487,3743
955,2987,-361,-1889,-14377,3355
752,2872,-610,-5309,-15644,4062
996,2471,-951,-6343,-11369,7831
1676,1618,-1159,-7122,-8512,10563
1956,999,-1031,-8436,-8127,9778
2196,570,-990,-9054,-5466,12219
2386,187,-802,-10115,-3518,11725
2958,-61,-201,-10097,-3411,10954
2972,-473,-239,-12777,-1521,12751
3251,-773,136,-14691,170,10988
3392,-923,383,-13394,2273,12487
3365,-827,447,-12591,2613,10466
3486,-810,510,-13350,2099,9229
3578,-598,448,-11476,-1098,9532
3553,-659,517,-13744,-146,11083
3554,-813,596,-11281,2421,9289
3572,-1265,1067,-14778,1767,11336
3465,-1547,1310,-14558,5248,6969
3652,-1471,1630,-13885,6865,5337
4029,-1384,2498,-12712,8061,4796
3867,-1361,2640,-13254,8610,3281
3841,-1153,3205,-13517,10063,790
3752,-794,3642,-11995,11075,-2229
3602,-570,3843,-13003,9020,-5995
3530,-197,4003,-8100,10622,-7113
3288,142,4200,-10153,7302,-9862
3024,503,4368,-7499,7124,-14404
2724,1034,4329,-6712,4520,-16534
2536,1440,4204,-5376,1909,-12991
2529,1525,4179,-4590,-80,-14595
2657,1572,4152,-4790,1167,-15532
3133,1769,4380,-5774,46,-14229
3125,1645,3947,-7531,-1,-14017
3364,1670,3705,-9077,-2441,-13284
3533,1799,3337,-10327,-1098,-12799
3591,2001,3150,-10863,-3071,-11390
3530,2217,2823,-11354,-3820,-9902
3458,2360,2561,-12200,-4992,-9685
3450,2400,2408,-12525,-8906,-7128
3241,2625,2203,-11494,-6356,-8198
3028,2786,1801,-9547,-12113,-10517
2761,2935,1325,-8727,-12016,-7339
2922,3015,1137,-9889,-13655,-2469
2506,2638,311,-7367,-14053,716
2538,2307,-166,-7543,-13697,4345
2525,1850,-445,-8183,-12145,8175
2635,1448,-599,-7214,-11608,10078
2671,1050,-678,-7409,-7812,14209
2873,535,-527,-8572,-5843,13864
3058,-21,-372,-7115,-3148,11886
3394,-662,249,-7839,2721,11551
3615,-1145,984,-7530,11782,18868
2926,-1460,532,-6191,4282,15085
2867,-1762,928,-6299,11290,12757
3423,-1647,1974,-3198,15706,7882
3381,-1688,2553,-5150,16983,1269
3381,-1688,2553,-6944,14042,-4622
3485,-1128,3547,-6586,12444,-6703
3370,-663,3918,-4307,11783,-10136
3309,-606,4050,-4881,9733,-12193
3455,-349,4042,-5404,8546,-13023
3646,-315,3923,-4944,9089,-12896
3640,-619,3819,-3440,8715,-12593
3569,-707,3885,-4878,5387,-14377
3420,-571,3973,-4290,2617,-15133
3245,-358,4190,-4367,-1194,-14356
3171,-66,4310,-4727,-1844,-14729
3349,345,4655,-4935,-4084,-14606
3006,415,4246,-6210,-8074,-15286
3102,551,4265,-6265,-7617,-12343
2823,915,4343,-2263,-8630,-11871
2455,1505,4165,-5467,-15302,-11396
1961,2079,3956,-8777,-13114,-2206
1535,2943,3104,-7282,-14248,4346
755,3523,1827,6591,-8915,7331
-749,3378,134,-3946,-8897,18944
-809,2781,-826,3312,-3294,15611
-890,2556,-1033,-704,-5844,15782
-619,2335,-1213,-1585,-2700,17998
-200,2158,-1023,-3313,-3055,17666
-427,1839,-1453,-2220,-2555,16692
-480,1852,-1480,-2002,-4129,15309
-447,2018,-1385,-978,-5321,13192
-541,2163,-1384,-4053,-4617,19172
-99,2135,-1363,-4584,-6733,15789
-250,2496,-1058,-2320,-8724,13601
-387,2672,-1024,-3716,-8124,16731
-354,2750,-919,-3141,-12726,11528
-551,2904,-779,-1935,-10815,11858
-592,3034,-545,-979,-11233,13956
-647,3070,-458,-1422,-10990,13460
-316,3161,-94,1143,-11116,12092
-765,2950,-406,950,-10918,12295
-652,3006,-397,1429,-10976,11806
-679,2977,-459,308,-10999,13410
-518,2932,-572,-969,-10984,15968
-428,2919,-647,-1923,-7119,14415
-262,2905,-676,-1964,-6516,16725
7,2616,-933,-2189,-4409,16214
-48,2641,-958,971,-4771,15206
-564,2534,-1067,1214,-4228,19044
-681,2217,-1273,5316,-1272,17592
-1161,2221,-1219,4724,-2016,16512
-947,2153,-938,6888,1070,18103
-1459,1729,-1375,7956,1123,16312
-1713,1592,-1339,9260,1895,14035
-2325,1392,-1042,13349,2457,7771
-2818,1299,-500,14606,3417,4492
-3011,1393,23,15108,2502,600
-3039,1542,537,14838,1467,556
-2852,1599,1225,14449,1265,-8155
-2609,1578,1812,13824,1328,-10541
-2508,1522,2121,14300,2477,-10522
-2546,1457,1997,15221,1214,-8582
-2800,1434,1613,14892,2385,-3188
-2619,1564,1618,15712,2539,-1398
-3039,1449,782,15073,1780,985
-3029,1529,540,15335,1199,2010
-3005,1629,150,13384,-340,7229
-2846,1805,-312,11774,-906,10840
-2604,1876,-678,9077,-1679,16298
-2288,1894,-876,10324,-737,16865
-2341,1717,-973,11234,198,17974
-2602,1600,-606,12992,448,8785
-2940,1512,-125,13525,387,6975
-3047,1546,418,14295,1811,4045
-3018,1606,791,15320,1311,328
-2558,1878,1498,15344,1166,-1733
-2710,1788,1551,15522,-202,-3763
-2685,1786,1530,15226,901,-1929
-2796,1695,1414,16215,1931,-2425
-2957,1526,1143,17378,3174,5578
-2994,1545,804,15175,-142,9266
-3038,1711,473,13148,-4624,11051
-2947,1842,384,11790,-8009,10526
-2837,1963,581,12950,-11702,7038
-2891,1817,696,11746,-10862,5177
-2898,1623,974,11740,-10421,4084
-2965,1261,1070,13828,-8700,-649
-2702,1076,1569,13710,-5744,-98
-2919,924,1510,13652,-4880,1413
-2486,1240,2192,7150,-10190,-5204
-1453,1731,3056,4451,-11743,-9257
-368,2129,3509,-837,-15985,-10975
672,2313,3792,-3475,-14210,-9431
1253,2450,3637,-5582,-14788,-6184
1656,2436,3642,-4690,-14522,-9688
1853,2486,3591,-5459,-15049,-8030
1669,2506,3609,-4823,-17182,-8250
1054,2529,3611,-2033,-15063,-5302
587,2483,3930,1193,-13169,-4682
-487,2160,3409,4863,-13965,-6531
-1131,1891,3210,7765,-12415,-6834
-1609,1599,2951,9269,-12091,-7801
-2089,1298,2646,11247,-9204,-5646
-2484,921,2250,12824,-7169,-4592
-2701,528,1765,14225,-4254,-2140
-2928,246,1219,13789,-4842,1619
-3000,130,698,15107,-3541,2383
-2936,-1,380,16138,-1077,7053
-2947,27,246,16043,-3699,8315
-2975,143,359,15952,-4281,8318
-2755,371,1219,14857,-4966,2327
-2877,329,1492,13425,-4285,-1794
-2520,375,2226,12083,-4709,-8170
-1936,451,2888,10212,-4997,-9803
-1430,513,3325,7623,-6252,-11813
-762,635,3797,3859,-7107,-12432
51,716,4147,-75,-7936,-15533
744,745,4354,-2241,-7801,-15140
1178,820,4385,-4007,-8309,-14883
1375,864,4423,-4554,-8934,-17871
1100,1062,4386,-2646,-10525,-14085
649,1372,4251,516,-9490,-12085
539,1693,4370,2955,-10167,-9931
-116,1893,3693,4924,-12264,-9021
-612,2272,3225,7800,-12630,-5222
-1049,2473,2909,9373,-13581,-3510
-1531,2549,2422,15039,-13566,-1017
-1892,2596,1939,16412,-10881,4366
-2043,2661,1643,16339,-8965,5479
-1944,2841,1337,13237,-9477,2158
-1904,2954,807,7708,-4632,7908
-1691,3018,923,4736,-11160,6356
-1538,3091,947,4051,-11684,7042
-1486,3163,712,5663,-12061,10423
-1122,3322,1025,5157,-12621,12686
-1474,3163,616,5673,-8481,9823
-1335,3165,302,5708,-12751,13854
-1273,3153,166,10994,-6847,5432
-1060,3156,-110,10983,-8662,10591
-960,3083,-310,8022,-8985,11279
-901,2906,-576,7483,-6431,9316
-633,2671,-941,5786,-5792,14216
-324,2624,-1082,5342,-4691,14709
149,2668,-1007,6465,-10091,14126
190,2389,-1181,8268,-4821,16697
496,2013,-1293,5439,-3817,16614
1061,1657,-1040,2943,-2685,18019
1124,1086,-1408,1808,-1769,18303
1436,726,-1355,289,-4401,18561
1778,550,-1156,1944,3204,20546
1778,550,-1156,-633,224,17806
1943,413,-1016,-1072,-994,17529
1948,487,-1051,2296,267,15567
1934,512,-1139,-2201,978,17366
2036,538,-1058,-901,241,17034
1998,538,-1082,-526,107,16813
2025,538,-1053,-718,18,17005
2000,563,-1091,-588,-8,16974
1997,551,-1115,-762,-588,17018
2293,661,-742,-167,913,16668
1969,583,-1078,-984,93,16921
1987,557,-1110,-380,715,16660
1929,538,-1080,952,655,16584
1963,559,-1122,-59,-39,16997
2020,440,-1105,696,1254,18001
1945,405,-1151,-371,428,15790
1816,293,-1213,203,-225,17315
1757,212,-1189,560,-710,15920
1659,75,-1213,351,271,17324
1667,-205,-1124,-359,626,17033
1582,-392,-1160,-378,-265,16859
1566,-313,-851,-586,175,17150
1194,-586,-1157,-750,-207,17222
1011,-717,-1227,-445,-156,16809
772,-737,-1246,-67,923,16372
558,-745,-1292,-474,475,16518
408,-762,-1321,-122,492,16563
307,-728,-1345,431,818,17555
90,-734,-1383,158,342,17199
-124,-629,-1412,140,12,16342
-291,-561,-1437,307,333,16981
-397,-504,-1441,526,419,17418
-434,-472,-1392,114,539,16338
-302,-255,-1127,198,-137,15666
-680,-395,-1402,3,475,17478
-775,-473,-1335,711,1508,17797
-798,-576,-1317,2620,138,16558
-906,-602,-1283,1817,558,16065
-889,-631,-1299,1976,1998,16745
-965,-613,-1346,1828,2197,16787
-895,-630,-1327,1739,2088,16652
-924,-613,-1250,1766,2067,16741
-926,-626,-1330,1820,2018,16667
-911,-635,-1238,1221,1593,17297
-907,-597,-1276,1714,1373,16863
-676,-384,-989,1983,1248,16637
-957,-524,-1290,2531,2710,16380
-1059,-473,-1297,2284,1809,16410
-1187,-395,-1337,1572,1482,16602
-1210,-312,-1388,2265,1375,16390
-1247,-153,-1448,2006,1223,16634
-1281,-85,-1438,1967,903,16832
-1427,8,-1440,1506,969,16385
-1340,127,-1523,1290,1112,16958
-1304,220,-1522,1310,1423,16671
-1259,297,-1552,535,1387,17046
-1004,577,-1211,274,1100,16815
-1292,513,-1632,547,1438,17116
-1272,641,-1567,508,1751,17032
-1284,773,-1653,765,1180,16960
-1257,946,-1613,1030,725,16522
-1211,1027,-1623,699,340,16738
-1126,1166,-1614,498,-91,17040
-1043,1316,-1614,638,427,17575
-1024,1484,-1558,551,232,16285
-814,1647,-1603,648,196,16864
-580,1660,-1541,338,-734,16488
-360,1650,-1522,-58,120,17383
84,1865,-1207,-460,-43,17510
-46,1760,-1527,-368,205,16615
56,1795,-1553,-776,-80,16587
233,1860,-1505,-28,55,16657
337,1810,-1486,-792,528,17481
472,1746,-1440,-534,352,16397
728,1734,-1378,-262,2,17405
790,1706,-1389,-625,569,17023
838,1697,-1362,-648,236,16558
946,1636,-1331,-962,200,17349
1090,1563,-1296,-1084,413,17413
1355,1469,-1230,-785,657,17186
1835,1493,-820,-1255,474,17180
1739,1290,-1132,-1391,978,16336
1853,1083,-1123,-1623,835,16786
1939,864,-1102,-1530,1895,18088
1873,717,-1089,-243,1663,16849
1676,715,-1256,1640,1515,14712
1677,780,-1218,198,183,17470
1911,715,-1113,-1135,97,16249
2042,520,-982,-1544,-175,16501
2202,296,-935,-1756,769,16896
2332,129,-816,-2087,70,17511
2108,-34,-957,-426,146,15985
2330,206,-660,94,-1284,17480
2083,123,-999,-1209,2105,17730
2128,134,-1004,-1414,475,17624
2113,117,-1018,-634,1162,16868
2115,115,-974,-946,551,16681
2131,121,-988,-1554,12,14692
2184,203,-918,-1338,-343,17710
2295,439,-914,-1750,-2709,16847
2225,942,-917,-857,-3995,17746
2227,1652,-757,-1527,-7923,13637
2135,2255,-493,-1400,-11414,12597
1980,2733,-102,-387,-13532,9713
2050,3409,1163,436,-16088,-660
1890,3366,1839,118,-16167,395
