angle,s0,s1,s2,s3,s4
0.328236473944549,1724,1880,2060,1848,1756
0.3191313558697425,1740,1900,2080,1872,1776
0.3102550249040954,1780,1936,2084,1872,1780
0.30166826905641947,1804,1928,2108,1896,1804
0.29334037635520854,1840,1932,2112,1904,1840
0.28540283033070746,1840,1964,2112,1932,1840
0.27774490265073115,1864,1960,2108,1928,1864
0.26983786371452284,1868,1960,2116,1932,1868
0.26154647971887346,1892,1988,2136,1956,1892
0.25281430478546957,1924,1988,2140,1956,1892
0.24391397452188518,1928,1992,2148,1960,1896
0.23485020977325308,1924,2016,2136,1988,1924
0.22597902340015047,1952,2016,2164,1984,1920
0.2172968088139043,1956,2024,2172,1992,1956
0.2088394335925576,1984,2048,2168,1984,1952
0.20042264264816118,1984,2048,2168,2016,1984
0.19199273236073267,1992,2052,2172,2020,1992
0.1835243982027201,1992,2052,2172,2020,1992
0.17538576092922042,2016,2076,2196,2016,2016
0.16749993068465185,2020,2080,2200,2020,2020
0.15994799061598367,2044,2080,2200,2044,2012
0.15255611219136944,2044,2076,2196,2044,2012
0.1457067414520375,2048,2080,2200,2048,2016
0.1391254373670202,2048,2080,2200,2048,2048
0.1327960156766181,2044,2076,2196,2044,2044
0.12648671107895537,2052,2084,2204,2052,2052
0.12070228106628444,2072,2104,2200,2072,2040
0.1156497514953878,2080,2108,2200,2080,2048
0.11116031976391678,2080,2112,2200,2080,2048
0.10709650889030699,2072,2104,2200,2072,2072
0.10316195060483661,2080,2112,2200,2080,2048
0.09915937600188113,2080,2112,2204,2080,2080
0.09542548497998184,2072,2104,2228,2072,2072
0.09198848299508772,2104,2104,2224,2072,2072
0.08898918688181474,2080,2112,2232,2080,2080
0.08624281262930847,2076,2112,2232,2076,2076
0.08354473331313746,2104,2104,2224,2072,2072
0.0806993282860266,2112,2112,2228,2080,2080
0.07796361656609745,2112,2112,2232,2080,2080
0.07500226307021102,2104,2104,2228,2072,2072
0.0720331987649112,2108,2108,2232,2076,2076
0.06904530330364565,2104,2104,2232,2072,2072
0.06645914718986332,2104,2104,2232,2072,2072
0.06402093773893583,2112,2112,2236,2080,2080
0.06146233209140831,2104,2104,2224,2104,2068
0.05853705336639443,2104,2104,2232,2104,2072
0.05558756099166212,2116,2116,2236,2080,2080
0.05261570433854357,2104,2132,2228,2104,2072
0.04936475071556515,2108,2108,2228,2072,2072
0.04560657352635174,2112,2112,2232,2080,2080
0.041696118402001645,2108,2108,2236,2076,2076
0.03775916639800159,2108,2108,2232,2076,2076
0.03371354263268783,2108,2108,2236,2076,2076
0.029333195420425784,2116,2116,2236,2084,2084
0.024706559212741584,2116,2116,2236,2080,2080
0.02002968295567758,2108,2108,2228,2076,2076
0.015551488681038218,2116,2116,2236,2084,2084
0.011385880975445902,2116,2116,2236,2084,2084
0.007387247858749027,2108,2140,2236,2108,2076
0.00381508877260351,2116,2116,2236,2084,2084
0.0007870166331081025,2112,2112,2232,2084,2084
-0.0017832657002600605,2112,2112,2232,2080,2080
-0.004229614787646665,2116,2116,2236,2084,2084
-0.006792370037384452,2112,2112,2232,2080,2080
-0.009309141832186297,2112,2112,2232,2080,2080
-0.011746588317257986,2108,2108,2228,2076,2076
-0.013871545819863657,2108,2108,2228,2076,2076
-0.01598518943491347,2112,2112,2232,2080,2080
-0.018328543946638947,2136,2136,2224,2104,2104
-0.020697886645374027,2132,2132,2228,2100,2100
-0.022942125919157893,2112,2112,2236,2080,2080
-0.024930791649366985,2132,2132,2224,2104,2104
-0.026990257857949333,2104,2104,2232,2104,2104
-0.029674962824096773,2108,2108,2228,2076,2076
-0.03244808970643527,2136,2136,2224,2104,2104
-0.03471851828836337,2108,2108,2228,2072,2072
-0.036054746463164734,2108,2108,2228,2076,2076
-0.03720606523567742,2136,2104,2224,2104,2104
-0.03836748646825433,2104,2104,2232,2104,2104
-0.03967468894430099,2116,2116,2236,2084,2084
-0.040715464130381,2112,2112,2232,2080,2080
-0.04166593400905661,2104,2104,2228,2072,2104
-0.04262966000071289,2112,2112,2236,2080,2080
-0.04380316184208158,2116,2116,2236,2084,2084
-0.04482933009679407,2136,2104,2232,2072,2104
-0.04572239614492736,2108,2108,2236,2076,2076
-0.04665425493739108,2116,2116,2236,2084,2084
-0.04763546352222419,2104,2104,2232,2072,2104
-0.04838605310788209,2108,2108,2236,2076,2076
-0.04903488683602913,2116,2116,2236,2084,2084
-0.049852372963019136,2108,2108,2228,2080,2080
-0.05095607491397692,2108,2108,2236,2076,2076
-0.05186688647492662,2116,2116,2236,2084,2084
-0.051991822174066074,2108,2108,2228,2076,2076
-0.05145564511579834,2112,2112,2236,2080,2080
-0.05042341884430997,2112,2112,2232,2080,2080
-0.05018020294283076,2112,2112,2232,2080,2080
-0.050481047635061504,2112,2112,2232,2080,2080
-0.05209342449949052,2116,2116,2236,2084,2084
-0.05455653262845318,2108,2108,2232,2076,2076
-0.056486119530482826,2108,2108,2228,2076,2076
-0.05785873137316812,2136,2104,2224,2072,2072
-0.058736752006899616,2116,2116,2236,2080,2080
-0.06172433082850737,2140,2108,2236,2076,2076
-0.06444343609265031,2136,2104,2224,2072,2072
-0.06716419702356886,2116,2116,2236,2084,2084
-0.06983901418574304,2112,2112,2236,2080,2080
-0.07207387171189669,2132,2104,2224,2072,2072
-0.07285082600997629,2112,2112,2232,2080,2048
-0.07050853457537719,2108,2108,2228,2076,2076
-0.06752184031418809,2132,2104,2236,2072,2072
-0.06254311468475454,2116,2116,2236,2084,2084
-0.05587574635192519,2108,2108,2232,2108,2076
-0.048992514810389715,2132,2132,2224,2100,2068
-0.041555820012593565,2116,2116,2236,2116,2084
-0.03421837573774637,2108,2140,2228,2108,2076
-0.029674273213974076,2104,2136,2224,2136,2104
-0.027411598344219957,2108,2140,2228,2108,2076
-0.024618192892104887,2116,2144,2236,2116,2080
-0.02464385642297169,2116,2144,2236,2116,2084
-0.024658627878476745,2100,2140,2228,2100,2100
-0.030701786985542046,2116,2116,2236,2116,2084
-0.03594622060853643,2116,2116,2236,2116,2084
-0.04422072950809971,2104,2132,2228,2104,2104
-0.05235139014276745,2116,2116,2236,2116,2084
-0.059443746624831095,2116,2116,2236,2116,2084
-0.06611636172288837,2112,2112,2232,2112,2080
-0.07199787852071336,2116,2116,2236,2116,2084
-0.07685820308951204,2104,2104,2224,2104,2072
-0.08065064895519715,2108,2108,2228,2108,2076
-0.08424506194753563,2112,2112,2232,2112,2080
-0.08644583683934301,2104,2104,2224,2104,2072
-0.09004809478405254,2108,2108,2236,2108,2076
-0.0926870090582548,2116,2116,2236,2116,2084
-0.0950422353898915,2104,2104,2224,2104,2072
-0.0961243746362657,2112,2112,2232,2112,2080
-0.09588548847137665,2116,2116,2236,2116,2052
-0.09416739668992069,2104,2104,2228,2104,2072
-0.0931742071193715,2112,2112,2232,2112,2076
-0.09193866090878615,2112,2112,2232,2112,2080
-0.08867238013313682,2108,2108,2236,2108,2072
-0.08852136689033886,2112,2112,2232,2112,2080
-0.08411956962166832,2108,2108,2228,2108,2072
-0.0830696809028366,2104,2132,2224,2104,2072
-0.07949180463383007,2108,2108,2228,2108,2076
-0.07330651095200924,2108,2108,2236,2108,2076
-0.07083139875528208,2112,2140,2232,2112,2080
-0.06634642777701062,2116,2144,2236,2116,2084
-0.06255451226474129,2108,2144,2236,2108,2076
-0.0599991652537454,2112,2144,2232,2112,2080
-0.0598430948012699,2140,2140,2228,2108,2076
-0.061445979025466314,2108,2148,2236,2108,2076
-0.06097339159113496,2112,2144,2232,2112,2080
-0.060986638096917345,2116,2148,2236,2116,2084
-0.06103922591061033,2108,2140,2236,2108,2076
-0.06050834357107959,2112,2144,2236,2084,2084
-0.060435959132425554,2112,2140,2208,2112,2080
-0.05997577578458774,2116,2144,2236,2116,2076
-0.06006588575876254,2108,2140,2228,2108,2076
-0.06152638360742261,2116,2144,2204,2116,2076
-0.05913407327925706,2112,2144,2232,2112,2080
-0.0608710028058338,2112,2144,2236,2112,2080
-0.06196740845127541,2112,2144,2236,2112,2080
-0.06111009314760558,2116,2144,2236,2116,2084
-0.06065031298739479,2116,2148,2236,2116,2084
-0.06176218329794935,2108,2140,2228,2108,2076
-0.05922745552445692,2108,2108,2236,2108,2076
-0.06034348696679251,2112,2112,2232,2112,2080
-0.061906549343234106,2112,2140,2232,2112,2076
-0.0628664436931656,2112,2112,2232,2112,2080
-0.06662512171472572,2116,2116,2236,2116,2084
-0.06998273632136819,2108,2108,2228,2108,2076
-0.07403231358168755,2112,2112,2232,2112,2080
-0.07767260473308198,2116,2116,2236,2116,2080
-0.08081616823882944,2108,2108,2228,2108,2076
-0.08443586709115954,2112,2112,2232,2112,2080
-0.08627430107637873,2116,2116,2236,2116,2080
-0.0865326296624307,2112,2112,2232,2112,2076
-0.08418323219621224,2112,2112,2232,2112,2080
-0.08465922542951461,2116,2116,2236,2116,2084
-0.08006160894066942,2112,2112,2232,2112,2080
-0.07610010156051365,2116,2116,2204,2084,2084
-0.07386583654309303,2116,2116,2208,2116,2084
-0.07032051734090762,2108,2140,2228,2108,2076
-0.06918659765927411,2116,2116,2208,2116,2084
-0.06600645955972523,2116,2148,2208,2116,2084
-0.06363038832497916,2108,2140,2228,2108,2076
-0.06270114506358326,2104,2140,2228,2104,2072
-0.061774095186688346,2108,2144,2204,2108,2076
-0.06502872752833927,2112,2140,2200,2112,2080
-0.06659616427004257,2112,2144,2204,2112,2080
-0.06799594469633874,2116,2116,2204,2116,2084
-0.07018209670273343,2108,2140,2200,2108,2076
-0.06944111106343215,2100,2140,2200,2100,2068
-0.07028298571902904,2112,2144,2204,2112,2080
-0.06712923541635919,2112,2140,2200,2112,2080
-0.0675157922609625,2116,2116,2208,2116,2084
-0.06751126114628567,2116,2116,2208,2116,2084
-0.0675625150591518,2108,2108,2200,2108,2076
-0.06742693098176607,2116,2116,2204,2116,2084
-0.0693986814079562,2116,2116,2204,2116,2084
-0.068960626778288,2108,2108,2200,2108,2072
-0.06928614068616351,2112,2112,2208,2112,2076
-0.06866751561849865,2116,2116,2204,2116,2084
-0.06807140806458237,2112,2112,2208,2112,2080
-0.06954884505320266,2112,2112,2200,2112,2080
-0.06907728205840367,2116,2116,2204,2084,2084
-0.07174078685474446,2112,2112,2200,2112,2080
-0.07280931806170166,2108,2108,2200,2108,2072
-0.07345516631381939,2112,2112,2208,2112,2080
-0.07484874166538018,2112,2112,2200,2112,2080
-0.0738904719284995,2104,2104,2196,2104,2072
-0.0752765255072011,2080,2112,2208,2080,2080
-0.0748657392703304,2088,2116,2208,2088,2088
-0.0761382710052757,2080,2108,2200,2080,2080
-0.07545510365066813,2080,2108,2200,2080,2080
-0.07400768344989168,2080,2108,2204,2080,2080
-0.07552208055080929,2080,2112,2200,2112,2080
-0.07396333214313888,2080,2108,2200,2080,2080
-0.07587416878276154,2080,2112,2200,2080,2080
-0.07533686154242751,2072,2104,2192,2104,2072
-0.07826011102631565,2072,2100,2196,2100,2072
-0.07740585919443514,2080,2112,2200,2112,2080
-0.07870980787212042,2076,2108,2200,2108,2076
-0.0787453456773398,2080,2112,2208,2112,2080
-0.0757011362629134,2080,2112,2200,2112,2080
-0.07654157930390994,2080,2112,2200,2112,2080
-0.07584625161115754,2084,2116,2204,2084,2084
-0.0744919032916726,2080,2112,2200,2112,2080
-0.07458131970212574,2080,2112,2204,2112,2080
-0.0770292918591339,2084,2116,2208,2116,2052
-0.07566901794279894,2076,2108,2228,2108,2076
-0.07772741786468938,2084,2116,2204,2116,2052
-0.0784012103105192,2072,2104,2228,2104,2072
-0.07648296838038875,2068,2132,2228,2100,2068
-0.0765563538998463,2084,2116,2208,2116,2052
-0.07574463287837249,2072,2136,2224,2104,2072
-0.07627398140270134,2068,2132,2220,2100,2068
-0.07597703101277234,2084,2116,2236,2116,2084
-0.07899349906156233,2080,2112,2232,2112,2080
-0.07872223718174369,2080,2112,2232,2112,2080
-0.08212287789448051,2084,2112,2232,2112,2084
-0.08064848559059194,2076,2140,2228,2108,2076
-0.08183649298674023,2076,2140,2228,2108,2076
-0.07930182498330246,2084,2116,2236,2116,2084
-0.07954058739391028,2108,2140,2228,2108,2076
-0.07719016324912853,2108,2136,2232,2108,2076
-0.07626472098038152,2084,2116,2236,2116,2084
-0.07787272894576149,2108,2140,2228,2108,2076
-0.07606784125049607,2108,2140,2228,2108,2076
-0.07778697590158248,2108,2140,2232,2108,2076
-0.0761503914204068,2108,2140,2228,2108,2076
-0.07605281041882579,2108,2140,2236,2108,2076
-0.07684318399220903,2108,2140,2228,2108,2076
-0.07456950505217753,2108,2140,2228,2108,2076
-0.0756457083583989,2108,2140,2236,2108,2108
-0.0718214834375712,2104,2136,2224,2104,2104
-0.0684612638678035,2116,2144,2236,2116,2084
-0.06873368302788538,2108,2140,2236,2108,2108
-0.06550793246488816,2108,2140,2232,2108,2108
-0.06545375450704369,2116,2148,2236,2116,2084
-0.06713078659504162,2112,2140,2232,2112,2112
-0.06607797329296859,2116,2148,2236,2116,2084
-0.06705913292333585,2116,2144,2236,2116,2084
-0.0683630633849213,2108,2140,2228,2108,2108
-0.06756795924613715,2108,2140,2228,2108,2108
-0.0652903010776098,2112,2144,2236,2112,2080
-0.06556024867302221,2112,2140,2232,2112,2112
-0.06355770893452051,2116,2144,2236,2116,2080
-0.06297195072848728,2112,2144,2236,2112,2080
-0.0637933577461078,2108,2140,2236,2108,2108
-0.06459742756137499,2116,2148,2236,2116,2084
-0.06373848638573629,2116,2144,2236,2116,2084
-0.062188606179808655,2108,2144,2232,2108,2108
-0.060337133841378024,2112,2144,2236,2112,2112
-0.05711462362395424,2116,2148,2236,2116,2116
-0.05353974896257938,2116,2148,2236,2116,2116
-0.0493794050596157,2116,2144,2236,2116,2116
-0.044588042760762024,2116,2148,2236,2116,2116
-0.039222474784626864,2112,2144,2232,2112,2112
-0.03344352375159737,2112,2144,2232,2112,2112
-0.02765532163680044,2108,2140,2232,2140,2108
-0.022043718203672895,2108,2140,2228,2140,2108
-0.01626678066415595,2108,2140,2228,2140,2108
-0.010530672550745978,2108,2140,2228,2140,2108
-0.004659778002701523,2112,2140,2232,2140,2112
0.0013768991626735149,2108,2140,2232,2140,2108
0.007716315593608634,2108,2140,2228,2140,2108
0.014259153967732897,2108,2140,2228,2140,2108
0.020807805806073217,2100,2132,2224,2132,2100
0.027289894602051664,2100,2132,2228,2132,2100
0.03383132082546218,2108,2140,2236,2108,2108
0.04046180256434598,2100,2132,2224,2132,2100
0.047039018104856244,2108,2140,2228,2108,2068
0.05379461273240937,2108,2140,2228,2108,2076
0.06047240327397371,2104,2132,2236,2104,2104
0.06752095637954567,2080,2140,2232,2112,2080
0.07467388575429554,2076,2140,2228,2108,2076
0.08200351655198317,2076,2108,2236,2108,2076
0.0892134092655339,2080,2112,2236,2112,2080
0.096479239658333,2080,2112,2232,2112,2080
0.10386396986704033,2084,2116,2204,2116,2052
0.11144665627138825,2080,2116,2208,2080,2048
0.11929873105488432,2048,2108,2204,2076,2048
0.12744973529945686,2052,2116,2208,2084,2052
0.13551624634392076,2052,2116,2208,2088,2052
0.14345806957306878,2056,2088,2208,2088,2056
0.15129813066404244,2012,2080,2204,2080,2012
0.15911269018184082,2016,2080,2204,2080,2016
0.16675190170841525,2016,2080,2204,2080,2016
0.17401883105716673,2012,2080,2204,2044,2012
0.1811778947319819,1992,2052,2180,2052,1992
0.18828421157095604,1984,2048,2196,2048,1984
0.19538888441984137,1984,2048,2196,2048,1984
0.20249611441851256,1956,2052,2176,2052,1956
0.20953140816864288,1956,2052,2172,2020,1956
0.21655413572921905,1952,2044,2164,2012,1952
0.22343920160128802,1928,2020,2176,2020,1928
0.23043691638371372,1924,2024,2172,2024,1924
0.23758089689433234,1920,2016,2164,2016,1920
0.24469090319581013,1900,2024,2148,1992,1900
0.25196909585272625,1892,1988,2140,1988,1892
0.2595222537914121,1860,1988,2136,1988,1892
0.26726486316647413,1832,1992,2140,1992,1864
0.27510386750126786,1836,1964,2112,1964,1868
0.2827938317047015,1832,1960,2140,1960,1832
0.2903945136676886,1808,1964,2120,1964,1808
0.2979383216208781,1804,1960,2116,1960,1804
0.30559666672616137,1768,1924,2104,1924,1800
0.3133001510467901,1744,1936,2092,1936,1780
0.32108115024687456,1740,1928,2076,1928,1772
0.32902086291483834,1708,1896,2076,1896,1740
0.33675932378615825,1684,1904,2060,1872,1716
0.34437106915741195,1680,1896,2052,1868,1712
0.35183813643057704,1648,1868,2048,1868,1680
0.3594618651124651,1624,1844,2060,1844,1656
0.36686998951809,1616,1840,2052,1840,1648
0.37409465522789637,1588,1840,2020,1840,1620
0.3814562926039839,1556,1812,2024,1812,1588
0.38865428146609715,1556,1808,2020,1808,1588
0.39600819606411575,1528,1812,1992,1780,1560
0.40334489579092575,1504,1788,2004,1788,1536
0.4105689184196713,1464,1788,1996,1756,1528
0.4176704599699694,1436,1752,1960,1752,1500
0.42441064110718124,1436,1756,1968,1756,1468
0.4308802292978975,1404,1728,1968,1728,1472
0.43692525324263687,1376,1720,1932,1720,1440
0.44242299425564097,1376,1720,1936,1688,1408
