phase,x,y,alpha,ref_alpha,dE_I
0,0.0,0.0,89.18926052111192,10.879999999999999,0
0,0.0,0.0,89.18905268867988,10.879999999999999,0
0,0.0,0.0,89.18769535260321,10.879999999999999,0
0,0.0,0.0,89.18831102109073,10.879999999999999,0
0,0.0,0.0,89.1887183862776,10.879999999999999,0
0,0.0,0.0,89.18904097500855,10.879999999999999,0
0,0.0,0.0,89.1888045480271,10.879999999999999,0
0,0.0,0.0,89.18745949168516,10.879999999999999,0
0,0.0,0.0,89.18765951246608,10.879999999999999,0
0,0.0,0.0,89.18572824047816,10.879999999999999,0
0,0.0,0.0,89.1856687342914,10.879999999999999,0
0,0.0,0.0,89.18559866623377,10.879999999999999,0
0,0.0,0.0,89.186103570179,10.879999999999999,0
0,0.0,0.0,89.18347067463891,10.879999999999999,0
0,0.0,0.0,89.18403026419723,10.879999999999999,0
0,0.0,0.0,89.1835838612403,10.879999999999999,0
0,0.0,0.0,89.18260202849318,10.879999999999999,0
0,0.0,0.0,89.17963804970132,10.879999999999999,0
0,0.0,0.0,89.17881568372205,10.879999999999999,0
0,0.0,0.0,89.1763792644053,10.879999999999999,0
0,0.0,0.0,89.17713050591624,10.879999999999999,0
0,0.0,0.0,89.17634224377674,10.879999999999999,0
0,0.0,0.0,89.17287968447859,10.879999999999999,0
0,0.0,0.0,89.17048851015483,10.879999999999999,0
0,0.0,0.0,89.16813950430654,10.879999999999999,0
0,0.0,0.0,89.16890704684418,10.879999999999999,0
0,0.0,0.0,89.17013229192604,10.879999999999999,0
0,0.0,0.0,89.16822265781596,10.879999999999999,0
0,0.0,0.0,89.16631187409018,10.879999999999999,0
0,0.0,0.0,89.16708262428445,10.879999999999999,0
0,0.0,0.0,89.16688887056509,10.879999999999999,0
0,0.0,0.0,89.16874202450188,10.879999999999999,0
0,0.0,0.0,89.1669492402488,10.879999999999999,0
0,0.0,0.0,89.164164527407,10.879999999999999,0
0,0.0,0.0,89.16340182876367,10.879999999999999,0
0,0.0,0.0,89.16056567710808,10.879999999999999,0
0,0.0,0.0,89.1599784320166,10.879999999999999,0
0,0.0,0.0,89.16034891460157,10.879999999999999,0
0,0.0,0.0,89.1602031507864,10.879999999999999,0
0,0.0,0.0,89.16006850844984,10.879999999999999,0
0,0.0,0.0,89.16090925541737,10.879999999999999,0
0,0.0,0.0,89.16073194701096,10.879999999999999,0
0,0.0,0.0,89.15949406369633,10.879999999999999,0
0,0.0,0.0,89.15928646786686,10.879999999999999,0
0,0.0,0.0,89.15866069395943,10.879999999999999,0
0,0.0,0.0,89.15754205504534,10.879999999999999,0
0,0.0,0.0,89.15745099882238,10.879999999999999,0
0,0.0,0.0,89.15685277631711,10.879999999999999,0
0,0.0,0.0,89.15731460593732,10.879999999999999,0
0,0.0,0.0,89.1577246746085,10.879999999999999,0
0,0.0,0.0,89.15756694791966,10.879999999999999,0
0,0.0,0.0,89.15745881764322,10.879999999999999,0
0,0.0,0.0,89.15784119972614,10.879999999999999,0
0,0.0,0.0,89.1571746147319,10.879999999999999,0
0,0.0,0.0,89.15591900920766,10.879999999999999,0
0,0.0,0.0,89.15466863947701,10.879999999999999,0
0,0.0,0.0,89.15488891072242,10.879999999999999,0
0,0.0,0.0,89.15518936106959,10.879999999999999,0
0,0.0,0.0,89.15398729583595,10.879999999999999,0
0,0.0,0.0,89.15489267100043,10.879999999999999,0
0,0.0,0.0,89.1552744790676,10.879999999999999,0
0,0.0,0.0,89.15298368681678,10.879999999999999,0
0,0.0,0.0,89.15126575731495,10.879999999999999,0
0,0.0,0.0,89.1496158499895,10.879999999999999,0
0,0.0,0.0,89.1469821083325,10.879999999999999,0
0,0.0,0.0,89.14697478155506,10.879999999999999,0
0,0.0,0.0,89.14443375129824,10.879999999999999,0
