1.0,0.997,0.99,0.9,0.5,0.0
89.585,89.585,89.585,89.585,89.585,89.585
89.583,89.583,89.582,89.567,89.502,89.421
89.582,89.581,89.579,89.558,89.497,89.494
89.582,89.581,89.58,89.567,89.571,89.644
89.583,89.582,89.58,89.561,89.536,89.499
89.583,89.582,89.58,89.557,89.526,89.515
89.579,89.578,89.574,89.542,89.481,89.441
89.579,89.577,89.573,89.53,89.453,89.425
89.58,89.578,89.574,89.537,89.522,89.59
89.58,89.578,89.573,89.524,89.465,89.409
89.579,89.576,89.571,89.529,89.524,89.583
89.579,89.577,89.571,89.524,89.498,89.472
89.579,89.576,89.569,89.507,89.43,89.361
89.58,89.576,89.569,89.514,89.5,89.569
89.58,89.577,89.57,89.524,89.557,89.613
89.581,89.577,89.57,89.522,89.524,89.49
89.58,89.577,89.569,89.52,89.518,89.512
89.58,89.576,89.566,89.504,89.438,89.357
89.579,89.574,89.565,89.505,89.481,89.525
89.579,89.574,89.563,89.491,89.424,89.368
89.58,89.574,89.563,89.488,89.44,89.456
89.581,89.576,89.565,89.51,89.568,89.695
89.582,89.577,89.565,89.503,89.497,89.425
89.583,89.577,89.564,89.498,89.475,89.452
89.585,89.579,89.566,89.495,89.462,89.446
89.587,89.58,89.567,89.5,89.496,89.529
89.587,89.58,89.566,89.498,89.489,89.481
89.586,89.579,89.564,89.488,89.446,89.405
89.587,89.58,89.564,89.489,89.467,89.486
89.587,89.579,89.564,89.497,89.521,89.576
89.587,89.579,89.562,89.482,89.431,89.342
89.585,89.576,89.559,89.477,89.438,89.445
89.584,89.576,89.559,89.494,89.548,89.66
89.583,89.574,89.556,89.48,89.456,89.365
89.583,89.574,89.555,89.481,89.471,89.486
89.581,89.571,89.553,89.492,89.541,89.613
89.58,89.57,89.552,89.49,89.512,89.484
89.581,89.572,89.554,89.507,89.58,89.647
89.583,89.573,89.555,89.504,89.522,89.463
89.584,89.574,89.555,89.507,89.525,89.526
89.582,89.573,89.554,89.509,89.528,89.533
89.583,89.572,89.552,89.497,89.457,89.385
89.582,89.571,89.551,89.496,89.477,89.498
89.582,89.572,89.551,89.496,89.484,89.49
89.582,89.571,89.549,89.488,89.455,89.426
89.584,89.572,89.55,89.49,89.474,89.492
89.585,89.573,89.551,89.496,89.507,89.539
89.586,89.574,89.553,89.508,89.554,89.6
89.586,89.574,89.553,89.505,89.517,89.479
89.589,89.576,89.554,89.498,89.467,89.415
89.589,89.577,89.554,89.5,89.491,89.515
89.591,89.578,89.556,89.509,89.53,89.566
89.592,89.579,89.555,89.501,89.48,89.43
89.591,89.578,89.555,89.511,89.541,89.603
89.592,89.579,89.555,89.517,89.552,89.563
89.592,89.579,89.554,89.496,89.429,89.304
89.591,89.577,89.553,89.511,89.542,89.657
89.592,89.578,89.553,89.508,89.509,89.476
89.591,89.577,89.552,89.497,89.453,89.396
89.593,89.579,89.554,89.514,89.555,89.656
89.596,89.581,89.556,89.508,89.495,89.432
89.596,89.581,89.556,89.514,89.529,89.563
89.595,89.581,89.555,89.517,89.539,89.549
89.594,89.579,89.552,89.501,89.455,89.371
89.594,89.578,89.552,89.513,89.537,89.619
89.595,89.579,89.553,89.517,89.542,89.546
89.595,89.579,89.552,89.505,89.466,89.389
89.596,89.581,89.554,89.52,89.557,89.647
89.597,89.581,89.554,89.516,89.518,89.479
89.595,89.579,89.551,89.502,89.451,89.385
89.594,89.578,89.551,89.515,89.546,89.643
89.594,89.577,89.55,89.513,89.52,89.493
89.595,89.577,89.549,89.501,89.458,89.396
89.595,89.578,89.55,89.511,89.525,89.592
89.595,89.578,89.549,89.506,89.494,89.462
89.598,89.58,89.551,89.508,89.496,89.496
89.6,89.582,89.554,89.521,89.561,89.624
89.599,89.581,89.552,89.512,89.498,89.435
89.601,89.583,89.553,89.516,89.518,89.537
89.6,89.582,89.553,89.519,89.537,89.556
89.6,89.581,89.551,89.502,89.445,89.354
89.597,89.578,89.548,89.501,89.476,89.508
89.599,89.58,89.55,89.509,89.522,89.567
89.601,89.581,89.55,89.503,89.48,89.436
89.602,89.582,89.551,89.507,89.507,89.532
89.601,89.581,89.549,89.498,89.464,89.421
89.602,89.581,89.548,89.491,89.447,89.429
89.604,89.583,89.55,89.497,89.487,89.526
89.602,89.581,89.548,89.491,89.469,89.451
89.601,89.58,89.546,89.488,89.472,89.476
89.602,89.58,89.547,89.502,89.545,89.617
89.602,89.58,89.546,89.484,89.433,89.321
89.605,89.582,89.548,89.488,89.467,89.498
89.607,89.584,89.549,89.496,89.512,89.556
89.611,89.587,89.551,89.479,89.403,89.289
89.61,89.587,89.55,89.48,89.447,89.491
89.609,89.585,89.549,89.49,89.515,89.585
89.612,89.588,89.551,89.494,89.513,89.508
89.612,89.588,89.553,89.516,89.616,89.72
89.613,89.595,89.572,89.696,90.46,91.302
89.618,89.602,89.583,89.749,90.321,90.176
89.614,89.6,89.588,89.819,90.403,90.49
89.621,89.61,89.608,89.934,90.662,90.914
89.61,89.604,89.611,90.034,90.835,91.018
89.579,89.579,89.6,90.16,91.191,91.578
89.503,89.497,89.503,89.814,89.251,87.387
89.382,89.368,89.356,89.408,87.986,86.843
89.18,89.172,89.174,89.4,89.468,91.152
88.821,88.828,88.864,89.506,91.394,93.678
88.24,88.261,88.332,89.354,92.02,93.228
87.451,87.49,87.599,89.017,92.152,93.073
86.507,86.563,86.713,88.511,91.833,92.458
85.408,85.482,85.67,87.792,90.973,91.212
84.219,84.307,84.527,86.858,89.47,89.157
82.985,83.081,83.319,85.649,87.055,85.874
81.655,81.758,82.01,84.286,84.852,83.979
80.27,80.393,80.686,83.288,85.119,86.77
78.697,78.841,79.182,82.155,84.834,86.124
76.929,77.096,77.487,80.812,83.848,84.628
75.016,75.204,75.641,79.244,82.146,82.357
72.966,73.167,73.629,77.206,78.704,77.312
70.856,71.059,71.522,74.772,74.227,71.859
68.788,68.993,69.453,72.367,70.741,69.323
66.84,67.053,67.531,70.385,69.441,70.089
64.983,65.211,65.717,68.677,68.798,70.011
63.191,63.439,63.989,67.229,68.668,70.332
61.227,61.482,62.044,65.13,65.309,63.914
59.156,59.436,60.047,63.492,65.312,67.384
57.093,57.401,58.072,61.963,65.01,66.77
55.071,55.404,56.127,60.314,63.327,63.667
53.016,53.353,54.078,57.902,57.984,54.697
50.789,51.139,51.887,55.655,55.613,55.469
48.564,48.921,49.679,53.233,52.428,51.468
46.425,46.78,47.525,50.588,48.159,46.029
44.476,44.82,45.533,47.897,43.714,41.218
42.783,43.112,43.781,45.379,39.989,37.957
41.261,41.584,42.234,43.449,39.123,39.78
39.474,39.787,40.406,41.121,36.794,36.251
37.676,37.974,38.552,38.697,34.028,33.061
36.183,36.478,37.042,37.021,33.954,35.372
34.668,34.939,35.442,34.655,29.72,27.001
33.466,33.71,34.146,32.599,26.713,24.909
32.413,32.633,33.006,30.821,24.98,24.299
31.561,31.766,32.103,29.674,25.57,27.011
30.823,31.018,31.329,28.822,26.316,27.801
30.186,30.375,30.665,28.17,26.858,28.036
29.646,29.826,30.096,27.592,26.783,27.249
29.205,29.373,29.611,26.956,25.769,25.194
28.878,29.033,29.236,26.414,24.961,24.481
28.688,28.828,28.994,25.993,24.343,23.914
28.623,28.749,28.884,25.771,24.317,24.356
28.682,28.8,28.912,25.832,25.116,25.856
28.852,28.965,29.067,26.166,26.465,27.645
29.078,29.192,29.294,26.691,28.036,29.38
29.337,29.455,29.565,27.33,29.523,30.751
29.607,29.731,29.856,28.026,30.826,31.86
29.877,30.007,30.144,28.666,31.544,31.992
30.156,30.29,30.434,29.199,31.653,31.483
30.455,30.59,30.735,29.644,31.459,30.966
30.791,30.924,31.065,30.036,31.169,30.543
31.171,31.301,31.43,30.365,30.725,29.902
31.624,31.748,31.864,30.728,30.546,29.913
32.148,32.264,32.359,31.081,30.304,29.538
32.767,32.873,32.945,31.493,30.279,29.636
33.49,33.585,33.628,31.961,30.333,29.664
34.319,34.401,34.415,32.541,30.735,30.309
35.265,35.34,35.338,33.45,32.396,33.111
36.273,36.344,36.331,34.491,34.096,34.787
37.345,37.419,37.413,35.849,36.797,38.425
38.42,38.495,38.494,37.144,38.499,39.126
39.531,39.61,39.618,38.519,40.251,40.892
40.655,40.738,40.754,39.865,41.619,41.863
41.79,41.877,41.903,41.227,43.013,43.272
42.927,43.026,43.082,42.859,45.733,47.316
44.0,44.11,44.191,44.313,47.273,47.74
45.019,45.135,45.229,45.508,47.692,47.093
46.059,46.185,46.299,46.822,49.009,49.285
47.033,47.176,47.329,48.3,51.409,52.837
47.875,48.041,48.243,49.766,53.814,55.375
48.568,48.752,48.996,50.906,54.718,54.929
49.226,49.421,49.688,51.717,54.239,53.103
49.872,50.082,50.384,52.661,55.113,55.341
50.41,50.639,50.981,53.562,56.24,56.828
50.844,51.091,51.472,54.299,56.849,57.025
51.169,51.434,51.851,54.893,57.244,57.314
51.398,51.675,52.118,55.184,56.608,55.743
51.552,51.842,52.31,55.416,56.439,56.116
51.646,51.95,52.444,55.595,56.447,56.361
51.665,51.98,52.497,55.649,56.216,55.966
51.617,51.945,52.485,55.638,56.065,55.963
51.512,51.848,52.404,55.458,55.375,54.79
51.394,51.735,52.295,55.13,54.249,53.24
51.285,51.628,52.189,54.771,53.329,52.517
51.192,51.538,52.099,54.444,52.79,52.344
51.126,51.475,52.039,54.211,52.713,52.702
51.062,51.415,51.983,54.0,52.665,52.681
50.999,51.353,51.919,53.733,52.25,51.899
50.943,51.299,51.862,53.486,51.98,51.765
50.904,51.262,51.823,53.28,51.857,51.773
50.874,51.232,51.79,53.08,51.693,51.56
50.864,51.225,51.78,52.93,51.669,51.655
50.865,51.228,51.785,52.861,51.953,52.237
50.865,51.231,51.79,52.799,52.095,52.237
50.872,51.24,51.798,52.719,52.022,51.941
50.895,51.264,51.819,52.635,51.859,51.673
50.937,51.308,51.861,52.592,51.863,51.825
50.991,51.366,51.923,52.655,52.327,52.738
51.043,51.424,51.989,52.766,52.838,53.295
51.077,51.464,52.038,52.87,53.183,53.494
51.093,51.486,52.067,52.937,53.3,53.401
51.099,51.496,52.079,52.918,52.998,52.691
51.107,51.505,52.087,52.841,52.54,52.073
51.133,51.532,52.109,52.754,52.153,51.74
51.177,51.578,52.155,52.754,52.28,52.362
51.231,51.635,52.213,52.789,52.473,52.613
51.287,51.695,52.276,52.857,52.747,52.965
51.337,51.749,52.335,52.936,52.997,53.196
51.386,51.802,52.392,53.01,53.145,53.246
51.43,51.849,52.438,53.008,52.888,52.586
51.475,51.898,52.489,53.052,52.988,53.042
51.526,51.952,52.545,53.105,53.082,53.126
51.58,52.008,52.602,53.128,52.993,52.85
51.646,52.074,52.663,53.096,52.639,52.22
51.733,52.162,52.746,53.096,52.517,52.308
51.844,52.274,52.854,53.141,52.591,52.554
51.971,52.402,52.978,53.209,52.69,52.661
52.13,52.554,53.11,53.08,51.675,50.502
52.372,52.785,53.31,52.898,50.499,49.08
52.745,53.142,53.621,52.692,49.174,47.475
53.253,53.632,54.065,52.659,48.736,47.791
53.91,54.265,54.639,52.629,47.919,46.446
54.748,55.09,55.432,53.218,49.868,50.98
55.618,55.96,56.295,54.23,53.123,55.508
56.573,56.916,57.251,55.406,55.738,57.399
57.486,57.84,58.197,56.837,59.073,61.495
58.343,58.71,59.095,58.233,61.507,63.084
59.121,59.495,59.892,59.296,62.073,61.861
59.88,60.253,60.645,60.045,61.393,59.953
60.732,61.092,61.45,60.495,59.563,56.881
61.709,62.057,62.38,61.096,59.122,57.704
62.824,63.134,63.367,61.054,55.443,50.648
64.303,64.554,64.645,60.757,50.845,44.768
66.343,66.547,66.532,61.656,52.138,51.393
68.84,68.973,68.789,62.233,49.792,44.948
71.918,71.988,71.66,63.899,52.027,51.185
75.571,75.575,75.096,66.164,54.681,53.682
79.878,79.82,79.199,69.317,58.955,58.921
84.924,84.825,84.115,74.059,67.667,71.333
90.752,90.694,90.091,82.37,89.107,104.72
88.882,88.702,87.817,77.236,67.548,47.859
89.551,88.77,86.492,59.024,-21.342,-110.902
91.081,90.434,88.492,67.997,57.582,134.976
91.147,89.816,86.296,47.495,-39.984,-137.615
91.487,90.173,86.729,52.647,28.155,95.955
91.716,89.847,85.142,38.119,-33.157,-94.698
91.791,89.933,85.301,43.737,30.273,93.627
92.0,90.144,85.561,48.609,60.529,90.575
91.845,89.877,85.08,48.889,56.587,52.801
91.169,89.161,84.318,50.97,65.849,75.787
91.519,89.511,84.716,55.14,77.858,89.516
91.363,89.317,84.482,57.165,77.25,76.799
91.55,89.514,84.751,60.901,85.14,92.844
91.664,89.629,84.916,63.909,87.602,89.949
91.469,89.415,84.704,65.643,85.208,83.009
91.585,89.529,84.862,68.088,87.184,89.044
91.741,89.689,85.078,70.523,89.189,91.038
91.672,89.607,85.013,71.948,87.255,85.39
91.632,89.569,85.021,73.695,88.497,89.778
91.741,89.678,85.18,75.432,89.344,90.083
91.679,89.609,85.14,76.574,88.351,87.42
91.656,89.587,85.162,77.853,88.947,89.566
91.736,89.668,85.291,79.158,89.607,90.188
91.685,89.611,85.265,79.963,88.611,87.666
91.665,89.593,85.292,80.939,89.241,89.89
91.722,89.651,85.395,81.89,89.62,89.942
91.688,89.613,85.392,82.52,89.04,88.494
91.674,89.599,85.421,83.231,89.393,89.761
91.711,89.638,85.504,83.941,89.711,89.991
91.691,89.615,85.516,84.397,89.186,88.681
91.677,89.601,85.543,84.913,89.43,89.689
91.703,89.627,85.61,85.41,89.551,89.645
91.695,89.617,85.635,85.757,89.248,88.953
91.681,89.603,85.663,86.144,89.492,89.751
91.696,89.619,85.718,86.514,89.611,89.715
91.691,89.611,85.744,86.73,89.161,88.715
91.678,89.598,85.771,87.022,89.458,89.769
91.69,89.612,85.825,87.326,89.711,89.951
91.691,89.611,85.859,87.511,89.442,89.174
91.688,89.608,85.893,87.717,89.517,89.594
91.679,89.6,85.923,87.913,89.632,89.755
91.685,89.605,85.962,88.047,89.419,89.199
91.684,89.601,85.991,88.142,89.212,89.007
91.678,89.597,86.024,88.307,89.524,89.841
91.684,89.602,86.066,88.444,89.579,89.628
91.684,89.601,86.095,88.5,89.291,89.002
91.682,89.598,86.127,88.595,89.38,89.472
91.684,89.601,86.165,88.705,89.528,89.673
91.686,89.602,86.198,88.774,89.453,89.376
91.682,89.597,86.225,88.812,89.319,89.189
91.683,89.597,86.259,88.886,89.433,89.546
91.683,89.597,86.291,88.939,89.425,89.417
91.68,89.593,86.318,88.98,89.399,89.376
91.68,89.593,86.35,89.03,89.44,89.481
91.678,89.59,86.377,89.052,89.351,89.264
91.676,89.588,86.406,89.089,89.394,89.439
91.677,89.588,86.437,89.133,89.462,89.53
91.677,89.588,86.467,89.155,89.404,89.345
91.675,89.585,86.494,89.173,89.38,89.358
91.675,89.584,86.523,89.198,89.403,89.427
91.675,89.584,86.553,89.23,89.459,89.514
91.676,89.585,86.583,89.254,89.461,89.463
91.676,89.584,86.61,89.258,89.375,89.289
91.674,89.582,86.638,89.286,89.467,89.561
91.675,89.582,86.666,89.297,89.426,89.385
91.675,89.582,86.695,89.323,89.49,89.552
91.676,89.583,86.723,89.327,89.425,89.359
91.677,89.583,86.751,89.344,89.456,89.486
91.675,89.581,86.776,89.351,89.441,89.427
91.674,89.58,86.803,89.368,89.488,89.536
91.676,89.581,86.831,89.379,89.478,89.467
91.674,89.578,86.853,89.365,89.365,89.253
91.675,89.579,86.883,89.4,89.533,89.701
91.674,89.578,86.906,89.393,89.437,89.342
91.674,89.577,86.931,89.392,89.411,89.384
91.674,89.577,86.957,89.403,89.458,89.505
91.676,89.579,86.984,89.411,89.46,89.46
91.675,89.578,87.008,89.417,89.47,89.482
91.676,89.578,87.032,89.407,89.388,89.304
