phase,x,y,theta,angle,dE.I
1,-17.36632647189192,-2.057746797421096,0.41045910611128433,9.578522980483735,-67.91086249408859
1,-16.248784048019594,-2.0510751176209854,0.2736394040741915,9.23018836895985,-68.14298798048887
1,-15.131228878789964,-2.047072094523207,0.13681970203709767,8.830557576250314,-68.35914839304301
1,-14.2620143461805,-2.046034271747429,4.8453762725420764e-15,8.349139070336689,-68.56289145513131
1,-12.39941177630308,-2.0482581776955247,-0.136819702037088,7.88631502079063,-68.7400259090785
1,-11.530202200235589,-2.051371640104908,-0.27363940407418086,7.459391517012937,-68.90474308336758
1,-10.66100253722378,-2.056560724393883,-0.4104591061112737,7.112481386112247,-69.05704311961364
1,-9.915979919230535,-2.0618980555525916,-0.4104591061112737,6.812042173277558,-69.19869997560265
1,-9.66763904656612,-2.0636771659388278,-0.4104591061112737,6.712190155806947,-69.3368091048393
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,6.868021441504133,-69.47314438755862
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,7.033350086337212,-69.60947967027793
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,7.109357843446967,-69.74581495299725
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,7.1691130885672125,-69.88215023571657
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,7.220791420001378,-70.01848551843588
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,7.202501149067604,-70.1548208011552
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,7.166601956723562,-70.29115608387451
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,7.105133330139335,-70.42749136659383
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,6.974822839759617,-70.56382664931314
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,6.816917996497308,-70.70016193203246
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,6.619158443951257,-70.83649721475177
1,-9.543469790351983,-2.0647149768786526,-0.5472788081483675,6.347214176631207,-70.97283249747109
1,-9.66763904656612,-2.0636771659388278,-0.4104591061112737,6.020995491052203,-71.11094162670774
1,-9.791810426996378,-2.06293586818326,-0.27363940407417986,5.646459802883273,-71.25082463280769
1,-10.288503029475507,-2.06293586818326,0.2736394040741935,5.247717453583711,-71.39780324751449
1,-10.909359931626799,-2.066642356961099,0.4104591061112873,5.203506044775862,-71.55365124653773
1,-12.399331528964614,-2.0844331226559834,0.9577379142596606,5.238513863945108,-71.73078455409436
1,-13.764881809695206,-2.115416718501534,1.6418364244451267,5.760206960705631,-71.92742572280429
1,-15.62635865306284,-2.1798967524214117,2.325934934630593,6.575807737365063,-72.15065941784805
1,-18.726944239996474,-2.331801274166852,3.283672848890246,7.492204368858687,-72.41818719270513
