calib_mag_orient,ref_orient,orient
267,18.84955592153833,18.855287011815914
266,18.84955592153833,18.855287011815914
265,18.84955592153833,18.855287011815914
268,18.84955592153833,18.855287011815914
269,18.84955592153833,18.855287011815914
270,18.84955592153833,18.85289905753377
272,18.84955592153833,18.855287011815914
266,18.84955592153833,18.85289905753377
281,18.84955592153833,18.85289905753377
270,18.84955592153833,18.848123148969478
283,18.84955592153833,18.850511103251623
271,18.84955592153833,18.848123148969478
276,18.84955592153833,18.845735194687332
269,18.84955592153833,18.843347240405187
272,18.84955592153833,18.84095928612304
267,18.84955592153833,18.84095928612304
270,18.84955592153833,18.838571331840896
268,18.84955592153833,18.838571331840896
266,18.84955592153833,18.838571331840896
259,18.84955592153833,18.84095928612304
254,18.84955592153833,18.838571331840896
267,18.84955592153833,18.83618337755875
276,18.84955592153833,18.84095928612304
264,18.84955592153833,18.843347240405187
274,18.84955592153833,18.84095928612304
275,18.84955592153833,18.838571331840896
278,18.84955592153833,18.84095928612304
290,18.84955592153833,18.838571331840896
273,18.84955592153833,18.83618337755875
278,18.84955592153833,18.838571331840896
273,18.84955592153833,18.84095928612304
273,18.84955592153833,18.84095928612304
275,18.84955592153833,18.843347240405187
271,18.84955592153833,18.843347240405187
270,18.84955592153833,18.84095928612304
276,18.84955592153833,18.838571331840896
251,18.84955592153833,18.838571331840896
274,18.84955592153833,18.838571331840896
271,18.84955592153833,18.838571331840896
277,18.84955592153833,18.838571331840896
276,18.84955592153833,18.838571331840896
277,18.84955592153833,18.838571331840896
274,18.84955592153833,18.838571331840896
276,18.84955592153833,18.838571331840896
273,18.84955592153833,18.838571331840896
271,18.84955592153833,18.838571331840896
275,18.84955592153833,18.838571331840896
274,18.84955592153833,18.838571331840896
275,18.84955592153833,18.838571331840896
271,18.84955592153833,18.838571331840896
272,18.84955592153833,18.838571331840896
271,18.84955592153833,18.838571331840896
273,18.84955592153833,18.838571331840896
271,18.84955592153833,18.84095928612304
272,18.84955592153833,18.84095928612304
272,18.84955592153833,18.84095928612304
272,18.84955592153833,18.84095928612304
271,18.84955592153833,18.84095928612304
273,18.84955592153833,18.83618337755875
290,18.84955592153833,18.83618337755875
284,18.84955592153833,18.838571331840896
274,18.84955592153833,18.84095928612304
277,18.84955592153833,18.843347240405187
271,18.84955592153833,18.845735194687332
255,18.84955592153833,18.848123148969478
255,18.84955592153833,18.850511103251623
237,18.84955592153833,18.85289905753377
254,18.84955592153833,18.855287011815914
258,18.84955592153833,18.855287011815914
254,18.84955592153833,18.855287011815914
252,18.84955592153833,18.855287011815914
271,18.84955592153833,18.855287011815914
273,18.84955592153833,18.855287011815914
272,18.84955592153833,18.855287011815914
270,18.84955592153833,18.855287011815914
271,18.84955592153833,18.855287011815914
273,18.84955592153833,18.855287011815914
271,18.84955592153833,18.855287011815914
272,18.84955592153833,18.85767496609806
272,18.84955592153833,18.85767496609806
271,18.84955592153833,18.860062920380205
275,18.84955592153833,18.860062920380205
263,18.84955592153833,18.86245087466235
269,18.84955592153833,18.860062920380205
269,18.84955592153833,18.860062920380205
265,18.84955592153833,18.85767496609806
269,18.84955592153833,18.85767496609806
269,18.84955592153833,18.85767496609806
271,18.84955592153833,18.85767496609806
275,18.84955592153833,18.85767496609806
277,18.84955592153833,18.85767496609806
276,18.84955592153833,18.85767496609806
271,18.84955592153833,18.860062920380205
270,18.84955592153833,18.860062920380205
282,18.84955592153833,18.860062920380205
273,18.84955592153833,18.860062920380205
275,18.87199586906397,18.860062920380205
266,18.89443581658961,18.860062920380205
269,18.91687576411525,18.860062920380205
266,18.93931571164089,18.86245087466235
268,18.96175565916653,18.869614737508783
280,18.98419560669217,18.87200269179093
261,19.006635554217812,18.881554508919507
265,19.029075501743453,18.89349428033023
280,19.051515449269093,18.89827018889452
267,19.073955396794734,18.92214973171597
264,19.096395344320374,18.936477457408838
271,19.118835291846015,18.96035700023029
263,19.141275239371655,18.974684725923158
274,19.163715186897296,18.991400405898172
268,19.186155134422936,19.012891994437474
280,19.208595081948577,19.036771537258925
275,19.231035029474217,19.046323354387503
262,19.253474976999858,19.08930653146611
253,19.275914924525498,19.11796198285185
250,19.29835487205114,19.15855720564831
251,19.32079481957678,19.189600611316195
253,19.34323476710242,19.220644016984078
252,19.36567471462806,19.251687422651962
249,19.3881146621537,19.29467059973057
241,19.41055460967934,19.306610371141293
236,19.43299455720498,19.3495935482199
252,19.455434504730622,19.38302490816993
235,19.477874452256263,19.414068313837813
248,19.500314399781903,19.43555990237712
246,19.522754347307544,19.459439445198566
245,19.545194294833184,19.478543079455726
235,19.567634242358825,19.50003466799503
255,19.590074189884465,19.531078073662915
235,19.612514137410106,19.54779375363793
246,19.634954084935746,19.569285342177235
238,19.657394032461387,19.588388976434395
243,19.679833979987027,19.607492610691555
233,19.702273927512667,19.626596244948715
231,19.724713875038308,19.6576396506166
218,19.74715382256395,19.674355330591613
220,19.76959377008959,19.70301078197735
221,19.79203371761523,19.73644214192738
228,19.81447366514087,19.757933730466682
209,19.83691361266651,19.781813273288133
224,19.85935356019215,19.803304861827435
214,19.88179350771779,19.83434826749532
219,19.904233455243432,19.85583985603462
219,19.926673402769072,19.863003718881053
224,19.949113350294713,19.91076280452395
219,19.971553297820353,19.92986643878111
223,19.993993245345994,19.95374598160256
220,20.016433192871634,19.97762552442401
201,20.038873140397275,20.008668930091893
190,20.061313087922915,20.0301605186312
193,20.083753035448556,20.04926415288836
189,20.106192982974196,20.05881597001694
190,20.128632930499837,20.104187101377693
188,20.151072878025477,20.125678689916995
189,20.173512825551118,20.151946187020588
186,20.19595277307676,20.17582572984204
184,20.2183927206024,20.204481181227777
184,20.24083266812804,20.228360724049224
190,20.26327261565368,20.247464358306384
189,20.28571256317932,20.257016175434963
191,20.30815251070496,20.297611398231425
189,20.3305924582306,20.323878895335017
176,20.35303240575624,20.34537048387432
180,20.375472353281882,20.374025935260057
179,20.397912300807523,20.393129569517217
179,20.420352248333163,20.41462115805652
176,20.442792195858804,20.426560929467243
177,20.465232143384444,20.452828426570836
175,20.487672090910085,20.46954410654585
171,20.510112038435725,20.48864774080301
173,20.532551985961366,20.512527283624458
176,20.554991933487006,20.531630917881618
173,20.577431881012647,20.550734552138778
172,20.599871828538287,20.574614094960225
172,20.622311776063928,20.588941820653094
172,20.644751723589568,20.62953704344956
165,20.66719167111521,20.648640677706716
160,20.68963161864085,20.670132266246018
161,20.71207156616649,20.703563626196047
159,20.73451151369213,20.727443169017498
159,20.75695146121777,20.75132271183895
162,20.77939140874341,20.7752022546604
157,20.80183135626905,20.787142026071123
146,20.824271303794692,20.825349294585443
136,20.846711251320333,20.846840883124745
143,20.869151198845973,20.875496334510483
141,20.891591146371614,20.896987923049785
137,20.914031093897254,20.91609155730694
134,20.936471041422895,20.935195191564098
144,20.958910988948535,20.96146268866769
130,20.981350936474175,20.96623859723198
127,21.003790883999816,21.0044458657463
133,21.026230831525456,21.033101317132036
135,21.048670779051097,21.05936881423563
135,21.071110726576737,21.08086040277493
139,21.093550674102378,21.10473994559638
139,21.11599062162802,21.133395396982117
126,21.13843056915366,21.152499031239273
124,21.1608705166793,21.162050848367855
129,21.18331046420494,21.19787016260003
128,21.20575041173058,21.21936175113933
126,21.22819035925622,21.23846538539649
124,21.25063030678186,21.269508791064375
125,21.273070254307502,21.28861242532153
109,21.295510201833142,21.307716059578688
113,21.317950149358783,21.326819693835848
106,21.340390096884423,21.35308719093944
114,21.362830044410064,21.369802870914455
111,21.385269991935704,21.388906505171615
115,21.407709939461345,21.408010139428775
115,21.430149886986985,21.434277636532368
124,21.452589834512626,21.45815717935382
115,21.475029782038266,21.47726081361098
109,21.497469729563907,21.489200585021702
112,21.519909677089547,21.520243990689586
106,21.542349624615188,21.5369596706646
111,21.56478957214083,21.553675350639615
106,21.58722951966647,21.579942847743208
108,21.60966946719211,21.596658527718223
98,21.63210941471775,21.61576216197538
95,21.65454936224339,21.63725375051468
97,21.67698930976903,21.649193521925405
96,21.69942925729467,21.682624881875434
102,21.72186920482031,21.706504424696885
96,21.744309152345952,21.727996013236186
96,21.766749099871593,21.756651464621925
98,21.789189047397233,21.780531007443376
100,21.811628994922874,21.802022595982677
105,21.834068942448514,21.82590213880413
97,21.856508889974155,21.854557590189867
98,21.878948837499795,21.878437133011317
105,21.901388785025436,21.89992872155062
103,21.923828732551076,21.91903235580778
83,21.946268680076717,21.945299852911372
85,21.968708627602357,21.964403487168532
88,21.991148575127998,21.983507121425692
86,22.013588522653638,22.007386664247143
82,22.03602847017928,22.031266207068594
83,22.05846841770492,22.0527577956079
87,22.08090836523056,22.079025292711492
69,22.1033483127562,22.110068698379372
68,22.12578826028184,22.133948241200823
68,22.14822820780748,22.157827784022274
68,22.17066815533312,22.186483235408012
71,22.193108102858762,22.203198915383027
73,22.215548050384403,22.231854366768765
65,22.237987997910043,22.255733909590216
60,22.260427945435683,22.286777315258096
56,22.282867892961324,22.310656858079543
56,22.305307840486964,22.33453640090099
52,22.327747788012605,22.356027989440292
58,22.350187735538245,22.37990753226174
60,22.372627683063886,22.38468344082603
59,22.395067630589526,22.41572684649391
53,22.417507578115167,22.43960638931536
54,22.439947525640807,22.461097977854664
56,22.462387473166448,22.482589566393965
73,22.48482742069209,22.496917292086835
61,22.50726736821773,22.523184789190427
53,22.52970731574337,22.542288423447587
50,22.55214726326901,22.551840240576166
46,22.57458721079465,22.594823417654773
45,22.59702715832029,22.613927051911933
41,22.61946710584593,22.630642731886947
41,22.641907053371572,22.647358411861962
33,22.664347000897212,22.668850000401267
32,22.686786948422853,22.683177726094137
49,22.709226895948493,22.69034158894057
31,22.731666843474134,22.697505451787002
31,22.754106790999774,22.728548857454886
36,22.776546738525415,22.75004044599419
39,22.798986686051055,22.76914408025135
37,22.821426633576696,22.790635668790653
43,22.843866581102336,22.81929112017639
42,22.866306528627977,22.843170662997842
34,22.888746476153617,22.867050205819293
31,22.911186423679258,22.874214068665726
32,22.933626371204898,22.92436110859077
30,22.95606631873054,22.950628605694362
32,22.97850626625618,22.976896102797955
29,23.00094621378182,23.00793950846584
29,23.02338616130746,23.03420700556943
20,23.0458261088331,23.055698594108733
19,23.06826605635874,23.079578136930184
21,23.09070600388438,23.105845634033777
20,23.113145951410022,23.124949268290937
20,23.135585898935663,23.144052902548097
22,23.158025846461303,23.163156536805257
23,23.180465793986944,23.187036079626708
13,23.202905741512584,23.206139713883868
16,23.225345689038225,23.225243348141028
15,23.247785636563865,23.23718311955175
16,23.270225584089506,23.268226525219635
14,23.292665531615146,23.287330159476795
12,23.315105479140787,23.306433793733955
11,23.337545426666427,23.330313336555406
1,23.359985374192068,23.349416970812566
1,23.382425321717708,23.368520605069726
2,23.40486526924335,23.392400147891177
2,23.42730521676899,23.397176056455468
1,23.44974516429463,23.425831507841206
1,23.47218511182027,23.449711050662653
1,23.49462505934591,23.468814684919813
357,23.51706500687155,23.487918319176973
357,23.53950495439719,23.507021953434133
359,23.561944901922832,23.53567740481987
357,23.584384849448472,23.55478103907703
358,23.606824796974113,23.5691087647699
0,23.629264744499753,23.60254012471993
357,23.651704692025394,23.6383594389521
346,23.674144639551034,23.66223898177355
352,23.696584587076675,23.688506478877144
349,23.719024534602315,23.714773975980737
347,23.741464482127956,23.750593290212908
347,23.763904429653596,23.77447283303436
349,23.786344377179237,23.781636695880792
348,23.808784324704877,23.831783735805836
340,23.831224272230518,23.850887370062996
336,23.85366421975616,23.872378958602297
340,23.8761041672818,23.8938705471416
342,23.89854411480744,23.922525998527338
341,23.92098406233308,23.941629632784498
341,23.94342400985872,23.960733267041658
342,23.96586395738436,23.96550917560595
334,23.98830390491,24.00371644412027
334,24.010743852435642,24.02520803265957
338,24.033183799961282,24.04431166691673
337,24.055623747486923,24.070579164020323
335,24.078063695012563,24.089682798277483
335,24.100503642538204,24.108786432534643
334,24.122943590063844,24.123114158227512
328,24.145383537589485,24.15654551817754
327,24.167823485115125,24.1756491524347
326,24.190263432640766,24.197140740974003
329,24.212703380166406,24.223408238077596
327,24.235143327692047,24.2448998266169
329,24.257583275217687,24.26400346087406
327,24.280023222743328,24.285495049413367
312,24.302463170268968,24.299822775106236
319,24.32490311779461,24.33086618077412
317,24.34734306532025,24.354745723595567
323,24.36978301284589,24.383401174981305
319,24.39222296037153,24.402504809238465
320,24.41466290789717,24.423996397777767
319,24.43710285542281,24.44071207775278
319,24.45954280294845,24.45981571200994
306,24.481982750474092,24.464591620574232
315,24.504422697999733,24.488471163395683
309,24.526862645525373,24.502798889088552
317,24.549302593051014,24.51712661478142
314,24.571742540576654,24.53145434047429
314,24.594182488102295,24.55055797473145
314,24.616622435627935,24.57921342611719
306,24.639062383153576,24.603092968938636
304,24.661502330679216,24.612644786067218
306,24.683942278204857,24.655627963145825
302,24.706382225730497,24.689059323095854
301,24.728822173256138,24.717714774481593
303,24.751262120781778,24.743982271585185
301,24.77370206830742,24.767861814406633
292,24.79614201583306,24.803681128638804
294,24.8185819633587,24.82756067146025
295,24.84102191088434,24.837112488588833
291,24.86346185840998,24.882483619949586
291,24.88590180593562,24.90875111705318
294,24.90834175346126,24.93024270559248
297,24.930781700986902,24.951734294131782
284,24.953221648512542,24.98038974551752
285,24.975661596038183,24.999493379774677
281,24.998101543563823,25.013821105467546
282,25.020541491089464,25.042476556853284
284,25.042981438615104,25.06158019111044
287,25.065421386140745,25.080683825367597
285,25.087861333666385,25.099787459624753
285,25.110301281192026,25.126054956728346
278,25.132741228717666,25.145158590985503
281,25.132741228717666,25.166650179524805
277,25.132741228717666,25.180977905217674
278,25.132741228717666,25.212021310885557
277,25.132741228717666,25.228736990860572
277,25.132741228717666,25.240676762271296
259,25.132741228717666,25.24784062511773
266,25.132741228717666,25.252616533682016
263,25.132741228717666,25.25978039652845
268,25.132741228717666,25.25978039652845
268,25.132741228717666,25.25978039652845
269,25.132741228717666,25.25978039652845
269,25.132741228717666,25.25978039652845
270,25.132741228717666,25.25978039652845
269,25.132741228717666,25.25978039652845
270,25.132741228717666,25.25978039652845
269,25.132741228717666,25.25978039652845
269,25.132741228717666,25.25978039652845
269,25.132741228717666,25.25978039652845
269,25.132741228717666,25.262168350810594
248,25.132741228717666,25.262168350810594
242,25.132741228717666,25.266944259374885
249,25.132741228717666,25.271720167939176
245,25.132741228717666,25.271720167939176
258,25.132741228717666,25.27410812222132
249,25.132741228717666,25.276496076503467
250,25.132741228717666,25.27410812222132
267,25.132741228717666,25.26933221365703
272,25.132741228717666,25.26455630509274
269,25.132741228717666,25.257392442246303
275,25.132741228717666,25.24784062511772
274,25.132741228717666,25.24306471655343
283,25.132741228717666,25.235900853706998
271,25.132741228717666,25.22634903657842
278,25.132741228717666,25.219185173731987
266,25.132741228717666,25.21679721944984
267,25.132741228717666,25.214409265167696
267,25.132741228717666,25.21202131088555
268,25.132741228717666,25.21202131088555
267,25.132741228717666,25.21202131088555
265,25.132741228717666,25.21202131088555
269,25.132741228717666,25.21202131088555
268,25.132741228717666,25.209633356603405
270,25.132741228717666,25.20724540232126
259,25.132741228717666,25.20724540232126
260,25.132741228717666,25.204857448039114
265,25.132741228717666,25.204857448039114
263,25.132741228717666,25.195305630910532
272,25.132741228717666,25.19052972234624
271,25.132741228717666,25.185753813781954
271,25.132741228717666,25.176201996653372
274,25.132741228717666,25.16903813380694
292,25.132741228717666,25.16426222524265
280,25.132741228717666,25.159486316678358
273,25.132741228717666,25.157098362396212
266,25.132741228717666,25.157098362396212
270,25.132741228717666,25.157098362396212
275,25.132741228717666,25.157098362396212
273,25.132741228717666,25.157098362396212
270,25.132741228717666,25.157098362396212
277,25.132741228717666,25.157098362396212
270,25.132741228717666,25.157098362396212
270,25.132741228717666,25.157098362396212
272,25.132741228717666,25.157098362396212
274,25.132741228717666,25.157098362396212
270,25.132741228717666,25.154710408114067
271,25.132741228717666,25.15232245383192
268,25.132741228717666,25.14754654526763
281,25.132741228717666,25.142770636703343
275,25.132741228717666,25.137994728139056
270,25.132741228717666,25.13560677385691
267,25.132741228717666,25.13083086529262
271,25.132741228717666,25.128442911010474
271,25.132741228717666,25.128442911010474
270,25.132741228717666,25.12605495672833
267,25.132741228717666,25.12605495672833
279,25.132741228717666,25.12605495672833
278,25.132741228717666,25.12605495672833
276,25.132741228717666,25.12605495672833
275,25.132741228717666,25.12605495672833
255,25.132741228717666,25.123667002446183
274,25.132741228717666,25.123667002446183
278,25.132741228717666,25.12605495672833
277,25.132741228717666,25.12605495672833
277,25.132741228717666,25.12605495672833
278,25.132741228717666,25.123667002446183
278,25.132741228717666,25.123667002446183
281,25.132741228717666,25.12605495672833
292,25.132741228717666,25.12605495672833
278,25.132741228717666,25.12605495672833
277,25.132741228717666,25.12605495672833
276,25.132741228717666,25.128442911010474
278,25.132741228717666,25.128442911010474
278,25.132741228717666,25.128442911010474
278,25.132741228717666,25.128442911010474
276,25.132741228717666,25.128442911010474
264,25.132741228717666,25.12605495672833
273,25.132741228717666,25.128442911010474
280,25.132741228717666,25.128442911010474
283,25.132741228717666,25.128442911010474
282,25.132741228717666,25.128442911010474
283,25.132741228717666,25.128442911010474
281,25.132741228717666,25.128442911010474
282,25.132741228717666,25.128442911010474
258,25.132741228717666,25.128442911010474
260,25.132741228717666,25.128442911010474
239,25.132741228717666,25.128442911010474
260,25.132741228717666,25.128442911010474
249,25.132741228717666,25.13083086529262
252,25.132741228717666,25.128442911010474
247,25.132741228717666,25.133218819574765
254,25.132741228717666,25.137994728139056
274,25.132741228717666,25.1403826824212
278,25.132741228717666,25.145158590985492
280,25.132741228717666,25.145158590985492
285,25.132741228717666,25.145158590985492
282,25.132741228717666,25.145158590985492
281,25.132741228717666,25.145158590985492
303,25.132741228717666,25.145158590985492
276,25.132741228717666,25.142770636703347
276,25.132741228717666,25.142770636703347
270,25.132741228717666,25.1403826824212
268,25.132741228717666,25.142770636703347
265,25.132741228717666,25.145158590985492
266,25.132741228717666,25.147546545267637
264,25.132741228717666,25.149934499549783
269,25.132741228717666,25.149934499549783
257,25.132741228717666,25.15232245383193
267,25.132741228717666,25.149934499549783
266,25.132741228717666,25.149934499549783
269,25.132741228717666,25.149934499549783
272,25.132741228717666,25.147546545267637
271,25.132741228717666,25.145158590985492
291,25.132741228717666,25.1403826824212
265,25.132741228717666,25.1403826824212
287,25.132741228717666,25.137994728139056
274,25.132741228717666,25.13560677385691
268,25.132741228717666,25.13560677385691
269,25.132741228717666,25.13560677385691
268,25.132741228717666,25.13560677385691
266,25.132741228717666,25.13560677385691
268,25.132741228717666,25.13560677385691
266,25.132741228717666,25.13560677385691
270,25.132741228717666,25.13560677385691
268,25.132741228717666,25.13560677385691
270,25.132741228717666,25.13560677385691
269,25.132741228717666,25.13560677385691
269,25.132741228717666,25.13560677385691
270,25.132741228717666,25.133218819574765
268,25.132741228717666,25.13560677385691
268,25.132741228717666,25.13560677385691
267,25.132741228717666,25.13560677385691
278,25.132741228717666,25.13560677385691
268,25.132741228717666,25.13560677385691
266,25.132741228717666,25.137994728139056
273,25.132741228717666,25.137994728139056
274,25.132741228717666,25.137994728139056
265,25.132741228717666,25.137994728139056
273,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
266,25.132741228717666,25.137994728139056
275,25.132741228717666,25.137994728139056
271,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
273,25.132741228717666,25.137994728139056
273,25.132741228717666,25.137994728139056
273,25.132741228717666,25.137994728139056
274,25.132741228717666,25.137994728139056
275,25.132741228717666,25.137994728139056
274,25.132741228717666,25.137994728139056
274,25.132741228717666,25.137994728139056
274,25.132741228717666,25.137994728139056
274,25.132741228717666,25.137994728139056
274,25.132741228717666,25.137994728139056
276,25.132741228717666,25.137994728139056
275,25.132741228717666,25.137994728139056
276,25.132741228717666,25.137994728139056
275,25.132741228717666,25.137994728139056
276,25.132741228717666,25.137994728139056
275,25.132741228717666,25.137994728139056
276,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
273,25.132741228717666,25.137994728139056
255,25.132741228717666,25.137994728139056
254,25.132741228717666,25.137994728139056
255,25.132741228717666,25.137994728139056
253,25.132741228717666,25.137994728139056
254,25.132741228717666,25.137994728139056
254,25.132741228717666,25.137994728139056
255,25.132741228717666,25.137994728139056
271,25.132741228717666,25.137994728139056
271,25.132741228717666,25.137994728139056
271,25.132741228717666,25.137994728139056
270,25.132741228717666,25.137994728139056
270,25.132741228717666,25.137994728139056
271,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
271,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
272,25.132741228717666,25.137994728139056
273,25.132741228717666,25.137994728139056
275,25.132741228717666,25.13560677385691
275,25.132741228717666,25.133218819574765
276,25.132741228717666,25.128442911010474
273,25.132741228717666,25.123667002446183
285,25.132741228717666,25.11650313959975
280,25.132741228717666,25.109339276753317
277,25.132741228717666,25.109339276753317
283,25.132741228717666,25.10456336818903
279,25.132741228717666,25.10456336818903
279,25.132741228717666,25.10456336818903
285,25.132741228717666,25.106951322471176
277,25.132741228717666,25.10933927675332
275,25.132741228717666,25.111727231035466
269,25.132741228717666,25.114115185317612
270,25.132741228717666,25.116503139599757
268,25.132741228717666,25.118891093881903
248,25.132741228717666,25.116503139599757
270,25.132741228717666,25.114115185317612
280,25.132741228717666,25.116503139599757
273,25.132741228717666,25.116503139599757
274,25.132741228717666,25.116503139599757
277,25.132741228717666,25.114115185317612
284,25.132741228717666,25.10933927675332
289,25.132741228717666,25.106951322471176
280,25.132741228717666,25.10456336818903
285,25.132741228717666,25.106951322471176
278,25.132741228717666,25.106951322471176
274,25.132741228717666,25.106951322471176
276,25.132741228717666,25.116503139599754
271,25.132741228717666,25.1188910938819
277,25.132741228717666,25.121279048164045
275,25.132741228717666,25.126054956728336
252,25.132741228717666,25.130830865292626
267,25.132741228717666,25.135606773856914
278,25.132741228717666,25.135606773856914
268,25.132741228717666,25.13321881957477
274,25.132741228717666,25.13321881957477
275,25.132741228717666,25.13321881957477
277,25.132741228717666,25.13321881957477
276,25.132741228717666,25.13321881957477
278,25.132741228717666,25.13321881957477
277,25.132741228717666,25.13321881957477
280,25.132741228717666,25.130830865292623
281,25.132741228717666,25.13321881957477
278,25.132741228717666,25.13321881957477
278,25.132741228717666,25.13321881957477
280,25.132741228717666,25.13321881957477
278,25.132741228717666,25.13321881957477
278,25.132741228717666,25.130830865292623
278,25.132741228717666,25.130830865292623
276,25.132741228717666,25.126054956728332
276,25.132741228717666,25.126054956728332
273,25.132741228717666,25.126054956728332
274,25.132741228717666,25.126054956728332
275,25.132741228717666,25.126054956728332
274,25.132741228717666,25.126054956728332
268,25.132741228717666,25.126054956728332
275,25.132741228717666,25.126054956728332
274,25.132741228717666,25.126054956728332
275,25.132741228717666,25.126054956728332
274,25.132741228717666,25.126054956728332
275,25.132741228717666,25.126054956728332
274,25.132741228717666,25.126054956728332
276,25.132741228717666,25.126054956728332
276,25.132741228717666,25.126054956728332
276,25.132741228717666,25.126054956728332
254,25.132741228717666,25.126054956728332
254,25.132741228717666,25.126054956728332
253,25.132741228717666,25.126054956728332
253,25.132741228717666,25.126054956728332
253,25.132741228717666,25.133218819574765
245,25.132741228717666,25.140382682421198
244,25.132741228717666,25.145158590985485
262,25.155181176243307,25.152322453831918
273,25.177621123768947,25.15709836239621
275,25.200061071294588,25.16426222524264
278,25.22250101882023,25.16903813380693
277,25.24494096634587,25.180977905217652
275,25.26738091387151,25.190529722346234
301,25.28982086139715,25.204857448039107
270,25.31226080892279,25.219185173731976
284,25.33470075644843,25.238288807989136
271,25.35714070397407,25.252616533682005
271,25.37958065149971,25.26933221365702
265,25.402020599025352,25.276496076503452
266,25.424460546550993,25.295599710760612
280,25.446900494076633,25.30515152788919
262,25.469340441602274,25.31470334501777
270,25.491780389127914,25.3218672078642
264,25.514220336653555,25.340970842121358
271,25.536660284179195,25.355298567814227
267,25.559100231704836,25.374402202071387
261,25.581540179230476,25.3911178820464
266,25.603980126756117,25.43410105912501
249,25.626420074281757,25.462756510510747
252,25.648860021807398,25.496187870460776
249,25.671299969333038,25.539171047539384
250,25.69373991685868,25.572602407489413
247,25.71617986438432,25.608421721721584
248,25.73861981190996,25.641853081671613
248,25.7610597594356,25.663344670210915
243,25.78349970696124,25.713491710135955
240,25.80593965448688,25.744535115803835
243,25.82837960201252,25.768414658625286
242,25.850819549538162,25.80423397285746
245,25.873259497063803,25.825725561396766
251,25.895699444589443,25.849605104218217
243,25.918139392115084,25.87587260132181
231,25.940579339640724,25.89020032701468
230,25.963019287166365,25.928407595529
231,25.985459234692005,25.95228713835045
231,26.007899182217646,25.97377872688975
231,26.030339129743286,26.000046223993344
228,26.052779077268926,26.023925766814795
230,26.075219024794567,26.0454173553541
220,26.097658972320207,26.06929689817555
220,26.120098919845848,26.076460761021984
219,26.14253886737149,26.107504166689864
218,26.16497881489713,26.126607800947024
223,26.18741876242277,26.152875298050617
227,26.20985870994841,26.17436688658992
224,26.23229865747405,26.19585847512922
222,26.25473860499969,26.217350063668523
213,26.27717855252533,26.236453697925683
212,26.299618500050972,26.262721195029275
212,26.322058447576612,26.28421278356858
210,26.344498395102253,26.305704372107883
211,26.366938342627893,26.33435982349362
212,26.389378290153534,26.358239366315072
201,26.411818237679174,26.379730954854374
199,26.434258185204815,26.401222543393676
196,26.456698132730455,26.42271413193298
203,26.479138080256096,26.448981629036574
200,26.501578027781736,26.475249126140167
198,26.524017975307377,26.489576851833036
196,26.546457922833017,26.508680486090196
193,26.568897870358658,26.527784120347356
196,26.5913378178843,26.55405161745095
192,26.61377776540994,26.57315525170811
191,26.63621771293558,26.582707068836687
197,26.65865766046122,26.616138428786716
194,26.68109760798686,26.644793880172454
196,26.7035375555125,26.671061377276047
179,26.72597750303814,26.694940920097498
176,26.74841745056378,26.73076023432967
175,26.770857398089422,26.75702773143326
175,26.793297345615063,26.783295228536854
173,26.815737293140703,26.790459091383287
174,26.838177240666344,26.842994085590473
176,26.860617188191984,26.87164953697621
164,26.883057135717625,26.895529079797658
167,26.905497083243265,26.912244759772673
165,26.927937030768906,26.938512256876265
166,26.950376978294546,26.957615891133425
165,26.972816925820187,26.971943616826294
165,26.995256873345827,26.979107479672727
166,27.017696820871468,27.017314748187047
142,27.040136768397108,27.03880633672635
151,27.06257671592275,27.05313406241922
148,27.08501666344839,27.072237696676375
149,27.10745661097403,27.091341330933535
148,27.12989655849967,27.112832919472837
146,27.15233650602531,27.134324508012142
152,27.17477645355095,27.16297995939788
145,27.19721640107659,27.184471547937182
146,27.219656348602232,27.208351090758633
149,27.242096296127873,27.23223063358008
152,27.264536243653513,27.256110176401528
149,27.286976191179154,27.275213810658688
148,27.309416138704794,27.294317444915848
151,27.331856086230434,27.311033124890862
138,27.354296033756075,27.33491266771231
138,27.376735981281715,27.35640425625161
131,27.399175928807356,27.373119936226626
123,27.421615876332996,27.39938743333022
133,27.444055823858637,27.416103113305233
129,27.466495771384277,27.437594701844535
123,27.488935718909918,27.456698336101695
124,27.51137566643556,27.478189924641
118,27.5338156139612,27.50684537602674
118,27.55625556148684,27.53311287313033
125,27.57869550901248,27.554604461669634
125,27.60113545653812,27.588035821619663
126,27.62357540406376,27.609527410158964
125,27.6460153515894,27.633406952980412
125,27.668455299115042,27.664450358648295
117,27.690895246640682,27.674002175776874
116,27.713335194166323,27.709821490009045
111,27.735775141691963,27.738476941394783
118,27.758215089217604,27.759968529934085
114,27.780655036743244,27.779072164191245
116,27.803094984268885,27.800563752730547
118,27.825534931794525,27.829219204116285
