raw_mag_x,raw_mag_y,raw_mag_z
-1196,-3584,-734
-685,-3676,-662
-685,-3676,-662
-685,-3676,-662
-685,-3676,-662
-685,-3676,-662
-685,-3676,-662
-685,-3676,-662
-382,-3556,-730
-382,-3556,-730
-382,-3556,-730
-382,-3556,-730
-382,-3556,-730
-382,-3556,-730
-382,-3556,-730
316,-3224,-892
316,-3224,-892
316,-3224,-892
316,-3224,-892
316,-3224,-892
316,-3224,-892
316,-3224,-892
1706,-2906,60
1706,-2906,60
1706,-2906,60
1706,-2906,60
1706,-2906,60
1706,-2906,60
1706,-2906,60
3133,-2582,1561
3133,-2582,1561
3133,-2582,1561
3133,-2582,1561
3133,-2582,1561
3133,-2582,1561
3133,-2582,1561
2950,-2752,2676
2950,-2752,2676
2950,-2752,2676
2950,-2752,2676
2950,-2752,2676
2950,-2752,2676
2950,-2752,2676
1936,-3092,3336
1936,-3092,3336
1936,-3092,3336
1936,-3092,3336
1936,-3092,3336
1936,-3092,3336
1936,-3092,3336
1936,-3092,3336
1013,-3007,3602
1013,-3007,3602
1013,-3007,3602
1013,-3007,3602
1013,-3007,3602
1013,-3007,3602
1013,-3007,3602
814,-2741,3777
814,-2741,3777
814,-2741,3777
814,-2741,3777
814,-2741,3777
814,-2741,3777
814,-2741,3777
976,-2685,3770
976,-2685,3770
976,-2685,3770
976,-2685,3770
976,-2685,3770
976,-2685,3770
976,-2685,3770
1282,-2567,3839
1282,-2567,3839
1282,-2567,3839
1282,-2567,3839
1282,-2567,3839
1282,-2567,3839
1282,-2567,3839
1141,-2465,3883
1141,-2465,3883
1141,-2465,3883
1141,-2465,3883
1141,-2465,3883
1141,-2465,3883
1141,-2465,3883
860,-2202,3966
860,-2202,3966
860,-2202,3966
860,-2202,3966
860,-2202,3966
860,-2202,3966
860,-2202,3966
357,-1822,4114
357,-1822,4114
357,-1822,4114
357,-1822,4114
357,-1822,4114
357,-1822,4114
357,-1822,4114
342,-1308,4107
342,-1308,4107
342,-1308,4107
342,-1308,4107
342,-1308,4107
342,-1308,4107
342,-1308,4107
335,-1023,4502
335,-1023,4502
335,-1023,4502
335,-1023,4502
335,-1023,4502
335,-1023,4502
335,-1023,4502
299,-650,3974
299,-650,3974
299,-650,3974
299,-650,3974
299,-650,3974
299,-650,3974
299,-650,3974
438,-446,3948
438,-446,3948
438,-446,3948
438,-446,3948
438,-446,3948
438,-446,3948
438,-446,3948
226,-112,3834
226,-112,3834
226,-112,3834
226,-112,3834
226,-112,3834
226,-112,3834
226,-112,3834
-152,534,3478
-152,534,3478
-152,534,3478
-152,534,3478
-152,534,3478
-152,534,3478
-152,534,3478
-288,804,3247
-288,804,3247
-288,804,3247
-288,804,3247
-288,804,3247
-288,804,3247
-288,804,3247
-96,1140,3020
-96,1140,3020
-96,1140,3020
-96,1140,3020
-96,1140,3020
-96,1140,3020
-96,1140,3020
-513,1664,2172
-513,1664,2172
-513,1664,2172
-513,1664,2172
-513,1664,2172
-513,1664,2172
-513,1664,2172
-1629,1873,1058
-1629,1873,1058
-1629,1873,1058
-1629,1873,1058
-1629,1873,1058
-1629,1873,1058
-1629,1873,1058
-2360,1736,246
-2360,1736,246
-2360,1736,246
-2360,1736,246
-2360,1736,246
-2360,1736,246
-2360,1736,246
-2586,1637,45
-2586,1637,45
-2586,1637,45
-2586,1637,45
-2586,1637,45
-2586,1637,45
-2586,1637,45
-2376,1623,-219
-2376,1623,-219
-2376,1623,-219
-2376,1623,-219
-2376,1623,-219
-2376,1623,-219
-2376,1623,-219
-2376,1623,-219
-2067,1744,426
-2067,1744,426
-2067,1744,426
-2067,1744,426
-2067,1744,426
-2067,1744,426
-2067,1744,426
-2931,1364,-336
-2931,1364,-336
-2931,1364,-336
-2931,1364,-336
-2931,1364,-336
-2931,1364,-336
-2931,1364,-336
-3027,1281,-452
-3027,1281,-452
-3027,1281,-452
-3027,1281,-452
-3027,1281,-452
-3027,1281,-452
-3027,1281,-452
-3425,824,-831
-3425,824,-831
-3425,824,-831
-3425,824,-831
-3425,824,-831
-3425,824,-831
-3425,824,-831
-3660,36,-1201
-3660,36,-1201
-3660,36,-1201
-3660,36,-1201
-3660,36,-1201
-3660,36,-1201
-3660,36,-1201
-3802,-510,-1183
-3802,-510,-1183
-3802,-510,-1183
-3802,-510,-1183
-3802,-510,-1183
-3802,-510,-1183
-3802,-510,-1183
-3900,-397,-1033
-3900,-397,-1033
-3900,-397,-1033
-3900,-397,-1033
-3900,-397,-1033
-3900,-397,-1033
-3900,-397,-1033
-3788,76,-900
-3788,76,-900
-3788,76,-900
-3788,76,-900
-3788,76,-900
-3788,76,-900
-3788,76,-900
-3670,-90,-1272
-3670,-90,-1272
-3670,-90,-1272
-3670,-90,-1272
-3670,-90,-1272
-3670,-90,-1272
-3670,-90,-1272
-3530,189,-1209
-3530,189,-1209
-3530,189,-1209
-3530,189,-1209
-3530,189,-1209
-3530,189,-1209
-3530,189,-1209
-3642,411,-923
-3642,411,-923
-3642,411,-923
-3642,411,-923
-3642,411,-923
-3642,411,-923
-3642,411,-923
-3709,484,-712
-3709,484,-712
-3709,484,-712
-3709,484,-712
-3709,484,-712
-3709,484,-712
-3709,484,-712
-3615,349,-473
-3615,349,-473
-3615,349,-473
-3615,349,-473
-3615,349,-473
-3615,349,-473
-3615,349,-473
-3595,302,-986
-3595,302,-986
-3595,302,-986
-3595,302,-986
-3595,302,-986
-3595,302,-986
-3595,302,-986
-3620,380,-884
-3620,380,-884
-3620,380,-884
-3620,380,-884
-3620,380,-884
-3620,380,-884
-3620,380,-884
-3792,244,-797
-3792,244,-797
-3792,244,-797
-3792,244,-797
-3792,244,-797
-3792,244,-797
-3792,244,-797
-3991,105,-334
-3991,105,-334
-3991,105,-334
-3991,105,-334
-3991,105,-334
-3991,105,-334
-3991,105,-334
-4107,-202,-96
-4107,-202,-96
-4107,-202,-96
-4107,-202,-96
-4107,-202,-96
-4107,-202,-96
-4107,-202,-96
-4163,-344,172
-4163,-344,172
-4163,-344,172
-4163,-344,172
-4163,-344,172
-4163,-344,172
-4163,-344,172
-4163,-344,172
-4198,-753,-17
-4198,-753,-17
-4198,-753,-17
-4198,-753,-17
-4198,-753,-17
-4198,-753,-17
-4198,-753,-17
-4186,-1183,-163
-4186,-1183,-163
-4186,-1183,-163
-4186,-1183,-163
-4186,-1183,-163
-4186,-1183,-163
-4186,-1183,-163
-3900,-1705,-682
-3900,-1705,-682
-3900,-1705,-682
-3900,-1705,-682
-3900,-1705,-682
-3900,-1705,-682
-3900,-1705,-682
-3541,-1762,-1168
-3541,-1762,-1168
-3541,-1762,-1168
-3541,-1762,-1168
-3541,-1762,-1168
-3541,-1762,-1168
-3541,-1762,-1168
-3655,-1328,-1206
-3655,-1328,-1206
-3655,-1328,-1206
-3655,-1328,-1206
-3655,-1328,-1206
-3655,-1328,-1206
-3655,-1328,-1206
-3600,-941,-761
-3600,-941,-761
-3600,-941,-761
-3600,-941,-761
-3600,-941,-761
-3600,-941,-761
-3600,-941,-761
-3654,-583,-1317
-3654,-583,-1317
-3654,-583,-1317
-3654,-583,-1317
-3654,-583,-1317
-3654,-583,-1317
-3654,-583,-1317
-3466,-206,-1435
-3466,-206,-1435
-3466,-206,-1435
-3466,-206,-1435
-3466,-206,-1435
-3466,-206,-1435
-3466,-206,-1435
-3243,4,-1521
-3243,4,-1521
-3243,4,-1521
-3243,4,-1521
-3243,4,-1521
-3243,4,-1521
-3243,4,-1521
-2995,53,-1600
-2995,53,-1600
-2995,53,-1600
-2995,53,-1600
-2995,53,-1600
-2995,53,-1600
-2995,53,-1600
-2915,75,-1692
-2915,75,-1692
-2915,75,-1692
-2915,75,-1692
-2915,75,-1692
-2915,75,-1692
-2915,75,-1692
-2760,195,-1687
-2760,195,-1687
-2760,195,-1687
-2760,195,-1687
-2760,195,-1687
-2760,195,-1687
-2760,195,-1687
-2548,567,-1588
-2548,567,-1588
-2548,567,-1588
-2548,567,-1588
-2548,567,-1588
-2548,567,-1588
-2548,567,-1588
-2158,990,-1285
-2158,990,-1285
-2158,990,-1285
-2158,990,-1285
-2158,990,-1285
-2158,990,-1285
-2158,990,-1285
-1933,1343,-925
-1933,1343,-925
-1933,1343,-925
-1933,1343,-925
-1933,1343,-925
-1933,1343,-925
-1933,1343,-925
-1782,1548,-590
-1782,1548,-590
-1782,1548,-590
-1782,1548,-590
-1782,1548,-590
-1782,1548,-590
-1782,1548,-590
-2179,1563,-354
-2179,1563,-354
-2179,1563,-354
-2179,1563,-354
-2179,1563,-354
-2179,1563,-354
-2179,1563,-354
-2094,1689,400
-2094,1689,400
-2094,1689,400
-2094,1689,400
-2094,1689,400
-2094,1689,400
-2094,1689,400
-2402,1561,-17
-2402,1561,-17
-2402,1561,-17
-2402,1561,-17
-2402,1561,-17
-2402,1561,-17
-2402,1561,-17
-2402,1561,-17
-2553,1563,129
-2553,1563,129
-2553,1563,129
-2553,1563,129
-2553,1563,129
-2553,1563,129
-2553,1563,129
-2766,1479,85
-2766,1479,85
-2766,1479,85
-2766,1479,85
-2766,1479,85
-2766,1479,85
-2766,1479,85
-3082,1290,41
-3082,1290,41
-3082,1290,41
-3082,1290,41
-3082,1290,41
-3082,1290,41
-3082,1290,41
-3316,1098,-73
-3316,1098,-73
-3316,1098,-73
-3316,1098,-73
-3316,1098,-73
-3316,1098,-73
-3316,1098,-73
-3486,902,-176
-3486,902,-176
-3486,902,-176
-3486,902,-176
-3486,902,-176
-3486,902,-176
-3486,902,-176
-3604,696,-212
-3604,696,-212
-3604,696,-212
-3604,696,-212
-3604,696,-212
-3604,696,-212
-3604,696,-212
-3836,492,-116
-3836,492,-116
-3836,492,-116
-3836,492,-116
-3836,492,-116
-3836,492,-116
-3836,492,-116
-3974,156,-215
-3974,156,-215
-3974,156,-215
-3974,156,-215
-3974,156,-215
-3974,156,-215
-3974,156,-215
-3991,-143,-185
-3991,-143,-185
-3991,-143,-185
-3991,-143,-185
-3991,-143,-185
-3991,-143,-185
-3991,-143,-185
-4090,-423,-250
-4090,-423,-250
-4090,-423,-250
-4090,-423,-250
-4090,-423,-250
-4090,-423,-250
-4090,-423,-250
-4049,-599,314
-4049,-599,314
-4049,-599,314
-4049,-599,314
-4049,-599,314
-4049,-599,314
-4049,-599,314
-4109,-704,-210
-4109,-704,-210
-4109,-704,-210
-4109,-704,-210
-4109,-704,-210
-4109,-704,-210
-4109,-704,-210
-4133,-1120,-205
-4133,-1120,-205
-4133,-1120,-205
-4133,-1120,-205
-4133,-1120,-205
-4133,-1120,-205
-4133,-1120,-205
-4151,-1283,-185
-4151,-1283,-185
-4151,-1283,-185
-4151,-1283,-185
-4151,-1283,-185
-4151,-1283,-185
-4151,-1283,-185
-4062,-1556,-73
-4062,-1556,-73
-4062,-1556,-73
-4062,-1556,-73
-4062,-1556,-73
-4062,-1556,-73
-4062,-1556,-73
-3918,-1795,43
-3918,-1795,43
-3918,-1795,43
-3918,-1795,43
-3918,-1795,43
-3918,-1795,43
-3918,-1795,43
-3792,-2067,285
-3792,-2067,285
-3792,-2067,285
-3792,-2067,285
-3792,-2067,285
-3792,-2067,285
-3792,-2067,285
-3840,-2010,246
-3840,-2010,246
-3840,-2010,246
-3840,-2010,246
-3840,-2010,246
-3840,-2010,246
-3840,-2010,246
-3919,-1786,29
-3919,-1786,29
-3919,-1786,29
-3919,-1786,29
-3919,-1786,29
-3919,-1786,29
-3919,-1786,29
-3993,-1682,121
-3993,-1682,121
-3993,-1682,121
-3993,-1682,121
-3993,-1682,121
-3993,-1682,121
-3993,-1682,121
-4082,-1187,38
-4082,-1187,38
-4082,-1187,38
-4082,-1187,38
-4082,-1187,38
-4082,-1187,38
-4082,-1187,38
-4082,-1187,38
-4123,-437,-42
-4123,-437,-42
-4123,-437,-42
-4123,-437,-42
-4123,-437,-42
-4123,-437,-42
-4123,-437,-42
-3890,46,383
-3890,46,383
-3890,46,383
-3890,46,383
-3890,46,383
-3890,46,383
-3890,46,383
-3904,230,-283
-3904,230,-283
-3904,230,-283
-3904,230,-283
-3904,230,-283
-3904,230,-283
-3904,230,-283
-3688,382,-411
-3688,382,-411
-3688,382,-411
-3688,382,-411
-3688,382,-411
-3688,382,-411
-3688,382,-411
-3764,303,-621
-3764,303,-621
-3764,303,-621
-3764,303,-621
-3764,303,-621
-3764,303,-621
-3764,303,-621
-3754,331,-674
-3754,331,-674
-3754,331,-674
-3754,331,-674
-3754,331,-674
-3754,331,-674
-3754,331,-674
-3699,300,-863
-3699,300,-863
-3699,300,-863
-3699,300,-863
-3699,300,-863
-3699,300,-863
-3699,300,-863
-3605,183,-992
-3605,183,-992
-3605,183,-992
-3605,183,-992
-3605,183,-992
-3605,183,-992
-3605,183,-992
-3537,-86,-1199
-3537,-86,-1199
-3537,-86,-1199
-3537,-86,-1199
-3537,-86,-1199
-3537,-86,-1199
-3537,-86,-1199
-3542,-150,-1229
-3542,-150,-1229
-3542,-150,-1229
-3542,-150,-1229
-3542,-150,-1229
-3542,-150,-1229
-3542,-150,-1229
-3587,-121,-1294
-3587,-121,-1294
-3587,-121,-1294
-3587,-121,-1294
-3587,-121,-1294
-3587,-121,-1294
-3587,-121,-1294
-3566,-8,-1226
-3566,-8,-1226
-3566,-8,-1226
-3566,-8,-1226
-3566,-8,-1226
-3566,-8,-1226
-3566,-8,-1226
-3478,2,-1303
-3478,2,-1303
-3478,2,-1303
-3478,2,-1303
-3478,2,-1303
-3478,2,-1303
-3478,2,-1303
-3399,-80,-854
-3399,-80,-854
-3399,-80,-854
-3399,-80,-854
-3399,-80,-854
-3399,-80,-854
-3399,-80,-854
-3366,-291,-1454
-3366,-291,-1454
-3366,-291,-1454
-3366,-291,-1454
-3366,-291,-1454
-3366,-291,-1454
-3366,-291,-1454
-3325,-455,-1659
-3325,-455,-1659
-3325,-455,-1659
-3325,-455,-1659
-3325,-455,-1659
-3325,-455,-1659
-3325,-455,-1659
-3384,-435,-1531
-3384,-435,-1531
-3384,-435,-1531
-3384,-435,-1531
-3384,-435,-1531
-3384,-435,-1531
-3384,-435,-1531
-3654,-395,-1262
-3654,-395,-1262
-3654,-395,-1262
-3654,-395,-1262
-3654,-395,-1262
-3654,-395,-1262
-3654,-395,-1262
-3637,-481,-1310
-3637,-481,-1310
-3637,-481,-1310
-3637,-481,-1310
-3637,-481,-1310
-3637,-481,-1310
-3637,-481,-1310
-3760,-438,-1179
-3760,-438,-1179
-3760,-438,-1179
-3760,-438,-1179
-3760,-438,-1179
-3760,-438,-1179
-3760,-438,-1179
-3760,-438,-1179
-3835,-459,-1101
-3835,-459,-1101
-3835,-459,-1101
-3835,-459,-1101
-3835,-459,-1101
-3835,-459,-1101
-3835,-459,-1101
-3922,-461,-937
-3922,-461,-937
-3922,-461,-937
-3922,-461,-937
-3922,-461,-937
-3922,-461,-937
-3922,-461,-937
-4072,-444,-518
-4072,-444,-518
-4072,-444,-518
-4072,-444,-518
-4072,-444,-518
-4072,-444,-518
-4072,-444,-518
-4121,-654,-270
-4121,-654,-270
-4121,-654,-270
-4121,-654,-270
-4121,-654,-270
-4121,-654,-270
-4121,-654,-270
-4011,-860,659
-4011,-860,659
-4011,-860,659
-4011,-860,659
-4011,-860,659
-4011,-860,659
-4011,-860,659
-4089,-1137,629
-4089,-1137,629
-4089,-1137,629
-4089,-1137,629
-4089,-1137,629
-4089,-1137,629
-4089,-1137,629
-3908,-1265,1081
-3908,-1265,1081
-3908,-1265,1081
-3908,-1265,1081
-3908,-1265,1081
-3908,-1265,1081
-3908,-1265,1081
-3709,-1405,1486
-3709,-1405,1486
-3709,-1405,1486
-3709,-1405,1486
-3709,-1405,1486
-3709,-1405,1486
-3709,-1405,1486
-3523,-1406,1713
-3523,-1406,1713
-3523,-1406,1713
-3523,-1406,1713
-3523,-1406,1713
-3523,-1406,1713
-3523,-1406,1713
-3198,-1203,2213
-3198,-1203,2213
-3198,-1203,2213
-3198,-1203,2213
-3198,-1203,2213
-3198,-1203,2213
-3198,-1203,2213
-2645,-844,2682
-2645,-844,2682
-2645,-844,2682
-2645,-844,2682
-2645,-844,2682
-2645,-844,2682
-2645,-844,2682
-2406,-297,2836
-2406,-297,2836
-2406,-297,2836
-2406,-297,2836
-2406,-297,2836
-2406,-297,2836
-2406,-297,2836
-2134,519,2705
-2134,519,2705
-2134,519,2705
-2134,519,2705
-2134,519,2705
-2134,519,2705
-2134,519,2705
-2289,1244,1917
-2289,1244,1917
-2289,1244,1917
-2289,1244,1917
-2289,1244,1917
-2289,1244,1917
-2289,1244,1917
-2556,1404,1015
-2556,1404,1015
-2556,1404,1015
-2556,1404,1015
-2556,1404,1015
-2556,1404,1015
-2556,1404,1015
-3316,1157,134
-3316,1157,134
-3316,1157,134
-3316,1157,134
-3316,1157,134
-3316,1157,134
-3316,1157,134
-3255,863,-168
-3255,863,-168
-3255,863,-168
-3255,863,-168
-3255,863,-168
-3255,863,-168
-3255,863,-168
-2759,548,-1479
-2759,548,-1479
-2759,548,-1479
-2759,548,-1479
-2759,548,-1479
-2759,548,-1479
-2759,548,-1479
-1824,564,-1730
-1824,564,-1730
-1824,564,-1730
-1824,564,-1730
-1824,564,-1730
-1824,564,-1730
-1824,564,-1730
-1502,915,-1444
-1502,915,-1444
-1502,915,-1444
-1502,915,-1444
-1502,915,-1444
-1502,915,-1444
-1502,915,-1444
-1502,915,-1444
-1848,1168,-1214
-1848,1168,-1214
-1848,1168,-1214
-1848,1168,-1214
-1848,1168,-1214
-1848,1168,-1214
-1848,1168,-1214
-2645,964,-1138
-2645,964,-1138
-2645,964,-1138
-2645,964,-1138
-2645,964,-1138
-2645,964,-1138
-2645,964,-1138
-3458,592,-636
-3458,592,-636
-3458,592,-636
-3458,592,-636
-3458,592,-636
-3458,592,-636
-3458,592,-636
-3828,230,-411
-3828,230,-411
-3828,230,-411
-3828,230,-411
-3828,230,-411
-3828,230,-411
-3828,230,-411
-4057,-291,-231
-4057,-291,-231
-4057,-291,-231
-4057,-291,-231
-4057,-291,-231
-4057,-291,-231
-4057,-291,-231
-4112,-777,-227
-4112,-777,-227
-4112,-777,-227
-4112,-777,-227
-4112,-777,-227
-4112,-777,-227
-4112,-777,-227
-4074,-1081,-390
-4074,-1081,-390
-4074,-1081,-390
-4074,-1081,-390
-4074,-1081,-390
-4074,-1081,-390
-4074,-1081,-390
-3874,-1392,-638
-3874,-1392,-638
-3874,-1392,-638
-3874,-1392,-638
-3874,-1392,-638
-3874,-1392,-638
-3874,-1392,-638
-3643,-1545,-249
-3643,-1545,-249
-3643,-1545,-249
-3643,-1545,-249
-3643,-1545,-249
-3643,-1545,-249
-3643,-1545,-249
-3616,-1900,-863
-3616,-1900,-863
-3616,-1900,-863
-3616,-1900,-863
-3616,-1900,-863
-3616,-1900,-863
-3616,-1900,-863
-3435,-2041,-1034
-3435,-2041,-1034
-3435,-2041,-1034
-3435,-2041,-1034
-3435,-2041,-1034
-3435,-2041,-1034
-3435,-2041,-1034
-3362,-1958,-1234
-3362,-1958,-1234
-3362,-1958,-1234
-3362,-1958,-1234
-3362,-1958,-1234
-3362,-1958,-1234
-3362,-1958,-1234
-3359,-1751,-1418
-3359,-1751,-1418
-3359,-1751,-1418
-3359,-1751,-1418
-3359,-1751,-1418
-3359,-1751,-1418
-3359,-1751,-1418
-3338,-1495,-1537
-3338,-1495,-1537
-3338,-1495,-1537
-3338,-1495,-1537
-3338,-1495,-1537
-3338,-1495,-1537
-3338,-1495,-1537
-2989,-1018,-1811
-2989,-1018,-1811
-2989,-1018,-1811
-2989,-1018,-1811
-2989,-1018,-1811
-2989,-1018,-1811
-2989,-1018,-1811
-2881,-407,-1867
-2881,-407,-1867
-2881,-407,-1867
-2881,-407,-1867
-2881,-407,-1867
-2881,-407,-1867
-2881,-407,-1867
-2483,35,-1886
-2483,35,-1886
-2483,35,-1886
-2483,35,-1886
-2483,35,-1886
-2483,35,-1886
-2483,35,-1886
-2330,-37,-1933
-2330,-37,-1933
-2330,-37,-1933
-2330,-37,-1933
-2330,-37,-1933
-2330,-37,-1933
-2330,-37,-1933
-1936,-60,-1979
-1936,-60,-1979
-1936,-60,-1979
-1936,-60,-1979
-1936,-60,-1979
-1936,-60,-1979
-1936,-60,-1979
-1936,-60,-1979
-1532,-199,-2038
-1532,-199,-2038
-1532,-199,-2038
-1532,-199,-2038
-1532,-199,-2038
-1532,-199,-2038
-1532,-199,-2038
-1084,-1081,-1567
-1084,-1081,-1567
-1084,-1081,-1567
-1084,-1081,-1567
-1084,-1081,-1567
-1084,-1081,-1567
-1084,-1081,-1567
-529,-1654,-1889
-529,-1654,-1889
-529,-1654,-1889
-529,-1654,-1889
-529,-1654,-1889
-529,-1654,-1889
-529,-1654,-1889
-198,-2065,-1739
-198,-2065,-1739
-198,-2065,-1739
-198,-2065,-1739
-198,-2065,-1739
-198,-2065,-1739
-198,-2065,-1739
-788,-2859,-1394
-788,-2859,-1394
-788,-2859,-1394
-788,-2859,-1394
-788,-2859,-1394
-788,-2859,-1394
-788,-2859,-1394
-978,-2718,-1463
-978,-2718,-1463
-978,-2718,-1463
-978,-2718,-1463
-978,-2718,-1463
-978,-2718,-1463
-978,-2718,-1463
-1280,-2233,-1849
-1280,-2233,-1849
-1280,-2233,-1849
-1280,-2233,-1849
-1280,-2233,-1849
-1280,-2233,-1849
-1280,-2233,-1849
-1623,-1163,-2115
-1623,-1163,-2115
-1623,-1163,-2115
-1623,-1163,-2115
-1623,-1163,-2115
-1623,-1163,-2115
-1623,-1163,-2115
-1269,-449,-2073
-1269,-449,-2073
-1269,-449,-2073
-1269,-449,-2073
-1269,-449,-2073
-1269,-449,-2073
-1269,-449,-2073
-1192,-1196,-2090
-1192,-1196,-2090
-1192,-1196,-2090
-1192,-1196,-2090
-1192,-1196,-2090
-1192,-1196,-2090
-1192,-1196,-2090
-1502,-2073,-1891
-1502,-2073,-1891
-1502,-2073,-1891
-1502,-2073,-1891
-1502,-2073,-1891
-1502,-2073,-1891
-1502,-2073,-1891
-1496,-2372,-1691
-1496,-2372,-1691
-1496,-2372,-1691
-1496,-2372,-1691
-1496,-2372,-1691
-1496,-2372,-1691
-1496,-2372,-1691
-939,-2031,-1828
-939,-2031,-1828
-939,-2031,-1828
-939,-2031,-1828
-939,-2031,-1828
-939,-2031,-1828
-939,-2031,-1828
-254,-1378,-1423
-254,-1378,-1423
-254,-1378,-1423
-254,-1378,-1423
-254,-1378,-1423
-254,-1378,-1423
-254,-1378,-1423
-405,-1190,-1996
-405,-1190,-1996
-405,-1190,-1996
-405,-1190,-1996
-405,-1190,-1996
-405,-1190,-1996
-405,-1190,-1996
-690,-557,-2026
-690,-557,-2026
-690,-557,-2026
-690,-557,-2026
-690,-557,-2026
-690,-557,-2026
-690,-557,-2026
-840,-121,-1931
-840,-121,-1931
-840,-121,-1931
-840,-121,-1931
-840,-121,-1931
-840,-121,-1931
-840,-121,-1931
-843,-359,-1971
-843,-359,-1971
-843,-359,-1971
-843,-359,-1971
-843,-359,-1971
-843,-359,-1971
-843,-359,-1971
-340,-540,-1882
-340,-540,-1882
-340,-540,-1882
-340,-540,-1882
-340,-540,-1882
-340,-540,-1882
-340,-540,-1882
207,-592,-1717
207,-592,-1717
207,-592,-1717
207,-592,-1717
207,-592,-1717
207,-592,-1717
207,-592,-1717
207,-592,-1717
578,-794,-1563
578,-794,-1563
578,-794,-1563
578,-794,-1563
578,-794,-1563
578,-794,-1563
578,-794,-1563
-69,-131,-1701
-69,-131,-1701
-69,-131,-1701
-69,-131,-1701
-69,-131,-1701
-69,-131,-1701
-69,-131,-1701
-412,113,-1751
-412,113,-1751
-412,113,-1751
-412,113,-1751
-412,113,-1751
-412,113,-1751
-412,113,-1751
-888,404,-1774
-888,404,-1774
-888,404,-1774
-888,404,-1774
-888,404,-1774
-888,404,-1774
-888,404,-1774
-1238,410,-1831
-1238,410,-1831
-1238,410,-1831
-1238,410,-1831
-1238,410,-1831
-1238,410,-1831
-1238,410,-1831
-1112,375,-1403
-1112,375,-1403
-1112,375,-1403
-1112,375,-1403
-1112,375,-1403
-1112,375,-1403
-1112,375,-1403
-1080,268,-1818
-1080,268,-1818
-1080,268,-1818
-1080,268,-1818
-1080,268,-1818
-1080,268,-1818
-1080,268,-1818
-566,262,-1795
-566,262,-1795
-566,262,-1795
-566,262,-1795
-566,262,-1795
-566,262,-1795
-566,262,-1795
40,235,-1590
40,235,-1590
40,235,-1590
40,235,-1590
40,235,-1590
40,235,-1590
40,235,-1590
156,295,-1601
156,295,-1601
156,295,-1601
156,295,-1601
156,295,-1601
156,295,-1601
156,295,-1601
-84,278,-1698
-84,278,-1698
-84,278,-1698
-84,278,-1698
-84,278,-1698
-84,278,-1698
-84,278,-1698
-648,41,-1865
-648,41,-1865
-648,41,-1865
-648,41,-1865
-648,41,-1865
-648,41,-1865
-648,41,-1865
-1375,-78,-2046
-1375,-78,-2046
-1375,-78,-2046
-1375,-78,-2046
-1375,-78,-2046
-1375,-78,-2046
-1375,-78,-2046
-1805,68,-1961
-1805,68,-1961
-1805,68,-1961
-1805,68,-1961
-1805,68,-1961
-1805,68,-1961
-1805,68,-1961
-2114,153,-1959
-2114,153,-1959
-2114,153,-1959
-2114,153,-1959
-2114,153,-1959
-2114,153,-1959
-2114,153,-1959
-2085,66,-1968
-2085,66,-1968
-2085,66,-1968
-2085,66,-1968
-2085,66,-1968
-2085,66,-1968
-2085,66,-1968
-1527,-249,-2075
-1527,-249,-2075
-1527,-249,-2075
-1527,-249,-2075
-1527,-249,-2075
-1527,-249,-2075
-1527,-249,-2075
-438,-320,-1435
-438,-320,-1435
-438,-320,-1435
-438,-320,-1435
-438,-320,-1435
-438,-320,-1435
-438,-320,-1435
594,-300,-1514
594,-300,-1514
594,-300,-1514
594,-300,-1514
594,-300,-1514
594,-300,-1514
594,-300,-1514
1063,-264,-1303
1063,-264,-1303
1063,-264,-1303
1063,-264,-1303
1063,-264,-1303
1063,-264,-1303
1063,-264,-1303
610,-213,-1533
610,-213,-1533
610,-213,-1533
610,-213,-1533
610,-213,-1533
610,-213,-1533
610,-213,-1533
610,-213,-1533
-644,51,-1815
-644,51,-1815
-644,51,-1815
-644,51,-1815
-644,51,-1815
-644,51,-1815
-644,51,-1815
-2091,690,-1620
-2091,690,-1620
-2091,690,-1620
-2091,690,-1620
-2091,690,-1620
-2091,690,-1620
-2091,690,-1620
-2735,889,-1262
-2735,889,-1262
-2735,889,-1262
-2735,889,-1262
-2735,889,-1262
-2735,889,-1262
-2735,889,-1262
-3164,827,-962
-3164,827,-962
-3164,827,-962
-3164,827,-962
-3164,827,-962
-3164,827,-962
-3164,827,-962
-3344,769,-944
-3344,769,-944
-3344,769,-944
-3344,769,-944
-3344,769,-944
-3344,769,-944
-3344,769,-944
-3081,454,-1433
-3081,454,-1433
-3081,454,-1433
-3081,454,-1433
-3081,454,-1433
-3081,454,-1433
-3081,454,-1433
-2179,298,-1854
-2179,298,-1854
-2179,298,-1854
-2179,298,-1854
-2179,298,-1854
-2179,298,-1854
-2179,298,-1854
-1254,222,-1893
-1254,222,-1893
-1254,222,-1893
-1254,222,-1893
-1254,222,-1893
-1254,222,-1893
-1254,222,-1893
-647,204,-1424
-647,204,-1424
-647,204,-1424
-647,204,-1424
-647,204,-1424
-647,204,-1424
-647,204,-1424
-462,-28,-1813
-462,-28,-1813
-462,-28,-1813
-462,-28,-1813
-462,-28,-1813
-462,-28,-1813
-462,-28,-1813
-688,-207,-1935
-688,-207,-1935
-688,-207,-1935
-688,-207,-1935
-688,-207,-1935
-688,-207,-1935
-688,-207,-1935
-1500,-226,-2025
-1500,-226,-2025
-1500,-226,-2025
-1500,-226,-2025
-1500,-226,-2025
-1500,-226,-2025
-1500,-226,-2025
-2676,-278,-1889
